Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,7e-06,20.196328,[218  44] ; [61 39],[201.9281768  60.0718232] ; [77.0718232 22.9281768],1
p7,1,1e-05,19.538062,[142 115] ; [30 72],[123.13091922 133.86908078] ; [48.86908078 53.13091922],1
p11,1,1.1e-05,19.40972,[208  61] ; [57 48],[190.60160428  78.39839572] ; [74.39839572 30.60160428],1
p8,1,5.2e-05,16.376423,[105 156] ; [19 86],[ 88.42622951 172.57377049] ; [35.57377049 69.42622951],1
b1,1,0.000274,13.237393,[ 84 185] ; [54 51],[ 99.25668449 169.74331551] ; [38.74331551 66.25668449],1
p10,1,0.00063,11.684568,[202  63] ; [60 43],[188.66847826  76.33152174] ; [73.33152174 29.66847826],1
s1,1,0.000837,11.157091,[  4 260] ; [ 9 95],[  9.32608696 254.67391304] ; [  3.67391304 100.32608696],1
r3,1,0.001944,9.601382,[254  13] ; [90 15],[246.90322581  20.09677419] ; [97.09677419  7.90322581],0
u4,1,0.035749,4.409025,[  1 268] ; [  3 102],[  2.87700535 266.12299465] ; [  1.12299465 103.87700535],0
a1,1,0.062777,3.462448,[  7 262] ; [ 7 98],[ 10.06951872 258.93048128] ; [  3.93048128 101.06951872],0
n6,1,0.06626,3.373332,[215  53] ; [75 30],[208.36461126  59.63538874] ; [81.63538874 23.36461126],0
d5,1,0.070169,3.279067,[205  63] ; [70 34],[198.11827957  69.88172043] ; [76.88172043 27.11827957],0
a8,1,0.087785,2.914538,[ 36 210] ; [ 8 93],[ 31.19308357 214.80691643] ; [12.80691643 88.19308357],0
v1,1,0.15145,2.057587,[120 139] ; [40 65],[113.84615385 145.15384615] ; [46.15384615 58.84615385],0
n3,1,0.153378,2.038328,[58 20] ; [24 15],[54.66666667 23.33333333] ; [27.33333333 11.66666667],0
a4,1,0.165305,1.925018,[ 98 171] ; [46 58],[103.84986595 165.15013405] ; [40.15013405 63.84986595],0
s4,1,0.181561,1.784801,[ 41 226] ; [22 82],[ 45.33962264 221.66037736] ; [17.66037736 86.33962264],0
n1,1,0.184914,1.757682,[23 52] ; [18 24],[26.28205128 48.71794872] ; [14.71794872 27.28205128],0
s3,1,0.219607,1.506939,[140 128] ; [46 56],[134.72432432 133.27567568] ; [51.27567568 50.72432432],0
p1,1,0.229112,1.446365,[ 12 255] ; [ 8 97],[ 14.35483871 252.64516129] ; [ 5.64516129 99.35483871],0
r1,1,0.281675,1.158988,[205  62] ; [75 30],[200.96774194  66.03225806] ; [79.03225806 25.96774194],0
s6,1,0.291807,1.111264,[155 110] ; [54 49],[150.50271739 114.49728261] ; [58.49728261 44.50271739],0
u3,1,0.304994,1.052232,[44 45] ; [22 15],[46.61904762 42.38095238] ; [19.38095238 17.61904762],0
r4,1,0.316478,1.003447,[236  33] ; [88 17],[233.03743316  35.96256684] ; [90.96256684 14.03743316],0
n4,1,0.317064,1.001018,[183  85] ; [66 39],[178.90616622  89.09383378] ; [70.09383378 34.90616622],0
a2,1,0.323346,0.975365,[ 47 222] ; [23 82],[ 50.34759358 218.65240642] ; [19.65240642 85.34759358],0
d4,1,0.373165,0.793098,[210  58] ; [77 27],[206.76344086  61.23655914] ; [80.23655914 23.76344086],0
