Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.006134,7.510395,[4 6] ; [33  7],[7.4 2.6] ; [29.6 10.4],0
n5,1,0.044884,4.022989,[3 7] ; [26 14],[5.8 4.2] ; [23.2 16.8],0
a5,1,0.052317,3.765597,[4 6] ; [29 11],[6.6 3.4] ; [26.4 13.6],0
s7,1,0.06951,3.29456,[3 7] ; [23 14],[5.53191489 4.46808511] ; [20.46808511 16.53191489],0
s4,1,0.073254,3.208556,[1 9] ; [16 24],[3.4 6.6] ; [13.6 26.4],0
r4,1,0.083214,3.000992,[5 5] ; [31  9],[7.2 2.8] ; [28.8 11.2],0
s3,1,0.109052,2.567912,[4 6] ; [27 13],[6.2 3.8] ; [24.8 15.2],0
u1,1,0.117851,2.445652,[2 8] ; [ 2 38],[0.8 9.2] ; [ 3.2 36.8],0
p8,1,0.118299,2.439699,[2 8] ; [18 20],[4.16666667 5.83333333] ; [15.83333333 22.16666667],0
p1,1,0.126558,2.334223,[3 6] ; [ 5 35],[1.46938776 7.53061224] ; [ 6.53061224 33.46938776],0
s8,1,0.148915,2.083333,[2 8] ; [18 22],[4. 6.] ; [16. 24.],0
p9,1,0.189755,1.71952,[7 3] ; [34  5],[8.36734694 1.63265306] ; [32.63265306  6.36734694],0
d3,1,0.232414,1.426025,[5 5] ; [28 12],[6.6 3.4] ; [26.4 13.6],0
n4,1,0.254451,1.298701,[4 6] ; [24 16],[5.6 4.4] ; [22.4 17.6],0
b4,1,0.269456,1.219512,[7 3] ; [34  6],[8.2 1.8] ; [32.8  7.2],0
u2,1,0.291841,1.111111,[2 3] ; [10  5],[3. 2.] ; [9. 6.],0
u3,1,0.291841,1.111111,[2 3] ; [10  5],[3. 2.] ; [9. 6.],0
v2,1,0.292594,1.107648,[3 7] ; [18 19],[4.46808511 5.53191489] ; [16.53191489 20.46808511],0
p2,1,0.301596,1.067123,[8 1] ; [29 11],[6.79591837 2.20408163] ; [30.20408163  9.79591837],0
v3,1,0.315414,1.00787,[1 8] ; [10 27],[2.15217391 6.84782609] ; [ 8.84782609 28.15217391],0
d1,1,0.395766,0.721154,[4 6] ; [22 18],[5.2 4.8] ; [20.8 19.2],0
a8,1,0.423711,0.64,[1 7] ; [ 2 38],[0.5 7.5] ; [ 2.5 37.5],0
d2,1,0.470486,0.520833,[5 5] ; [15 25],[4. 6.] ; [16. 24.],0
p7,1,0.516074,0.421732,[4 5] ; [22 17],[4.875 4.125] ; [21.125 17.875],0
b3,1,0.527225,0.399737,[3 3] ; [ 9 16],[2.32258065 3.67741935] ; [ 9.67741935 15.32258065],0
b2,1,0.527225,0.399737,[3 3] ; [ 9 16],[2.32258065 3.67741935] ; [ 9.67741935 15.32258065],0
d4,1,0.540965,0.373754,[8 2] ; [35  5],[8.6 1.4] ; [34.4  5.6],0
a7,1,0.560084,0.339559,[7 3] ; [24 16],[6.2 3.8] ; [24.8 15.2],0
b5,1,0.5713,0.320513,[4 6] ; [20 20],[4.8 5.2] ; [19.2 20.8],0
a6,1,0.5713,0.320513,[6 4] ; [20 20],[5.2 4.8] ; [20.8 19.2],0
p6,1,0.622135,0.242878,[4 6] ; [19 20],[4.69387755 5.30612245] ; [18.30612245 20.69387755],0
p4,1,0.669123,0.18263,[5 5] ; [23 17],[5.6 4.4] ; [22.4 17.6],0
a3,1,0.699258,0.149245,[5 4] ; [25 15],[5.51020408 3.48979592] ; [24.48979592 15.51020408],0
r3,1,0.699676,0.14881,[8 2] ; [34  6],[8.4 1.6] ; [33.6  6.4],0
v1,1,0.711531,0.136752,[5 4] ; [19 20],[4.5 4.5] ; [19.5 19.5],0
v4,1,0.720731,0.127793,[8 1] ; [37  3],[8.26530612 0.73469388] ; [36.73469388  3.26530612],0
r2,1,0.72462,0.124109,[8 2] ; [33  6],[8.36734694 1.63265306] ; [32.63265306  6.36734694],0
d5,1,0.740544,0.109649,[8 2] ; [30 10],[7.6 2.4] ; [30.4  9.6],0
b1,1,0.77572,0.081169,[4 6] ; [18 22],[4.4 5.6] ; [17.6 22.4],0
s1,1,0.794368,0.067935,[1 9] ; [ 3 37],[0.8 9.2] ; [ 3.2 36.8],0
a2,1,0.794368,0.067935,[1 9] ; [ 3 37],[0.8 9.2] ; [ 3.2 36.8],0
p5,1,0.881196,0.022336,[2 7] ; [ 8 32],[1.83673469 7.16326531] ; [ 8.16326531 31.83673469],0
a4,1,0.884175,0.021222,[4 6] ; [15 25],[3.8 6.2] ; [15.2 24.8],0
p10,1,0.985603,0.000326,[7 2] ; [31  9],[6.97959184 2.02040816] ; [31.02040816  8.97959184],0
p3,1,1.0,0.0,[5 5] ; [20 20],[5. 5.] ; [20. 20.],0
n6,1,1.0,0.0,[8 2] ; [32  8],[8. 2.] ; [32.  8.],0
p11,1,1.0,0.0,[7 3] ; [28 12],[7. 3.] ; [28. 12.],0
