Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000258,13.355225,[49  9] ; [16 17],[41.42857143 16.57142857] ; [23.57142857  9.42857143],1
p4,1,0.000642,11.649238,[29 31] ; [ 4 28],[21.52173913 38.47826087] ; [11.47826087 20.52173913],1
p9,1,0.00085,11.127907,[36 22] ; [ 7 22],[28.66666667 29.33333333] ; [14.33333333 14.66666667],1
v4,1,0.000897,11.029859,[53  6] ; [20 13],[46.81521739 12.18478261] ; [26.18478261  6.81521739],1
d3,1,0.001414,10.187733,[36 22] ; [ 9 24],[28.68131868 29.31868132] ; [16.31868132 16.68131868],0
s1,1,0.004618,8.023119,[ 1 57] ; [ 6 27],[ 4.46153846 53.53846154] ; [ 2.53846154 30.46153846],0
s8,1,0.006293,7.464353,[21 39] ; [ 3 30],[15.48387097 44.51612903] ; [ 8.51612903 24.48387097],0
s2,1,0.00665,7.365084,[30 30] ; [ 7 26],[23.87096774 36.12903226] ; [13.12903226 19.87096774],0
s3,1,0.012332,6.26246,[34 26] ; [ 9 22],[28.35164835 31.64835165] ; [14.64835165 16.35164835],0
r4,1,0.020062,5.406459,[42 18] ; [15 18],[36.77419355 23.22580645] ; [20.22580645 12.77419355],0
s7,1,0.02359,5.12454,[22 32] ; [ 5 25],[17.35714286 36.64285714] ; [ 9.64285714 20.35714286],0
v1,1,0.024274,5.074981,[26 32] ; [ 7 26],[21.03296703 36.96703297] ; [11.96703297 21.03296703],0
p7,1,0.024503,5.058698,[27 32] ; [ 7 25],[22.04395604 36.95604396] ; [11.95604396 20.04395604],0
p10,1,0.02484,5.035005,[32 26] ; [ 9 21],[27.02272727 30.97727273] ; [13.97727273 16.02272727],0
s5,1,0.028886,4.774369,[15 44] ; [ 2 29],[11.14444444 47.85555556] ; [ 5.85555556 25.14444444],0
a1,1,0.032459,4.574101,[ 1 59] ; [ 4 29],[ 3.22580645 56.77419355] ; [ 1.77419355 31.22580645],0
p3,1,0.044727,4.028892,[23 37] ; [ 6 27],[18.70967742 41.29032258] ; [10.29032258 22.70967742],0
a6,1,0.04806,3.907901,[29 31] ; [ 9 24],[24.51612903 35.48387097] ; [13.48387097 19.51612903],0
s6,1,0.069962,3.283918,[32 27] ; [11 21],[27.87912088 31.12087912] ; [15.12087912 16.87912088],0
b3,1,0.090277,2.86943,[ 5 23] ; [ 9 14],[ 7.68627451 20.31372549] ; [ 6.31372549 16.68627451],0
b2,1,0.090277,2.86943,[ 5 23] ; [ 9 14],[ 7.68627451 20.31372549] ; [ 6.31372549 16.68627451],0
p8,1,0.14706,2.102482,[19 40] ; [ 6 27],[16.0326087 42.9673913] ; [ 8.9673913 24.0326087],0
p6,1,0.147526,2.09765,[15 44] ; [ 4 28],[12.31868132 46.68131868] ; [ 6.68131868 25.31868132],0
n1,1,0.148731,2.085217,[ 5 19] ; [6 8],[ 6.94736842 17.05263158] ; [4.05263158 9.94736842],0
n2,1,0.15158,2.056277,[16  8] ; [6 8],[13.89473684 10.10526316] ; [8.10526316 5.89473684],0
p5,1,0.155263,2.019766,[ 7 53] ; [ 1 32],[ 5.16129032 54.83870968] ; [ 2.83870968 30.16129032],0
n3,1,0.240109,1.379952,[15  9] ; [6 8],[13.26315789 10.73684211] ; [7.73684211 6.26315789],0
d4,1,0.249762,1.324636,[41 18] ; [19 14],[38.47826087 20.52173913] ; [21.52173913 11.47826087],0
n6,1,0.267298,1.230561,[38 22] ; [17 16],[35.48387097 24.51612903] ; [19.51612903 13.48387097],0
r2,1,0.278154,1.176088,[49 11] ; [23  9],[46.95652174 13.04347826] ; [25.04347826  6.95652174],0
d1,1,0.283937,1.148151,[21 39] ; [ 8 25],[18.70967742 41.29032258] ; [10.29032258 22.70967742],0
n5,1,0.429078,0.625317,[36 24] ; [17 16],[34.19354839 25.80645161] ; [18.80645161 14.19354839],0
v2,1,0.47989,0.499114,[18 38] ; [ 8 24],[16.54545455 39.45454545] ; [ 9.45454545 22.54545455],0
b4,1,0.50386,0.446796,[37 23] ; [18 15],[35.48387097 24.51612903] ; [19.51612903 13.48387097],0
a3,1,0.533389,0.387931,[18 40] ; [12 20],[19.33333333 38.66666667] ; [10.66666667 21.33333333],0
d5,1,0.545422,0.365583,[36 23] ; [18 15],[34.63043478 24.36956522] ; [19.36956522 13.63043478],0
b5,1,0.558908,0.341598,[40 20] ; [20 13],[38.70967742 21.29032258] ; [21.29032258 11.70967742],0
a7,1,0.571602,0.320009,[34 25] ; [17 16],[32.70652174 26.29347826] ; [18.29347826 14.70652174],0
d2,1,0.581005,0.304612,[15 45] ; [10 23],[16.12903226 43.87096774] ; [ 8.87096774 24.12903226],0
p12,1,0.647785,0.208704,[ 1 59] ; [ 1 31],[ 1.30434783 58.69565217] ; [ 0.69565217 31.30434783],0
a8,1,0.658974,0.194772,[ 3 52] ; [ 1 29],[ 2.58823529 52.41176471] ; [ 1.41176471 28.58823529],0
p1,1,0.701235,0.147191,[ 7 53] ; [ 3 30],[ 6.4516129 53.5483871] ; [ 3.5483871 29.4516129],0
v3,1,0.712486,0.135806,[14 43] ; [ 9 23],[14.73033708 42.26966292] ; [ 8.26966292 23.73033708],0
r1,1,0.724072,0.124625,[35 25] ; [18 15],[34.19354839 25.80645161] ; [18.80645161 14.19354839],0
n4,1,0.76903,0.086227,[31 29] ; [16 17],[30.32258065 29.67741935] ; [16.67741935 16.32258065],0
u3,1,0.788433,0.072009,[21 20] ; [10 11],[20.5 20.5] ; [10.5 10.5],0
s4,1,0.831837,0.045091,[12 48] ; [ 6 27],[11.61290323 48.38709677] ; [ 6.38709677 26.61290323],0
a4,1,0.923434,0.009237,[ 6 54] ; [ 3 29],[ 5.86956522 54.13043478] ; [ 3.13043478 28.86956522],0
u2,1,0.935247,0.006601,[19 20] ; [10 11],[18.85 20.15] ; [10.15 10.85],0
b1,1,0.966383,0.001776,[33 27] ; [18 15],[32.90322581 27.09677419] ; [18.09677419 14.90322581],0
