Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.028094,4.822263,[ 6 16] ; [9 5],[ 9.16666667 12.83333333] ; [5.83333333 8.16666667],0
n4,1,0.02964,4.730053,[11 11] ; [12  2],[14.05555556  7.94444444] ; [8.94444444 5.05555556],0
v2,1,0.055982,3.652597,[ 7 15] ; [9 5],[ 9.77777778 12.22222222] ; [6.22222222 7.77777778],0
a6,1,0.101848,2.67637,[ 8 14] ; [9 5],[10.38888889 11.61111111] ; [6.61111111 7.38888889],0
a2,1,0.1161,2.469156,[ 1 21] ; [ 3 11],[ 2.44444444 19.55555556] ; [ 1.55555556 12.44444444],0
b3,1,0.123639,2.370612,[ 4 10] ; [6 4],[5.83333333 8.16666667] ; [4.16666667 5.83333333],0
b2,1,0.123639,2.370612,[ 4 10] ; [6 4],[5.83333333 8.16666667] ; [4.16666667 5.83333333],0
d3,1,0.143442,2.140642,[12 10] ; [11  3],[14.05555556  7.94444444] ; [8.94444444 5.05555556],0
b4,1,0.17146,1.87013,[ 9 13] ; [9 5],[11. 11.] ; [7. 7.],0
s4,1,0.178872,1.806973,[ 5 15] ; [ 1 13],[ 3.52941176 16.47058824] ; [ 2.47058824 11.52941176],0
d2,1,0.203605,1.616327,[11 11] ; [ 4 10],[ 9.16666667 12.83333333] ; [5.83333333 8.16666667],0
p4,1,0.203605,1.616327,[11 11] ; [10  4],[12.83333333  9.16666667] ; [8.16666667 5.83333333],0
r1,1,0.226765,1.461039,[13  9] ; [11  3],[14.66666667  7.33333333] ; [9.33333333 4.66666667],0
b1,1,0.226765,1.461039,[13  9] ; [11  3],[14.66666667  7.33333333] ; [9.33333333 4.66666667],0
v3,1,0.269685,1.218348,[ 3 19] ; [ 4 10],[ 4.27777778 17.72222222] ; [ 2.72222222 11.27777778],0
s5,1,0.27893,1.172295,[ 3 17] ; [4 9],[ 4.24242424 15.75757576] ; [ 2.75757576 10.24242424],0
p1,1,0.296715,1.088898,[ 2 20] ; [ 3 11],[ 3.05555556 18.94444444] ; [ 1.94444444 12.05555556],0
n6,1,0.342953,0.899362,[14  8] ; [11  3],[15.27777778  6.72222222] ; [9.72222222 4.27777778],0
r2,1,0.350479,0.871722,[18  4] ; [13  1],[18.94444444  3.05555556] ; [12.05555556  1.94444444],0
p2,1,0.360865,0.834879,[16  6] ; [12  2],[17.11111111  4.88888889] ; [10.88888889  3.11111111],0
s3,1,0.400394,0.707143,[11 11] ; [9 5],[12.22222222  9.77777778] ; [7.77777778 6.22222222],0
p10,1,0.41835,0.654947,[ 6 16] ; [ 2 11],[ 5.02857143 16.97142857] ; [ 2.97142857 10.02857143],0
p8,1,0.418492,0.654545,[14  8] ; [7 7],[12.83333333  9.16666667] ; [8.16666667 5.83333333],0
d1,1,0.452461,0.564479,[ 9 13] ; [ 4 10],[ 7.94444444 14.05555556] ; [5.05555556 8.94444444],0
u2,1,0.456057,0.555556,[8 4] ; [4 4],[7.2 4.8] ; [4.8 3.2],0
s8,1,0.490843,0.474677,[ 6 16] ; [5 8],[ 6.91428571 15.08571429] ; [4.08571429 8.91428571],0
s6,1,0.507903,0.438386,[11 11] ; [8 5],[11.94285714 10.05714286] ; [7.05714286 5.94285714],0
r4,1,0.532706,0.389227,[17  5] ; [12  2],[17.72222222  4.27777778] ; [11.27777778  2.72222222],0
p7,1,0.540818,0.374026,[19  3] ; [11  3],[18.33333333  3.66666667] ; [11.66666667  2.33333333],0
d5,1,0.563341,0.333952,[12 10] ; [9 5],[12.83333333  9.16666667] ; [8.16666667 5.83333333],0
u3,1,0.581989,0.30303,[6 6] ; [3 5],[5.4 6.6] ; [3.6 4.4],0
a8,1,0.64649,0.210354,[ 3 19] ; [ 1 11],[ 2.58823529 19.41176471] ; [ 1.41176471 10.58823529],0
n5,1,0.67558,0.175144,[11 11] ; [8 6],[11.61111111 10.38888889] ; [7.38888889 6.61111111],0
b5,1,0.696825,0.151796,[14  8] ; [8 6],[13.44444444  8.55555556] ; [8.55555556 5.44444444],0
s1,1,0.724159,0.124542,[ 1 20] ; [ 1 12],[ 1.23529412 19.76470588] ; [ 0.76470588 12.23529412],0
s7,1,0.726713,0.122152,[ 8 12] ; [6 7],[ 8.48484848 11.51515152] ; [5.51515152 7.48484848],0
p5,1,0.740135,0.110008,[ 1 21] ; [ 1 13],[ 1.22222222 20.77777778] ; [ 0.77777778 13.22222222],0
n1,1,0.740144,0.11,[3 3] ; [3 2],[3.27272727 2.72727273] ; [2.72727273 2.27272727],0
n3,1,0.793428,0.068571,[6 1] ; [4 1],[5.83333333 1.16666667] ; [4.16666667 0.83333333],0
d4,1,0.808976,0.058442,[15  7] ; [9 5],[14.66666667  7.33333333] ; [9.33333333 4.66666667],0
a4,1,0.824899,0.048951,[ 6 16] ; [4 9],[ 6.28571429 15.71428571] ; [3.71428571 9.28571429],0
v4,1,0.836664,0.042503,[20  2] ; [13  1],[20.16666667  1.83333333] ; [12.83333333  1.16666667],0
r3,1,0.836664,0.042503,[20  2] ; [13  1],[20.16666667  1.83333333] ; [12.83333333  1.16666667],0
a3,1,0.878482,0.023377,[10 12] ; [6 8],[ 9.77777778 12.22222222] ; [6.22222222 7.77777778],0
s2,1,0.878482,0.023377,[10 12] ; [6 8],[ 9.77777778 12.22222222] ; [6.22222222 7.77777778],0
p3,1,0.907988,0.013358,[ 9 13] ; [6 8],[ 9.16666667 12.83333333] ; [5.83333333 8.16666667],0
p11,1,0.907988,0.013358,[13  9] ; [8 6],[12.83333333  9.16666667] ; [8.16666667 5.83333333],0
u1,1,0.956201,0.003016,[ 3 19] ; [ 2 12],[ 3.05555556 18.94444444] ; [ 1.94444444 12.05555556],0
a7,1,0.968457,0.001564,[14  8] ; [9 5],[14.05555556  7.94444444] ; [8.94444444 5.05555556],0
