Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.000336,12.857143,[18  3] ; [45 60],[10.5 10.5] ; [52.5 52.5],1
p1,1,0.011636,6.365477,[ 4 18] ; [  4 101],[ 1.38582677 20.61417323] ; [ 6.61417323 98.38582677],0
u3,1,0.036541,4.371683,[1 6] ; [25 19],[3.56862745 3.43137255] ; [22.43137255 21.56862745],0
n1,1,0.039008,4.260524,[6 3] ; [13 30],[3.28846154 5.71153846] ; [15.71153846 27.28846154],0
s6,1,0.042731,4.106001,[13  9] ; [38 68],[ 8.765625 13.234375] ; [42.234375 63.765625],0
v2,1,0.06176,3.489477,[12 10] ; [34 68],[ 8.16129032 13.83870968] ; [37.83870968 64.16129032],0
n2,1,0.074551,3.179858,[8 2] ; [21 22],[5.47169811 4.52830189] ; [23.52830189 19.47169811],0
a8,1,0.110469,2.547504,[ 4 16] ; [ 8 90],[ 2.03389831 17.96610169] ; [ 9.96610169 88.03389831],0
p10,1,0.115821,2.472937,[ 8 13] ; [23 82],[ 5.16666667 15.83333333] ; [25.83333333 79.16666667],0
d1,1,0.13106,2.279901,[13  9] ; [44 62],[ 9.796875 12.203125] ; [47.203125 58.796875],0
r1,1,0.16126,1.962368,[18  4] ; [70 35],[15.24409449  6.75590551] ; [72.75590551 32.24409449],0
b2,1,0.172034,1.865132,[ 3 15] ; [21 42],[ 5.33333333 12.66666667] ; [18.66666667 44.33333333],0
b3,1,0.172034,1.865132,[ 3 15] ; [21 42],[ 5.33333333 12.66666667] ; [18.66666667 44.33333333],0
p2,1,0.185063,1.756486,[14  8] ; [51 55],[11.171875 10.828125] ; [53.828125 52.171875],0
n3,1,0.228056,1.452947,[7 3] ; [20 21],[5.29411765 4.70588235] ; [21.70588235 19.29411765],0
a4,1,0.253956,1.301409,[10 12] ; [34 70],[ 7.68253968 14.31746032] ; [36.31746032 67.68253968],0
s8,1,0.260395,1.266658,[ 6 16] ; [18 88],[ 4.125 17.875] ; [19.875 86.125],0
n6,1,0.262943,1.253193,[16  6] ; [63 42],[13.68503937  8.31496063] ; [65.31496063 39.68503937],0
n5,1,0.264153,1.246859,[15  7] ; [58 47],[12.64566929  9.35433071] ; [60.35433071 44.64566929],0
d5,1,0.268253,1.225661,[17  5] ; [69 37],[14.78125  7.21875] ; [71.21875 34.78125],0
r2,1,0.286671,1.135192,[20  2] ; [84 19],[18.304  3.696] ; [85.696 17.304],0
p4,1,0.289918,1.12,[ 8 13] ; [28 77],[ 6. 15.] ; [30. 75.],0
s7,1,0.302867,1.061527,[ 8 14] ; [25 73],[ 6.05 15.95] ; [26.95 71.05],0
d4,1,0.349589,0.87495,[16  5] ; [69 36],[14.16666667  6.83333333] ; [70.83333333 34.16666667],0
s3,1,0.415161,0.663974,[10 12] ; [38 67],[ 8.31496063 13.68503937] ; [39.68503937 65.31496063],0
a3,1,0.425249,0.635764,[15  7] ; [62 43],[13.33858268  8.66141732] ; [63.66141732 41.33858268],0
v1,1,0.451356,0.567245,[ 8 14] ; [30 76],[ 6.53125 15.46875] ; [31.46875 74.53125],0
p8,1,0.454536,0.559316,[ 4 18] ; [27 78],[ 5.37007874 16.62992126] ; [25.62992126 79.37007874],0
u1,1,0.45671,0.553946,[ 4 18] ; [13 93],[ 2.921875 19.078125] ; [14.078125 91.921875],0
a7,1,0.465078,0.533647,[11 10] ; [64 41],[12.5  8.5] ; [62.5 42.5],0
v3,1,0.477384,0.504834,[ 7 15] ; [25 77],[ 5.67741935 16.32258065] ; [26.32258065 75.67741935],0
r3,1,0.517293,0.419287,[17  4] ; [78 27],[15.83333333  5.16666667] ; [79.16666667 25.83333333],0
n4,1,0.524852,0.404349,[15  7] ; [64 41],[13.68503937  8.31496063] ; [65.31496063 39.68503937],0
s2,1,0.556572,0.345675,[ 7 15] ; [27 78],[ 5.88976378 16.11023622] ; [28.11023622 76.88976378],0
a5,1,0.591892,0.2874,[13  9] ; [56 50],[11.859375 10.140625] ; [57.140625 48.859375],0
p6,1,0.64132,0.21702,[ 4 18] ; [15 90],[ 3.29133858 18.70866142] ; [15.70866142 89.29133858],0
s4,1,0.712072,0.136216,[ 3 18] ; [12 93],[ 2.5 18.5] ; [12.5 92.5],0
b4,1,0.714079,0.134237,[14  8] ; [63 43],[13.234375  8.765625] ; [63.765625 42.234375],0
a1,1,0.716643,0.131732,[ 1 21] ; [ 7 99],[ 1.375 20.625] ; [ 6.625 99.375],0
p7,1,0.724091,0.124606,[ 9 13] ; [38 65],[ 8.272 13.728] ; [38.728 64.272],0
b5,1,0.746869,0.104181,[11 11] ; [57 49],[11.6875 10.3125] ; [56.3125 49.6875],0
u2,1,0.752291,0.099616,[3 3] ; [25 19],[3.36 2.64] ; [24.64 19.36],0
a6,1,0.795775,0.066987,[12 10] ; [61 45],[12.546875  9.453125] ; [60.453125 45.546875],0
d3,1,0.830196,0.045989,[13  9] ; [60 46],[12.546875  9.453125] ; [60.453125 45.546875],0
b1,1,0.871977,0.025969,[11 11] ; [55 51],[11.34375 10.65625] ; [54.65625 51.34375],0
a2,1,0.891946,0.018453,[ 4 18] ; [18 88],[ 3.78125 18.21875] ; [18.21875 87.78125],0
r4,1,0.903704,0.014637,[14  8] ; [66 40],[13.75  8.25] ; [66.25 39.75],0
p11,1,0.935804,0.006487,[11 11] ; [52 54],[10.828125 11.171875] ; [52.171875 53.828125],0
v4,1,0.953854,0.003349,[17  5] ; [79 24],[16.896  5.104] ; [79.104 23.896],0
