Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.002753,8.964658,[28  8] ; [10 15],[22.42622951 13.57377049] ; [15.57377049  9.42622951],0
p3,1,0.007122,7.24186,[16 20] ; [ 3 22],[11.21311475 24.78688525] ; [ 7.78688525 17.21311475],0
v4,1,0.00832,6.963188,[32  4] ; [15 10],[27.73770492  8.26229508] ; [19.26229508  5.73770492],0
r3,1,0.016069,5.795323,[28  8] ; [12 13],[23.60655738 12.39344262] ; [16.39344262  8.60655738],0
p2,1,0.022195,5.230433,[25 11] ; [10 15],[20.6557377 15.3442623] ; [14.3442623 10.6557377],0
a1,1,0.026327,4.934428,[ 1 35] ; [ 5 20],[ 3.54098361 32.45901639] ; [ 2.45901639 22.54098361],0
s3,1,0.070308,3.275826,[16 18] ; [ 6 19],[12.6779661 21.3220339] ; [ 9.3220339 15.6779661],0
b5,1,0.091768,2.843079,[25 11] ; [12 13],[21.83606557 14.16393443] ; [15.16393443  9.83606557],0
b3,1,0.104475,2.635862,[ 4 20] ; [6 9],[ 6.15384615 17.84615385] ; [ 3.84615385 11.15384615],0
b2,1,0.104475,2.635862,[ 4 20] ; [6 9],[ 6.15384615 17.84615385] ; [ 3.84615385 11.15384615],0
n5,1,0.105749,2.616633,[26 10] ; [13 12],[23.01639344 12.98360656] ; [15.98360656  9.01639344],0
p11,1,0.108097,2.581831,[19 17] ; [ 8 17],[15.93442623 20.06557377] ; [11.06557377 13.93442623],0
d2,1,0.134329,2.241746,[ 8 28] ; [10 15],[10.62295082 25.37704918] ; [ 7.37704918 17.62295082],0
n2,1,0.137276,2.208236,[10  3] ; [8 8],[8.06896552 4.93103448] ; [9.93103448 6.06896552],0
p1,1,0.177933,1.814801,[ 2 34] ; [ 4 21],[ 3.54098361 32.45901639] ; [ 2.45901639 22.54098361],0
s2,1,0.19043,1.714286,[ 9 26] ; [ 3 22],[ 7. 28.] ; [ 5. 20.],0
p7,1,0.195922,1.672512,[19 17] ; [ 9 16],[16.52459016 19.47540984] ; [11.47540984 13.52459016],0
s8,1,0.19936,1.647059,[ 7 28] ; [ 2 23],[ 5.25 29.75] ; [ 3.75 21.25],0
p8,1,0.200829,1.636335,[11 24] ; [ 4 20],[ 8.89830508 26.10169492] ; [ 6.10169492 17.89830508],0
v2,1,0.223543,1.481481,[11 25] ; [ 4 20],[ 9. 27.] ; [ 6. 18.],0
p9,1,0.226025,1.465703,[12 23] ; [ 5 20],[ 9.91666667 25.08333333] ; [ 7.08333333 17.91666667],0
b1,1,0.23202,1.428435,[16 20] ; [15 10],[18.29508197 17.70491803] ; [12.70491803 12.29508197],0
r1,1,0.270266,1.215399,[21 15] ; [11 14],[18.8852459 17.1147541] ; [13.1147541 11.8852459],0
s6,1,0.280611,1.16413,[13 22] ; [ 6 19],[11.08333333 23.91666667] ; [ 7.91666667 17.08333333],0
a4,1,0.289918,1.12,[ 7 28] ; [ 8 17],[ 8.75 26.25] ; [ 6.25 18.75],0
n4,1,0.317278,1.000136,[26 10] ; [15 10],[24.19672131 11.80327869] ; [16.80327869  8.19672131],0
n3,1,0.326109,0.964286,[10  2] ; [10  5],[8.88888889 3.11111111] ; [11.11111111  3.88888889],0
d3,1,0.356672,0.849576,[11 25] ; [ 5 20],[ 9.44262295 26.55737705] ; [ 6.55737705 18.44262295],0
s7,1,0.361437,0.832894,[ 6 29] ; [ 2 21],[ 4.82758621 30.17241379] ; [ 3.17241379 19.82758621],0
a2,1,0.366852,0.814302,[ 2 34] ; [ 3 22],[ 2.95081967 33.04918033] ; [ 2.04918033 22.95081967],0
p6,1,0.367869,0.810849,[ 9 26] ; [ 4 21],[ 7.58333333 27.41666667] ; [ 5.41666667 19.58333333],0
u3,1,0.416817,0.659273,[ 6 16] ; [6 9],[ 7.13513514 14.86486486] ; [ 4.86486486 10.13513514],0
b4,1,0.425736,0.634426,[21 15] ; [12 13],[19.47540984 16.52459016] ; [13.52459016 11.47540984],0
s4,1,0.439887,0.596577,[ 7 29] ; [ 3 22],[ 5.90163934 30.09836066] ; [ 4.09836066 20.90163934],0
n1,1,0.473701,0.51333,[4 9] ; [7 9],[4.93103448 8.06896552] ; [6.06896552 9.93103448],0
a8,1,0.487998,0.480937,[ 6 26] ; [ 3 22],[ 5.05263158 26.94736842] ; [ 3.94736842 21.05263158],0
s5,1,0.511368,0.431267,[ 5 31] ; [ 2 22],[ 4.2 31.8] ; [ 2.8 21.2],0
v1,1,0.574373,0.31542,[11 25] ; [ 6 19],[10.03278689 25.96721311] ; [ 6.96721311 18.03278689],0
a7,1,0.655914,0.198525,[15 21] ; [ 9 16],[14.16393443 21.83606557] ; [ 9.83606557 15.16393443],0
s1,1,0.662521,0.190476,[ 3 32] ; [ 3 22],[ 3.5 31.5] ; [ 2.5 22.5],0
u2,1,0.692108,0.156813,[ 6 16] ; [ 5 10],[ 6.54054054 15.45945946] ; [ 4.45945946 10.54054054],0
v3,1,0.708528,0.139752,[ 9 27] ; [ 5 19],[ 8.4 27.6] ; [ 5.6 18.4],0
p4,1,0.739619,0.110462,[13 23] ; [ 8 17],[12.39344262 23.60655738] ; [ 8.60655738 16.39344262],0
a5,1,0.757918,0.094997,[13 23] ; [10 15],[13.57377049 22.42622951] ; [ 9.42622951 15.57377049],0
a6,1,0.784033,0.075113,[16 20] ; [12 13],[16.52459016 19.47540984] ; [11.47540984 13.52459016],0
d1,1,0.792065,0.069501,[ 1 35] ; [ 1 24],[ 1.18032787 34.81967213] ; [ 0.81967213 24.18032787],0
a3,1,0.898134,0.016389,[14 21] ; [10 14],[14.23728814 20.76271186] ; [ 9.76271186 14.23728814],0
d5,1,0.913125,0.011902,[12 24] ; [ 8 17],[11.80327869 24.19672131] ; [ 8.19672131 16.80327869],0
r2,1,0.928923,0.007957,[27  9] ; [19  6],[27.14754098  8.85245902] ; [18.85245902  6.14754098],0
