Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.013823,6.060606,[12  3] ; [10 15],[8.25 6.75] ; [13.75 11.25],0
a5,1,0.035475,4.422153,[8 7] ; [21  4],[10.875  4.125] ; [18.125  6.875],0
r4,1,0.041209,4.167388,[10  5] ; [23  2],[12.375  2.625] ; [20.625  4.375],0
a7,1,0.059697,3.545788,[7 8] ; [19  6],[9.75 5.25] ; [16.25  8.75],0
u2,1,0.071031,3.259028,[2 3] ; [7 1],[3.46153846 1.53846154] ; [5.53846154 2.46153846],0
s2,1,0.076581,3.136,[ 3 12] ; [12 13],[5.625 9.375] ; [ 9.375 15.625],0
v4,1,0.10247,2.666667,[12  3] ; [24  1],[13.5  1.5] ; [22.5  2.5],0
p9,1,0.10247,2.666667,[12  3] ; [24  1],[13.5  1.5] ; [22.5  2.5],0
p10,1,0.112832,2.514107,[12  3] ; [23  1],[13.46153846  1.53846154] ; [21.53846154  2.46153846],0
p1,1,0.12011,2.415883,[ 2 13] ; [ 9 16],[ 4.125 10.875] ; [ 6.875 18.125],0
p7,1,0.162587,1.95,[12  3] ; [14 10],[10.  5.] ; [16.  8.],0
b1,1,0.182422,1.777778,[8 7] ; [ 8 17],[6. 9.] ; [10. 15.],0
s6,1,0.195644,1.674594,[9 6] ; [19  5],[10.76923077  4.23076923] ; [17.23076923  6.76923077],0
p12,1,0.224244,1.477005,[ 2 12] ; [ 8 17],[ 3.58974359 10.41025641] ; [ 6.41025641 18.58974359],0
r1,1,0.230804,1.435897,[8 7] ; [18  7],[9.75 5.25] ; [16.25  8.75],0
u1,1,0.237256,1.396825,[ 4 11] ; [ 3 22],[ 2.625 12.375] ; [ 4.375 20.625],0
n6,1,0.247538,1.337143,[12  2] ; [24  1],[12.92307692  1.07692308] ; [23.07692308  1.92307692],0
n5,1,0.252904,1.30719,[14  1] ; [20  5],[12.75  2.25] ; [21.25  3.75],0
r3,1,0.266575,1.234286,[12  3] ; [23  2],[13.125  1.875] ; [21.875  3.125],0
n3,1,0.270289,1.215278,[1 3] ; [2 1],[1.71428571 2.28571429] ; [1.28571429 1.71428571],0
p3,1,0.285049,1.142857,[9 6] ; [19  6],[10.5  4.5] ; [17.5  7.5],0
a1,1,0.387534,0.746667,[ 1 14] ; [ 4 21],[ 1.875 13.125] ; [ 3.125 21.875],0
r2,1,0.414216,0.666667,[11  4] ; [21  4],[12.  3.] ; [20.  5.],0
p11,1,0.492717,0.470588,[12  3] ; [22  3],[12.75  2.25] ; [21.25  3.75],0
a2,1,0.492717,0.470588,[ 3 12] ; [ 3 22],[ 2.25 12.75] ; [ 3.75 21.25],0
v2,1,0.567144,0.327485,[7 8] ; [14 11],[7.875 7.125] ; [13.125 11.875],0
a8,1,0.595365,0.282044,[ 2 12] ; [ 2 21],[ 1.51351351 12.48648649] ; [ 2.48648649 20.51351351],0
b4,1,0.607565,0.263736,[9 6] ; [17  8],[9.75 5.25] ; [16.25  8.75],0
d4,1,0.624967,0.238949,[11  4] ; [20  5],[11.625  3.375] ; [19.375  5.625],0
b2,1,0.66171,0.191453,[7 5] ; [8 8],[6.42857143 5.57142857] ; [8.57142857 7.42857143],0
b3,1,0.66171,0.191453,[7 5] ; [8 8],[6.42857143 5.57142857] ; [8.57142857 7.42857143],0
p2,1,0.671735,0.179579,[11  3] ; [21  4],[11.48717949  2.51282051] ; [20.51282051  4.48717949],0
d3,1,0.679665,0.170503,[8 7] ; [15 10],[8.625 6.375] ; [14.375 10.625],0
s1,1,0.707932,0.140351,[ 1 14] ; [ 1 24],[ 0.75 14.25] ; [ 1.25 23.75],0
d2,1,0.743971,0.106667,[8 7] ; [12 13],[7.5 7.5] ; [12.5 12.5],0
s7,1,0.7445,0.106211,[6 9] ; [ 8 15],[5.52631579 9.47368421] ; [ 8.47368421 14.52631579],0
n4,1,0.747203,0.103896,[12  3] ; [21  4],[12.375  2.625] ; [20.625  4.375],0
v1,1,0.757286,0.09551,[8 6] ; [13 12],[7.53846154 6.46153846] ; [13.46153846 11.53846154],0
s3,1,0.791857,0.069643,[ 5 10] ; [ 9 15],[5.38461538 9.61538462] ; [ 8.61538462 15.38461538],0
a4,1,0.800282,0.064,[6 9] ; [ 9 16],[5.625 9.375] ; [ 9.375 15.625],0
p8,1,0.800282,0.064,[9 6] ; [16  9],[9.375 5.625] ; [15.625  9.375],0
u3,1,0.835099,0.043333,[4 1] ; [6 2],[3.84615385 1.15384615] ; [6.15384615 1.84615385],0
p6,1,0.904587,0.014368,[7 7] ; [12 13],[6.82051282 7.17948718] ; [12.17948718 12.82051282],0
d5,1,0.927151,0.008359,[11  4] ; [18  7],[10.875  4.125] ; [18.125  6.875],0
a6,1,0.930542,0.007597,[10  5] ; [17  8],[10.125  4.875] ; [16.875  8.125],0
a3,1,0.930542,0.007597,[10  5] ; [17  8],[10.125  4.875] ; [16.875  8.125],0
d1,1,0.934844,0.006683,[8 7] ; [13 12],[7.875 7.125] ; [13.125 11.875],0
v3,1,0.934844,0.006683,[7 8] ; [12 13],[7.125 7.875] ; [11.875 13.125],0
p4,1,0.950004,0.003931,[12  3] ; [19  5],[11.92307692  3.07692308] ; [19.07692308  4.92307692],0
