Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1e-05,19.525295,[22  6] ; [17 43],[12.40909091 15.59090909] ; [26.59090909 33.40909091],1
v1,1,0.001551,10.01737,[22  6] ; [25 34],[15.12643678 12.87356322] ; [31.87356322 27.12643678],0
d4,1,0.008224,6.984127,[26  2] ; [40 20],[21.  7.] ; [45. 15.],0
p7,1,0.0105,6.547968,[25  3] ; [37 22],[19.95402299  8.04597701] ; [42.04597701 16.95402299],0
d1,1,0.015369,5.873651,[18 10] ; [22 38],[12.72727273 15.27272727] ; [27.27272727 32.72727273],0
r4,1,0.01979,5.430307,[23  5] ; [34 26],[18.13636364  9.86363636] ; [38.86363636 21.13636364],0
s7,1,0.052904,3.746937,[18 10] ; [23 32],[13.8313253 14.1686747] ; [27.1686747 27.8313253],0
b3,1,0.05475,3.689669,[10 11] ; [ 8 27],[ 6.75 14.25] ; [11.25 23.75],0
b2,1,0.05475,3.689669,[10 11] ; [ 8 27],[ 6.75 14.25] ; [11.25 23.75],0
s6,1,0.054848,3.686687,[20  6] ; [33 27],[16.02325581  9.97674419] ; [36.97674419 23.02325581],0
n6,1,0.056816,3.627984,[27  1] ; [48 11],[24.13793103  3.86206897] ; [50.86206897  8.13793103],0
p2,1,0.066635,3.364021,[26  2] ; [46 14],[22.90909091  5.09090909] ; [49.09090909 10.90909091],0
p11,1,0.083913,2.987431,[24  4] ; [41 19],[20.68181818  7.31818182] ; [44.31818182 15.68181818],0
n5,1,0.091338,2.850633,[23  5] ; [38 21],[19.63218391  8.36781609] ; [41.36781609 17.63218391],0
n4,1,0.10065,2.695214,[23  5] ; [39 21],[19.72727273  8.27272727] ; [42.27272727 17.72727273],0
d2,1,0.106329,2.607949,[13 15] ; [17 42],[ 9.65517241 18.34482759] ; [20.34482759 38.65517241],0
a2,1,0.106603,2.603871,[ 5 23] ; [ 4 56],[ 2.86363636 25.13636364] ; [ 6.13636364 53.86363636],0
d3,1,0.107818,2.585918,[20  8] ; [32 28],[16.54545455 11.45454545] ; [35.45454545 24.54545455],0
a3,1,0.107818,2.585918,[20  8] ; [32 28],[16.54545455 11.45454545] ; [35.45454545 24.54545455],0
p6,1,0.112299,2.521569,[15 12] ; [22 37],[11.61627907 15.38372093] ; [25.38372093 33.61627907],0
r3,1,0.115625,2.475604,[27  1] ; [51  9],[24.81818182  3.18181818] ; [53.18181818  6.81818182],0
p10,1,0.128567,2.30972,[24  4] ; [41 17],[21.1627907  6.8372093] ; [43.8372093 14.1627907],0
s8,1,0.134575,2.238918,[15 13] ; [22 38],[11.77272727 16.22727273] ; [25.22727273 34.77272727],0
