Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,33.155011,[ 6 37] ; [35 12],[19.58888889 23.41111111] ; [21.41111111 25.58888889],1
d4,1,0.0,26.527028,[22 21] ; [46  1],[32.48888889 10.51111111] ; [35.51111111 11.48888889],1
d3,1,1e-06,23.232427,[20 22] ; [44  3],[30.20224719 11.79775281] ; [33.79775281 13.20224719],1
a5,1,9e-06,19.793789,[16 27] ; [39  8],[26.27777778 16.72222222] ; [28.72222222 18.27777778],1
a3,1,0.000339,12.839793,[18 25] ; [37 10],[26.27777778 16.72222222] ; [28.72222222 18.27777778],1
a2,1,0.000925,10.971714,[ 1 42] ; [13 34],[ 6.68888889 36.31111111] ; [ 7.31111111 39.68888889],1
a4,1,0.001312,10.325377,[ 8 35] ; [24 23],[15.28888889 27.71111111] ; [16.71111111 30.28888889],0
s8,1,0.003615,8.46752,[10 33] ; [25 22],[16.72222222 26.27777778] ; [18.27777778 28.72222222],0
v2,1,0.005202,7.807696,[ 9 32] ; [23 22],[15.25581395 25.74418605] ; [16.74418605 28.25581395],0
r2,1,0.011236,6.427626,[35  8] ; [44  1],[38.60227273  4.39772727] ; [40.39772727  4.60227273],0
p4,1,0.011617,6.368399,[16 27] ; [30 17],[21.97777778 21.02222222] ; [24.02222222 22.97777778],0
p10,1,0.030517,4.679951,[27 16] ; [39  8],[31.53333333 11.46666667] ; [34.46666667 12.53333333],0
r1,1,0.036702,4.364176,[24 19] ; [36 11],[28.66666667 14.33333333] ; [31.33333333 15.66666667],0
r4,1,0.047803,3.916916,[29 14] ; [40  7],[32.96666667 10.03333333] ; [36.03333333 10.96666667],0
n5,1,0.070423,3.273132,[30 13] ; [24 23],[25.8 17.2] ; [28.2 18.8],0
p3,1,0.075818,3.152336,[14 29] ; [24 23],[18.15555556 24.84444444] ; [19.84444444 27.15555556],0
s6,1,0.107762,2.586742,[31 11] ; [41  6],[33.97752809  8.02247191] ; [38.02247191  8.97752809],0
s3,1,0.132319,2.265079,[26 16] ; [36 11],[29.25842697 12.74157303] ; [32.74157303 14.25842697],0
p11,1,0.147084,2.102237,[31 12] ; [27 20],[27.71111111 15.28888889] ; [30.28888889 16.71111111],0
p6,1,0.157899,1.994229,[13 30] ; [21 26],[16.24444444 26.75555556] ; [17.75555556 29.24444444],0
s7,1,0.164089,1.93613,[21 22] ; [28 16],[24.2183908 18.7816092] ; [24.7816092 19.2183908],0
u3,1,0.184346,1.762238,[14 11] ; [8 2],[15.71428571  9.28571429] ; [6.28571429 3.71428571],0
s2,1,0.199593,1.645347,[24 18] ; [33 14],[26.8988764 15.1011236] ; [30.1011236 16.8988764],0
v3,1,0.31117,1.025703,[ 8 34] ; [13 33],[10.02272727 31.97727273] ; [10.97727273 35.02272727],0
a6,1,0.328073,0.956488,[25 18] ; [32 15],[27.23333333 15.76666667] ; [29.76666667 17.23333333],0
u2,1,0.330995,0.945,[13 12] ; [7 3],[14.28571429 10.71428571] ; [5.71428571 4.28571429],0
p12,1,0.337665,0.919276,[ 4 39] ; [ 2 45],[ 2.86666667 40.13333333] ; [ 3.13333333 43.86666667],0
p9,1,0.426901,0.631238,[31 11] ; [38  9],[32.56179775  9.43820225] ; [36.43820225 10.56179775],0
n4,1,0.430669,0.62102,[23 20] ; [29 18],[24.84444444 18.15555556] ; [27.15555556 19.84444444],0
r3,1,0.455262,0.557519,[36  7] ; [41  5],[37.20224719  5.79775281] ; [39.79775281  6.20224719],0
n6,1,0.463442,0.53757,[32 11] ; [38  9],[33.44444444  9.55555556] ; [36.55555556 10.44444444],0
s1,1,0.481366,0.495766,[ 2 40] ; [ 4 43],[ 2.83146067 39.16853933] ; [ 3.16853933 43.83146067],0
p5,1,0.5053,0.443788,[ 2 41] ; [ 1 46],[ 1.43333333 41.56666667] ; [ 1.56666667 45.43333333],0
n2,1,0.534731,0.385392,[10  3] ; [12  6],[9.22580645 3.77419355] ; [12.77419355  5.22580645],0
b2,1,0.562427,0.335519,[ 3 19] ; [ 5 20],[ 3.74468085 18.25531915] ; [ 4.25531915 20.74468085],0
b3,1,0.562427,0.335519,[ 3 19] ; [ 5 20],[ 3.74468085 18.25531915] ; [ 4.25531915 20.74468085],0
p7,1,0.576235,0.312361,[22 19] ; [28 19],[23.29545455 17.70454545] ; [26.70454545 20.29545455],0
s5,1,0.617133,0.249917,[16 23] ; [20 23],[17.12195122 21.87804878] ; [18.87804878 24.12195122],0
n3,1,0.655758,0.198718,[10  3] ; [15  3],[10.48387097  2.51612903] ; [14.51612903  3.48387097],0
b1,1,0.753905,0.098278,[16 27] ; [16 31],[15.28888889 27.71111111] ; [16.71111111 30.28888889],0
b5,1,0.771289,0.0845,[26 17] ; [27 20],[25.32222222 17.67777778] ; [27.67777778 19.32222222],0
a7,1,0.779153,0.078637,[28 14] ; [30 17],[27.37078652 14.62921348] ; [30.62921348 16.37078652],0
p2,1,0.801834,0.062988,[33 10] ; [35 12],[32.48888889 10.51111111] ; [35.51111111 11.48888889],0
n1,1,0.856315,0.032785,[4 9] ; [ 5 13],[3.77419355 9.22580645] ; [ 5.22580645 12.77419355],0
p8,1,0.87746,0.023774,[18 25] ; [20 26],[18.35955056 24.64044944] ; [19.64044944 26.35955056],0
p1,1,0.895121,0.017379,[ 4 39] ; [ 4 43],[ 3.82222222 39.17777778] ; [ 4.17777778 42.82222222],0
b4,1,0.90429,0.014459,[26 17] ; [29 18],[26.27777778 16.72222222] ; [28.72222222 18.27777778],0
v4,1,0.91019,0.012724,[40  3] ; [44  3],[40.13333333  2.86666667] ; [43.86666667  3.13333333],0
