Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,2e-06,22.220225,[87 17] ; [23 26],[74.77124183 29.22875817] ; [35.22875817 13.77124183],1
n6,1,0.000319,12.956799,[93 11] ; [32 17],[84.96732026 19.03267974] ; [40.03267974  8.96732026],1
a3,1,0.001024,10.783205,[74 31] ; [21 28],[64.77272727 40.22727273] ; [30.22727273 18.77272727],0
v3,1,0.002608,9.063237,[38 65] ; [ 6 41],[30.21333333 72.78666667] ; [13.78666667 33.21333333],0
v2,1,0.010381,6.568348,[52 49] ; [14 34],[44.73825503 56.26174497] ; [21.26174497 26.73825503],0
p9,1,0.014423,5.985583,[94 10] ; [37 12],[89.04575163 14.95424837] ; [41.95424837  7.04575163],0
a4,1,0.01913,5.489623,[39 66] ; [ 9 40],[32.72727273 72.27272727] ; [15.27272727 33.72727273],0
a5,1,0.026615,4.915641,[65 40] ; [21 28],[58.63636364 46.36363636] ; [27.36363636 21.63636364],0
p4,1,0.028916,4.772625,[60 44] ; [19 30],[53.69934641 50.30065359] ; [25.30065359 23.69934641],0
p3,1,0.03178,4.610309,[51 53] ; [15 34],[44.8627451 59.1372549] ; [21.1372549 27.8627451],0
s4,1,0.034683,4.46069,[15 90] ; [14 35],[19.77272727 85.22727273] ; [ 9.22727273 39.77272727],0
n3,1,0.036112,4.391804,[25  4] ; [14  9],[21.75  7.25] ; [17.25  5.75],0
v1,1,0.038504,4.282616,[48 51] ; [15 34],[42.14189189 56.85810811] ; [20.85810811 28.14189189],0
d4,1,0.052456,3.761163,[82 23] ; [31 18],[77.04545455 27.95454545] ; [35.95454545 13.04545455],0
a8,1,0.098869,2.723688,[13 86] ; [ 2 45],[10.17123288 88.82876712] ; [ 4.82876712 42.17123288],0
r4,1,0.104591,2.6341,[70 35] ; [26 23],[65.45454545 39.54545455] ; [30.54545455 18.45454545],0
d5,1,0.157771,1.995465,[80 25] ; [32 17],[76.36363636 28.63636364] ; [35.63636364 13.36363636],0
s3,1,0.158832,1.985307,[53 51] ; [19 30],[48.94117647 55.05882353] ; [23.05882353 25.94117647],0
d1,1,0.161989,1.955556,[49 56] ; [17 32],[45. 60.] ; [21. 28.],0
p12,1,0.162107,1.954463,[ 8 95] ; [ 1 48],[ 6.09868421 96.90131579] ; [ 2.90131579 46.09868421],0
s7,1,0.16914,1.890552,[44 55] ; [16 33],[40.13513514 58.86486486] ; [19.86486486 29.13513514],0
p10,1,0.172057,1.864926,[86 16] ; [36 12],[82.96 19.04] ; [39.04  8.96],0
s8,1,0.206324,1.597037,[41 64] ; [14 35],[37.5 67.5] ; [17.5 31.5],0
p2,1,0.226553,1.46237,[84 19] ; [35 13],[81.17218543 21.82781457] ; [37.82781457 10.17218543],0
r3,1,0.28816,1.128198,[95  9] ; [42  7],[93.12418301 10.87581699] ; [43.87581699  5.12418301],0
p1,1,0.317549,0.999014,[12 93] ; [ 3 45],[10.29411765 94.70588235] ; [ 4.70588235 43.29411765],0
p5,1,0.36305,0.827316,[14 90] ; [ 4 44],[12.31578947 91.68421053] ; [ 5.68421053 42.31578947],0
v4,1,0.384625,0.755866,[92 12] ; [40  8],[90.31578947 13.68421053] ; [41.68421053  6.31578947],0
a1,1,0.406669,0.688519,[ 8 97] ; [ 2 47],[ 6.81818182 98.18181818] ; [ 3.18181818 45.81818182],0
n1,1,0.424718,0.637224,[12 16] ; [ 7 15],[10.64 17.36] ; [ 8.36 13.64],0
p7,1,0.474951,0.510434,[58 45] ; [23 23],[55.99328859 47.00671141] ; [25.00671141 20.99328859],0
s6,1,0.484274,0.489224,[62 41] ; [26 22],[60.02649007 42.97350993] ; [27.97350993 20.02649007],0
d2,1,0.486495,0.484268,[40 64] ; [16 33],[38.06535948 65.93464052] ; [17.93464052 31.06535948],0
p6,1,0.523553,0.406888,[38 62] ; [16 33],[36.24161074 63.75838926] ; [17.75838926 31.24161074],0
p8,1,0.530241,0.39393,[48 55] ; [25 23],[49.79470199 53.20529801] ; [23.20529801 24.79470199],0
u4,1,0.578435,0.308772,[  1 104] ; [ 1 48],[  1.36363636 103.63636364] ; [ 0.63636364 48.36363636],0
d3,1,0.580838,0.304881,[55 50] ; [28 21],[56.59090909 48.40909091] ; [26.40909091 22.59090909],0
u3,1,0.621295,0.244052,[12 18] ; [13 15],[12.93103448 17.06896552] ; [12.06896552 15.93103448],0
a6,1,0.644257,0.213218,[62 43] ; [27 22],[60.68181818 44.31818182] ; [28.31818182 20.68181818],0
n2,1,0.64638,0.210495,[23  6] ; [17  6],[22.30769231  6.69230769] ; [17.69230769  5.30769231],0
u2,1,0.71014,0.138137,[17 14] ; [14 14],[16.28813559 14.71186441] ; [14.71186441 13.28813559],0
