Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.001635,9.919894,[11  5] ; [128 283],[ 5.20843091 10.79156909] ; [133.79156909 277.20843091],0
s8,1,0.010387,6.567335,[9 7] ; [117 317],[ 4.48 11.52] ; [121.52 312.48],0
p4,1,0.027041,4.888161,[11  5] ; [177 255],[6.71428571 9.28571429] ; [181.28571429 250.71428571],0
n3,1,0.036194,4.387947,[1 4] ; [81 42],[3.203125 1.796875] ; [78.796875 44.203125],0
s1,1,0.050461,3.826083,[ 2 14] ; [ 14 417],[ 0.57270694 15.42729306] ; [ 15.42729306 415.57270694],0
p3,1,0.064717,3.412188,[9 7] ; [147 287],[ 5.54666667 10.45333333] ; [150.45333333 283.54666667],0
u2,1,0.151172,2.060389,[1 4] ; [81 73],[2.57861635 2.42138365] ; [79.42138365 74.57861635],0
p9,1,0.17405,1.84771,[14  2] ; [307 119],[11.6199095  4.3800905] ; [309.3800905 116.6199095],0
n2,1,0.176912,1.823377,[2 3] ; [86 39],[3.38461538 1.61538462] ; [84.61538462 40.38461538],0
p1,1,0.195102,1.678667,[ 2 14] ; [ 22 411],[ 0.85523385 15.14476615] ; [ 23.14476615 409.85523385],0
a2,1,0.195431,1.676196,[ 1 15] ; [ 83 352],[ 2.98004435 13.01995565] ; [ 81.01995565 353.98004435],0
n1,1,0.196995,1.664516,[3 2] ; [40 84],[1.66666667 3.33333333] ; [41.33333333 82.66666667],0
n5,1,0.240492,1.37771,[13  3] ; [290 141],[10.84563758  5.15436242] ; [292.15436242 138.84563758],0
v3,1,0.2679,1.227467,[7 8] ; [137 279],[5.01160093 9.98839907] ; [138.98839907 277.01160093],0
s6,1,0.283271,1.151331,[10  6] ; [211 221],[7.89285714 8.10714286] ; [213.10714286 218.89285714],0
b1,1,0.301027,1.069641,[8 8] ; [162 273],[6.03104213 9.96895787] ; [163.96895787 271.03104213],0
r3,1,0.32418,0.972009,[13  3] ; [386  47],[14.21826281  1.78173719] ; [384.78173719  48.21826281],0
p8,1,0.330967,0.945112,[8 8] ; [164 268],[6.14285714 9.85714286] ; [165.85714286 266.14285714],0
d3,1,0.332768,0.938096,[12  4] ; [274 160],[10.16888889  5.83111111] ; [275.83111111 158.16888889],0
p10,1,0.333059,0.936968,[13  3] ; [301 129],[11.26457399  4.73542601] ; [302.73542601 127.26457399],0
a6,1,0.335772,0.926507,[9 7] ; [294 140],[10.77333333  5.22666667] ; [292.22666667 141.77333333],0
r2,1,0.353374,0.861303,[13  3] ; [380  48],[14.16216216  1.83783784] ; [378.83783784  49.16216216],0
v1,1,0.371728,0.797879,[8 7] ; [177 247],[6.32118451 8.67881549] ; [178.67881549 245.32118451],0
p12,1,0.376914,0.780742,[ 1 14] ; [ 12 421],[ 0.43526786 14.56473214] ; [ 12.56473214 420.43526786],0
b3,1,0.43522,0.608853,[5 8] ; [ 71 179],[3.75665399 9.24334601] ; [ 72.24334601 177.75665399],0
b2,1,0.43522,0.608853,[5 8] ; [ 71 179],[3.75665399 9.24334601] ; [ 72.24334601 177.75665399],0
s2,1,0.453157,0.562743,[ 4 12] ; [147 285],[ 5.39285714 10.60714286] ; [145.60714286 286.39285714],0
a7,1,0.50502,0.444371,[10  6] ; [305 129],[11.2  4.8] ; [303.8 130.2],0
d4,1,0.52192,0.410098,[13  3] ; [321 112],[11.90200445  4.09799555] ; [322.09799555 110.90200445],0
v4,1,0.523542,0.406911,[15  1] ; [382  49],[14.21029083  1.78970917] ; [382.78970917  48.21029083],0
d1,1,0.530808,0.392845,[9 7] ; [210 225],[7.76940133 8.23059867] ; [211.23059867 223.76940133],0
v2,1,0.551589,0.354478,[6 9] ; [197 215],[7.13114754 7.86885246] ; [195.86885246 216.13114754],0
d5,1,0.594894,0.282766,[11  5] ; [324 110],[11.91111111  4.08888889] ; [323.08888889 110.91111111],0
