Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,3.6e-05,17.058462,[33 11] ; [12 28],[23.57142857 20.42857143] ; [21.42857143 18.57142857],1
d4,1,0.007091,7.249765,[36  9] ; [21 19],[30.17647059 14.82352941] ; [26.82352941 13.17647059],0
d1,1,0.016694,5.728209,[20 25] ; [ 8 32],[14.82352941 30.17647059] ; [13.17647059 26.82352941],0
d5,1,0.026678,4.911557,[33 12] ; [20 20],[28.05882353 16.94117647] ; [24.94117647 15.05882353],0
a2,1,0.039633,4.233518,[ 7 38] ; [ 1 39],[ 4.23529412 40.76470588] ; [ 3.76470588 36.23529412],0
r3,1,0.047643,3.922518,[32  9] ; [23 17],[27.83950617 13.16049383] ; [27.16049383 12.83950617],0
b4,1,0.089723,2.879339,[21 24] ; [26 14],[24.88235294 20.11764706] ; [22.11764706 17.88235294],0
a6,1,0.095985,2.771026,[25 20] ; [15 25],[21.17647059 23.82352941] ; [18.82352941 21.17647059],0
p10,1,0.11529,2.480167,[32 10] ; [24 16],[28.68292683 13.31707317] ; [27.31707317 12.68292683],0
v3,1,0.145087,2.123162,[11 33] ; [ 5 35],[ 8.38095238 35.61904762] ; [ 7.61904762 32.38095238],0
u3,1,0.145519,2.118609,[ 9 10] ; [ 5 15],[ 6.82051282 12.17948718] ; [ 7.17948718 12.82051282],0
b1,1,0.151983,2.05223,[20 25] ; [24 16],[23.29411765 21.70588235] ; [20.70588235 19.29411765],0
v2,1,0.15469,2.025384,[21 22] ; [13 26],[17.82926829 25.17073171] ; [16.17073171 22.82926829],0
n5,1,0.162864,1.947431,[22 20] ; [27 13],[25.09756098 16.90243902] ; [23.90243902 16.09756098],0
n3,1,0.17246,1.861428,[12  4] ; [10  9],[10.05714286  5.94285714] ; [11.94285714  7.05714286],0
d2,1,0.191463,1.706322,[10 35] ; [14 26],[12.70588235 32.29411765] ; [11.29411765 28.70588235],0
n4,1,0.195841,1.673123,[23 22] ; [26 14],[25.94117647 19.05882353] ; [23.05882353 16.94117647],0
p8,1,0.224686,1.474186,[20 24] ; [13 27],[17.28571429 26.71428571] ; [15.71428571 24.28571429],0
v4,1,0.256736,1.286273,[33  7] ; [28 11],[30.88607595  9.11392405] ; [30.11392405  8.88607595],0
s7,1,0.281562,1.159537,[15 26] ; [18 19],[17.34615385 23.65384615] ; [15.65384615 21.34615385],0
p5,1,0.38297,0.761148,[ 6 39] ; [ 3 37],[ 4.76470588 40.23529412] ; [ 4.23529412 35.76470588],0
s4,1,0.402784,0.7,[11 33] ; [ 7 33],[ 9.42857143 34.57142857] ; [ 8.57142857 31.42857143],0
r2,1,0.414094,0.667016,[23 15] ; [20 19],[21.22077922 16.77922078] ; [21.77922078 17.22077922],0
a5,1,0.443071,0.588317,[24 21] ; [18 22],[22.23529412 22.76470588] ; [19.76470588 20.23529412],0
p4,1,0.443071,0.588317,[21 24] ; [22 18],[22.76470588 22.23529412] ; [20.23529412 19.76470588],0
s6,1,0.510799,0.432429,[23 19] ; [19 21],[21.51219512 20.48780488] ; [20.48780488 19.51219512],0
b5,1,0.516126,0.421627,[25 20] ; [25 15],[26.47058824 18.52941176] ; [23.52941176 16.47058824],0
s2,1,0.525832,0.402439,[16 26] ; [18 22],[17.41463415 24.58536585] ; [16.58536585 23.41463415],0
n6,1,0.593994,0.284151,[31 12] ; [26 13],[29.8902439 13.1097561] ; [27.1097561 11.8902439],0
s8,1,0.600745,0.273874,[12 32] ; [13 27],[13.0952381 30.9047619] ; [11.9047619 28.0952381],0
p9,1,0.613893,0.254545,[34 10] ; [29 11],[33. 11.] ; [30. 10.],0
p12,1,0.613893,0.254545,[ 2 42] ; [ 1 39],[ 1.57142857 42.42857143] ; [ 1.42857143 38.57142857],0
a3,1,0.6953,0.153408,[25 20] ; [20 19],[24.10714286 20.89285714] ; [20.89285714 18.10714286],0
a4,1,0.718369,0.130061,[13 32] ; [13 27],[13.76470588 31.23529412] ; [12.23529412 27.76470588],0
p11,1,0.718369,0.130061,[32 13] ; [27 13],[31.23529412 13.76470588] ; [27.76470588 12.23529412],0
n2,1,0.728434,0.120554,[11  5] ; [12  7],[10.51428571  5.48571429] ; [12.48571429  6.51428571],0
n1,1,0.74753,0.103618,[ 5 11] ; [ 5 14],[ 4.57142857 11.42857143] ; [ 5.42857143 13.57142857],0
v1,1,0.758855,0.094239,[18 24] ; [15 23],[17.325 24.675] ; [15.675 22.325],0
r1,1,0.783798,0.07528,[13 30] ; [11 29],[12.43373494 30.56626506] ; [11.56626506 28.43373494],0
b2,1,0.797046,0.066138,[ 6 14] ; [ 8 22],[ 5.6 14.4] ; [ 8.4 21.6],0
b3,1,0.797046,0.066138,[ 6 14] ; [ 8 22],[ 5.6 14.4] ; [ 8.4 21.6],0
p6,1,0.857133,0.032409,[14 30] ; [12 28],[13.61904762 30.38095238] ; [12.38095238 27.61904762],0
p1,1,0.903908,0.014575,[ 2 43] ; [ 2 38],[ 2.11764706 42.88235294] ; [ 1.88235294 38.11764706],0
a1,1,0.903908,0.014575,[ 2 43] ; [ 2 38],[ 2.11764706 42.88235294] ; [ 1.88235294 38.11764706],0
s3,1,0.918,0.010599,[18 22] ; [18 21],[18.2278481 21.7721519] ; [17.7721519 21.2278481],0
p7,1,0.928168,0.008127,[23 20] ; [21 19],[22.79518072 20.20481928] ; [21.20481928 18.79518072],0
s1,1,0.932793,0.007112,[ 1 44] ; [ 1 39],[ 1.05882353 43.94117647] ; [ 0.94117647 39.05882353],0
a8,1,0.957997,0.002774,[ 2 38] ; [ 2 36],[ 2.05128205 37.94871795] ; [ 1.94871795 36.05128205],0
p3,1,0.978952,0.000696,[17 28] ; [15 25],[16.94117647 28.05882353] ; [15.05882353 24.94117647],0
u2,1,1.0,0.0,[9 9] ; [10 10],[9. 9.] ; [10. 10.],0
