Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,30.881145,[36 68] ; [ 11 141],[19.09375 84.90625] ; [ 27.90625 124.09375],1
p8,1,0.0,26.127183,[47 56] ; [ 25 128],[28.96875 74.03125] ; [ 43.03125 109.96875],1
p6,1,2e-06,22.275488,[24 78] ; [  6 145],[12.09486166 89.90513834] ; [ 17.90513834 133.09486166],1
p2,1,1.3e-05,18.943935,[85 19] ; [85 68],[68.79377432 35.20622568] ; [101.20622568  51.79377432],1
r3,1,0.000395,12.555253,[99  5] ; [120  31],[89.31764706 14.68235294] ; [129.68235294  21.31764706],1
r4,1,0.000987,10.85105,[90 14] ; [105  48],[78.91050584 25.08949416] ; [116.08949416  36.91050584],1
v4,1,0.002714,8.990254,[97  6] ; [124  29],[88.91796875 14.08203125] ; [132.08203125  20.91796875],0
n3,1,0.034033,4.493061,[24  6] ; [32 24],[19.53488372 10.46511628] ; [36.46511628 19.53488372],0
a8,1,0.034333,4.478068,[16 83] ; [ 11 135],[10.91020408 88.08979592] ; [ 16.08979592 129.91020408],0
v2,1,0.037582,4.323841,[50 49] ; [53 90],[42.13636364 56.86363636] ; [60.86363636 82.13636364],0
s6,1,0.037903,4.309356,[47 54] ; [ 51 101],[39.12252964 61.87747036] ; [58.87747036 93.12252964],0
p1,1,0.041708,4.146998,[  2 101] ; [ 12 141],[ 5.6328125 97.3671875] ; [  8.3671875 144.6328125],0
n6,1,0.05572,3.660406,[82 22] ; [104  49],[75.26848249 28.73151751] ; [110.73151751  42.26848249],0
s5,1,0.065921,3.381772,[24 78] ; [ 21 125],[18.50806452 83.49193548] ; [ 26.49193548 119.50806452],0
r1,1,0.066742,3.361385,[74 28] ; [94 59],[67.2 34.8] ; [100.8  52.2],0
s4,1,0.099736,2.709759,[ 9 94] ; [ 24 128],[13.32941176 89.67058824] ; [ 19.67058824 132.32941176],0
a1,1,0.135556,2.227692,[  3 101] ; [ 11 142],[ 5.66536965 98.33463035] ; [  8.33463035 144.66536965],0
s2,1,0.143401,2.141079,[29 75] ; [ 30 120],[24.15748031 79.84251969] ; [ 34.84251969 115.15748031],0
b4,1,0.162156,1.954008,[59 45] ; [100  53],[64.34241245 39.65758755] ; [94.65758755 58.34241245],0
s3,1,0.164492,1.932434,[41 62] ; [ 47 103],[35.82608696 67.17391304] ; [52.17391304 97.82608696],0
r2,1,0.22685,1.460504,[93  9] ; [131  21],[89.95275591 12.04724409] ; [134.04724409  17.95275591],0
v1,1,0.274507,1.194088,[41 59] ; [ 52 100],[36.9047619 63.0952381] ; [56.0952381 95.9047619],0
s8,1,0.300403,1.072403,[16 87] ; [ 17 136],[13.27734375 89.72265625] ; [ 19.72265625 133.27734375],0
b3,1,0.305586,1.049658,[14 38] ; [27 49],[16.65625 35.34375] ; [24.34375 51.65625],0
b2,1,0.305586,1.049658,[14 38] ; [27 49],[16.65625 35.34375] ; [24.34375 51.65625],0
n1,1,0.347778,0.881548,[ 7 21] ; [20 37],[ 8.89411765 19.10588235] ; [18.10588235 38.89411765],0
d5,1,0.380766,0.768226,[74 29] ; [102  51],[70.8125 32.1875] ; [105.1875  47.8125],0
d2,1,0.388493,0.743652,[43 61] ; [54 96],[39.71653543 64.28346457] ; [57.28346457 92.71653543],0
p11,1,0.38919,0.741472,[72 32] ; [98 55],[68.79377432 35.20622568] ; [101.20622568  51.79377432],0
a2,1,0.432084,0.617216,[18 86] ; [ 21 132],[15.78210117 88.21789883] ; [ 23.21789883 129.78210117],0
d4,1,0.449445,0.572051,[79 25] ; [109  43],[76.375 27.625] ; [111.625  40.375],0
a7,1,0.494454,0.46682,[70 33] ; [97 55],[67.45490196 35.54509804] ; [99.54509804 52.45490196],0
p10,1,0.501491,0.45178,[67 37] ; [91 60],[64.43921569 39.56078431] ; [93.56078431 57.43921569],0
u3,1,0.507397,0.439432,[15 26] ; [28 37],[16.63207547 24.36792453] ; [26.36792453 38.63207547],0
a6,1,0.531532,0.391461,[64 40] ; [100  53],[66.36575875 37.63424125] ; [97.63424125 55.36575875],0
a4,1,0.538986,0.377422,[34 70] ; [55 96],[36.29803922 67.70196078] ; [52.70196078 98.29803922],0
d1,1,0.554462,0.349383,[46 58] ; [62 91],[43.70428016 60.29571984] ; [64.29571984 88.70428016],0
b5,1,0.627274,0.235775,[67 37] ; [94 59],[65.15175097 38.84824903] ; [95.84824903 57.15175097],0
a3,1,0.645447,0.211689,[63 40] ; [88 63],[61.23228346 41.76771654] ; [89.76771654 61.23228346],0
s1,1,0.718268,0.130158,[  2 100] ; [  4 146],[ 2.42857143 99.57142857] ; [  3.57142857 146.42857143],0
n5,1,0.719862,0.128625,[62 42] ; [94 58],[63.375 40.625] ; [92.625 59.375],0
u1,1,0.721449,0.127108,[ 8 96] ; [ 10 143],[ 7.28404669 96.71595331] ; [ 10.71595331 142.28404669],0
b1,1,0.799807,0.064311,[39 65] ; [55 98],[38.03891051 65.96108949] ; [55.96108949 97.03891051],0
u4,1,0.800102,0.064118,[  1 103] ; [  2 151],[  1.21400778 102.78599222] ; [  1.78599222 151.21400778],0
a5,1,0.824339,0.049269,[57 47] ; [86 67],[57.86770428 46.13229572] ; [85.13229572 67.86770428],0
n4,1,0.859831,0.031184,[63 41] ; [91 62],[62.31906615 41.68093385] ; [91.68093385 61.31906615],0
n2,1,0.871093,0.026332,[20  9] ; [39 19],[19.66666667  9.33333333] ; [39.33333333 18.66666667],0
v3,1,0.871411,0.026201,[25 78] ; [ 37 110],[25.544 77.456] ; [ 36.456 110.544],0
p9,1,0.873958,0.025165,[71 31] ; [103  47],[70.42857143 31.57142857] ; [103.57142857  46.42857143],0
u2,1,0.908241,0.013284,[18 22] ; [30 35],[18.28571429 21.71428571] ; [29.71428571 35.28571429],0
d3,1,0.958955,0.002649,[57 45] ; [85 68],[56.8 45.2] ; [85.2 67.8],0
p5,1,0.982861,0.000461,[  2 102] ; [  3 150],[  2.0233463 101.9766537] ; [  2.9766537 150.0233463],0
p12,1,0.987698,0.000238,[ 4 99] ; [  6 147],[ 4.0234375 98.9765625] ; [  5.9765625 147.0234375],0
