Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.000639,11.657583,[13 11] ; [12 55],[ 6.59340659 17.40659341] ; [18.40659341 48.59340659],1
p8,1,0.002164,9.405176,[15  9] ; [18 48],[ 8.8 15.2] ; [24.2 41.8],0
p2,1,0.003606,8.472366,[23  1] ; [43 23],[17.6  6.4] ; [48.4 17.6],0
a7,1,0.014585,5.965934,[20  4] ; [37 30],[15.03296703  8.96703297] ; [41.96703297 25.03296703],0
b3,1,0.017618,5.633752,[11  6] ; [12 27],[ 6.98214286 10.01785714] ; [16.01785714 22.98214286],0
b2,1,0.017618,5.633752,[11  6] ; [12 27],[ 6.98214286 10.01785714] ; [16.01785714 22.98214286],0
v3,1,0.032846,4.553787,[11 11] ; [16 47],[ 6.98823529 15.01176471] ; [20.01176471 42.98823529],0
n4,1,0.04224,4.12556,[21  3] ; [44 23],[17.14285714  6.85714286] ; [47.85714286 19.14285714],0
v2,1,0.071283,3.253237,[14  9] ; [25 39],[10.31034483 12.68965517] ; [28.68965517 35.31034483],0
a2,1,0.072319,3.229589,[ 5 19] ; [ 5 62],[ 2.63736264 21.36263736] ; [ 7.36263736 59.63736264],0
v4,1,0.085964,2.948376,[23  1] ; [52 12],[20.45454545  3.54545455] ; [54.54545455  9.45454545],0
p7,1,0.118672,2.434765,[17  6] ; [36 29],[13.85227273  9.14772727] ; [39.14772727 25.85227273],0
b4,1,0.127584,2.321654,[10 14] ; [40 27],[13.18681319 10.81318681] ; [36.81318681 30.18681319],0
b5,1,0.136178,2.220622,[15  9] ; [30 37],[11.86813187 12.13186813] ; [33.13186813 33.86813187],0
n6,1,0.140573,2.171681,[19  5] ; [42 25],[16.08791209  7.91208791] ; [44.91208791 22.08791209],0
u2,1,0.140801,2.169188,[5 2] ; [10 15],[3.28125 3.71875] ; [11.71875 13.28125],0
r4,1,0.151778,2.054291,[21  3] ; [49 18],[18.46153846  5.53846154] ; [51.53846154 15.46153846],0
d4,1,0.155855,2.013986,[20  4] ; [45 21],[17.33333333  6.66666667] ; [47.66666667 18.33333333],0
s7,1,0.167945,1.901191,[11 13] ; [18 42],[ 8.28571429 15.71428571] ; [20.71428571 39.28571429],0
d3,1,0.181011,1.789302,[18  6] ; [40 27],[15.2967033  8.7032967] ; [42.7032967 24.2967033],0
v1,1,0.202676,1.622982,[13 11] ; [25 39],[10.36363636 13.63636364] ; [27.63636364 36.36363636],0
