Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.0,45.89698,[78  2] ; [33 34],[60.40816327 19.59183673] ; [50.59183673 16.40816327],1
d5,1,0.0,45.308357,[79  1] ; [35 32],[62.04081633 17.95918367] ; [51.95918367 15.04081633],1
d2,1,0.0,38.573782,[54 26] ; [11 56],[35.37414966 44.62585034] ; [29.62585034 37.37414966],1
d3,1,0.0,32.111374,[69 11] ; [28 39],[52.78911565 27.21088435] ; [44.21088435 22.78911565],1
u1,1,0.000156,14.297686,[18 62] ; [ 1 66],[10.34013605 69.65986395] ; [ 8.65986395 58.34013605],1
a2,1,0.00021,13.735292,[26 54] ; [ 5 62],[16.8707483 63.1292517] ; [14.1292517 52.8707483],1
a5,1,0.000584,11.826867,[67 13] ; [39 28],[57.68707483 22.31292517] ; [48.31292517 18.68707483],1
n4,1,0.001905,9.638745,[68 12] ; [42 25],[59.86394558 20.13605442] ; [50.13605442 16.86394558],0
r1,1,0.002035,9.517366,[67 13] ; [41 26],[58.7755102 21.2244898] ; [49.2244898 17.7755102],0
a6,1,0.007124,7.241442,[62 18] ; [38 29],[54.42176871 25.57823129] ; [45.57823129 21.42176871],0
p11,1,0.011906,6.32477,[73  7] ; [51 16],[67.4829932 12.5170068] ; [56.5170068 10.4829932],0
p9,1,0.017818,5.613958,[69 10] ; [48 19],[63.30821918 15.69178082] ; [53.69178082 13.30821918],0
v3,1,0.023341,5.14297,[36 39] ; [19 46],[29.46428571 45.53571429] ; [25.53571429 39.46428571],0
n6,1,0.027786,4.841276,[70  9] ; [50 17],[64.93150685 14.06849315] ; [55.06849315 11.93150685],0
s1,1,0.030233,4.695988,[ 1 78] ; [ 6 61],[ 3.78767123 75.21232877] ; [ 3.21232877 63.78767123],0
a3,1,0.03521,4.434963,[60 19] ; [40 27],[54.10958904 24.89041096] ; [45.89041096 21.10958904],0
a4,1,0.04288,4.100139,[42 38] ; [24 43],[35.91836735 44.08163265] ; [30.08163265 36.91836735],0
a7,1,0.050029,3.84049,[64 16] ; [44 23],[58.7755102 21.2244898] ; [49.2244898 17.7755102],0
n1,1,0.052107,3.772321,[ 3 11] ; [9 7],[5.6 8.4] ; [6.4 9.6],0
r2,1,0.055168,3.676989,[73  5] ; [56 11],[69.39310345  8.60689655] ; [59.60689655  7.39310345],0
b5,1,0.055844,3.656716,[40 40] ; [44 23],[45.71428571 34.28571429] ; [38.28571429 28.71428571],0
s8,1,0.073245,3.208769,[26 54] ; [13 54],[21.2244898 58.7755102] ; [17.7755102 49.2244898],0
r3,1,0.083523,2.994975,[75  5] ; [57 10],[71.83673469  8.16326531] ; [60.16326531  6.83673469],0
p1,1,0.083523,2.994975,[ 5 75] ; [10 57],[ 8.16326531 71.83673469] ; [ 6.83673469 60.16326531],0
p8,1,0.093076,2.820352,[54 26] ; [35 30],[49.10344828 30.89655172] ; [39.89655172 25.10344828],0
n5,1,0.111238,2.536538,[62 18] ; [44 23],[57.68707483 22.31292517] ; [48.31292517 18.68707483],0
v2,1,0.158227,1.991093,[47 30] ; [32 33],[42.83802817 34.16197183] ; [36.16197183 28.83802817],0
v1,1,0.165908,1.919533,[48 31] ; [32 33],[43.88888889 35.11111111] ; [36.11111111 28.88888889],0
p10,1,0.183896,1.765858,[66 13] ; [50 17],[62.76712329 16.23287671] ; [53.23287671 13.76712329],0
p5,1,0.189838,1.718872,[10 69] ; [ 4 61],[ 7.68055556 71.31944444] ; [ 6.31944444 58.68055556],0
v4,1,0.18984,1.718855,[77  3] ; [61  6],[75.10204082  4.89795918] ; [62.89795918  4.10204082],0
b1,1,0.209594,1.574227,[30 50] ; [32 35],[33.7414966 46.2585034] ; [28.2585034 38.7414966],0
s5,1,0.21353,1.547331,[14 64] ; [ 7 59],[11.375 66.625] ; [ 9.625 56.375],0
n3,1,0.238514,1.389356,[10  4] ; [15  2],[11.29032258  2.70967742] ; [13.70967742  3.29032258],0
b3,1,0.295033,1.096509,[26 29] ; [15 26],[23.48958333 31.51041667] ; [17.51041667 23.48958333],0
b2,1,0.295033,1.096509,[26 29] ; [15 26],[23.48958333 31.51041667] ; [17.51041667 23.48958333],0
s4,1,0.342859,0.899712,[ 4 76] ; [ 6 61],[ 5.44217687 74.55782313] ; [ 4.55782313 62.44217687],0
r4,1,0.350817,0.870498,[68 12] ; [53 14],[65.85034014 14.14965986] ; [55.14965986 11.85034014],0
p12,1,0.354568,0.857043,[ 5 75] ; [ 2 65],[ 3.80952381 76.19047619] ; [ 3.19047619 63.80952381],0
p2,1,0.379479,0.772389,[71  8] ; [57 10],[69.26027397  9.73972603] ; [58.73972603  8.26027397],0
s2,1,0.559894,0.339887,[17 61] ; [12 55],[15.6 62.4] ; [13.4 53.6],0
p6,1,0.561794,0.336607,[32 47] ; [24 43],[30.30136986 48.69863014] ; [25.69863014 41.30136986],0
u2,1,0.584149,0.299575,[10  9] ; [12 15],[9.08695652 9.91304348] ; [12.91304348 14.08695652],0
a8,1,0.614782,0.253269,[ 6 61] ; [ 7 53],[ 6.85826772 60.14173228] ; [ 6.14173228 53.85826772],0
b4,1,0.626732,0.236518,[45 35] ; [35 32],[43.53741497 36.46258503] ; [36.46258503 30.53741497],0
u3,1,0.642214,0.215858,[11  9] ; [13 14],[10.21276596  9.78723404] ; [13.78723404 13.21276596],0
n2,1,0.656787,0.19745,[9 4] ; [13  4],[9.53333333 3.46666667] ; [12.46666667  4.53333333],0
p7,1,0.753357,0.098731,[58 22] ; [47 20],[57.14285714 22.85714286] ; [47.85714286 19.14285714],0
a1,1,0.857127,0.032412,[ 2 78] ; [ 2 65],[ 2.17687075 77.82312925] ; [ 1.82312925 65.17687075],0
p3,1,0.934515,0.006751,[49 30] ; [42 25],[49.23972603 29.76027397] ; [41.76027397 25.23972603],0
s3,1,0.938457,0.005961,[22 56] ; [19 47],[22.20833333 55.79166667] ; [18.79166667 47.20833333],0
s7,1,0.947063,0.004408,[24 53] ; [19 43],[23.82014388 53.17985612] ; [19.17985612 42.82014388],0
