Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,93.48705,[291  55] ; [36 65],[253.11409396  92.88590604] ; [73.88590604 27.11409396],1
n6,1,1e-06,25.042591,[308  39] ; [68 32],[291.8836689  55.1163311] ; [84.1163311 15.8836689],1
d2,1,2.5e-05,17.771362,[198 149] ; [34 68],[179.29621381 167.70378619] ; [52.70378619 49.29621381],1
s7,1,3.6e-05,17.093723,[184 147] ; [32 68],[165.88399072 165.11600928] ; [50.11600928 49.88399072],1
s8,1,0.000356,12.751585,[171 175] ; [30 72],[155.23660714 190.76339286] ; [45.76339286 56.23660714],1
a5,1,0.000382,12.61992,[284  65] ; [66 36],[270.84257206  78.15742794] ; [79.15742794 22.84257206],1
p3,1,0.000382,12.618643,[187 161] ; [34 67],[171.28730512 176.71269488] ; [49.71269488 51.28730512],1
a8,1,0.000439,12.360155,[ 55 253] ; [ 3 90],[ 44.54862843 263.45137157] ; [13.45137157 79.54862843],1
p10,1,0.000991,10.844318,[290  56] ; [69 31],[278.50672646  67.49327354] ; [80.49327354 19.50672646],1
p11,1,0.002442,9.183388,[285  64] ; [69 33],[273.93791574  75.06208426] ; [80.06208426 21.93791574],0
a4,1,0.002988,8.814765,[174 174] ; [34 68],[160.85333333 187.14666667] ; [47.14666667 54.85333333],0
p4,1,0.003943,8.310092,[211 134] ; [46 56],[198.3557047 146.6442953] ; [58.6442953 43.3557047],0
v3,1,0.005075,7.852445,[192 149] ; [39 58],[179.84246575 161.15753425] ; [51.15753425 45.84246575],0
n3,1,0.005351,7.756806,[52  8] ; [21 13],[46.59574468 13.40425532] ; [26.40425532  7.59574468],0
p9,1,0.006783,7.329567,[297  47] ; [75 25],[288.21621622  55.78378378] ; [83.78378378 16.21621622],0
p6,1,0.007357,7.183689,[133 209] ; [24 75],[121.75510204 220.24489796] ; [35.24489796 63.75510204],0
p2,1,0.007654,7.112625,[293  55] ; [74 28],[283.81333333  64.18666667] ; [83.18666667 18.81333333],0
d1,1,0.009083,6.806507,[234 115] ; [54 48],[222.86474501 126.13525499] ; [65.13525499 36.86474501],0
s4,1,0.013926,6.047498,[ 44 303] ; [23 79],[ 51.77951002 295.22048998] ; [15.22048998 86.77951002],0
u1,1,0.018625,5.536343,[ 78 271] ; [12 90],[ 69.64523282 279.35476718] ; [20.35476718 81.64523282],0
a2,1,0.029796,4.721015,[ 99 250] ; [18 84],[ 90.53880266 258.46119734] ; [26.46119734 75.53880266],0
p7,1,0.034117,4.488818,[227 114] ; [55 45],[218.05442177 122.94557823] ; [63.94557823 36.05442177],0
r4,1,0.041297,4.163785,[316  33] ; [85 17],[310.30820399  38.69179601] ; [90.69179601 11.30820399],0
v1,1,0.045789,3.989333,[221 119] ; [54 46],[212.5 127.5] ; [62.5 37.5],0
n1,1,0.08395,2.98672,[22 36] ; [ 7 27],[18.2826087 39.7173913] ; [10.7173913 23.2826087],0
a3,1,0.084281,2.980349,[265  83] ; [69 33],[258.29333333  89.70666667] ; [75.70666667 26.29333333],0
