Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,89.370508,[26 36] ; [254  22],[51.36094675 10.63905325] ; [228.63905325  47.36094675],1
n6,1,0.0,25.949667,[42 20] ; [252  23],[54.08902077  7.91097923] ; [239.91097923  35.08902077],1
p5,1,0.000522,12.034245,[ 1 61] ; [ 54 221],[10.11869436 51.88130564] ; [ 44.88130564 230.11869436],1
p11,1,0.000814,11.209642,[41 22] ; [231  45],[50.54867257 12.45132743] ; [221.45132743  54.54867257],1
p6,1,0.000862,11.101912,[16 44] ; [136 134],[27.63636364 32.36363636] ; [124.36363636 145.63636364],1
p4,1,0.001509,10.068007,[32 31] ; [196  78],[42.6231454 20.3768546] ; [185.3768546  88.6231454],0
r4,1,0.004232,8.181514,[53 10] ; [261  15],[58.3539823  4.6460177] ; [255.6460177  20.3539823],0
a8,1,0.004419,8.102882,[ 2 58] ; [ 44 200],[ 9.07894737 50.92105263] ; [ 36.92105263 207.07894737],0
r2,1,0.008844,6.854002,[56  6] ; [266   7],[59.59402985  2.40597015] ; [262.40597015  10.59402985],0
n1,1,0.008861,6.850682,[ 7 19] ; [25 17],[12.23529412 13.76470588] ; [19.76470588 22.23529412],0
p2,1,0.008922,6.838457,[47 16] ; [240  34],[53.65281899  9.34718101] ; [233.34718101  40.65281899],0
s4,1,0.011266,6.422817,[18 45] ; [ 41 231],[11.09552239 51.90447761] ; [ 47.90447761 224.09552239],0
p8,1,0.025079,5.018438,[28 34] ; [164 106],[35.85542169 26.14457831] ; [156.14457831 113.85542169],0
d2,1,0.029683,4.727579,[24 39] ; [146 128],[31.78041543 31.21958457] ; [138.21958457 135.78041543],0
s8,1,0.037537,4.325863,[30 33] ; [169 104],[37.3125 25.6875] ; [161.6875 111.3125],0
u1,1,0.040335,4.203736,[ 8 55] ; [ 68 208],[14.12389381 48.87610619] ; [ 61.87610619 214.12389381],0
d1,1,0.043752,4.066095,[33 30] ; [182  94],[39.95575221 23.04424779] ; [175.04424779 100.95575221],0
p7,1,0.049668,3.852627,[35 25] ; [189  76],[41.35384615 18.64615385] ; [182.64615385  82.35384615],0
r1,1,0.05819,3.588225,[48 15] ; [237  39],[52.96460177 10.03539823] ; [232.03539823  43.96460177],0
p3,1,0.058628,3.575769,[29 34] ; [162 112],[35.70623145 27.29376855] ; [155.29376855 118.70623145],0
n3,1,0.064524,3.417105,[14 12] ; [31 10],[17.46268657  8.53731343] ; [27.53731343 13.46268657],0
p12,1,0.069853,3.28646,[ 3 60] ; [ 35 239],[ 7.10385757 55.89614243] ; [ 30.89614243 243.10385757],0
d5,1,0.081656,3.031626,[49 14] ; [237  37],[53.46587537  9.53412463] ; [232.53412463  41.46587537],0
v3,1,0.11256,2.517904,[25 36] ; [140 128],[30.59270517 30.40729483] ; [134.40729483 133.59270517],0
a6,1,0.129343,2.300366,[47 16] ; [177  97],[41.87537092 21.12462908] ; [182.12462908  91.87537092],0
p10,1,0.129832,2.294511,[50 12] ; [240  33],[53.67164179  8.32835821] ; [236.32835821  36.67164179],0
s7,1,0.151731,2.054758,[34 27] ; [173  91],[38.85230769 22.14769231] ; [168.14769231  95.85230769],0
u3,1,0.16971,1.885507,[15  4] ; [39 24],[12.51219512  6.48780488] ; [41.48780488 21.51219512],0
a3,1,0.184122,1.764036,[44 19] ; [213  61],[48.04451039 14.95548961] ; [208.95548961  65.04451039],0
r3,1,0.237778,1.393717,[58  4] ; [267   9],[59.61538462  2.38461538] ; [265.38461538  10.61538462],0
b1,1,0.253157,1.305799,[20 43] ; [109 167],[23.97345133 39.02654867] ; [105.02654867 170.97345133],0
v2,1,0.31776,0.998146,[37 22] ; [186  82],[40.23547401 18.76452599] ; [182.76452599  85.23547401],0
a5,1,0.335582,0.927235,[46 17] ; [217  59],[48.87610619 14.12389381] ; [214.12389381  61.87610619],0
v4,1,0.336405,0.924084,[59  3] ; [268   7],[60.16023739  1.83976261] ; [266.83976261   8.16023739],0
a4,1,0.34514,0.891247,[27 36] ; [135 138],[30.375 32.625] ; [131.625 141.375],0
a7,1,0.351036,0.869708,[49 14] ; [198  77],[46.03846154 16.96153846] ; [200.96153846  74.03846154],0
u4,1,0.352633,0.863959,[ 1 62] ; [ 11 265],[ 2.2300885 60.7699115] ; [  9.7699115 266.2300885],0
p9,1,0.366562,0.815287,[54  8] ; [249  25],[55.91071429  6.08928571] ; [247.08928571  26.91071429],0
s2,1,0.373735,0.791209,[39 24] ; [185  88],[42. 21.] ; [182.  91.],0
s1,1,0.40906,0.681531,[ 1 61] ; [ 10 261],[ 2.04804805 59.95195195] ; [  8.95195195 262.04804805],0
s3,1,0.543114,0.369799,[40 22] ; [185  85],[42.01807229 19.98192771] ; [182.98192771  87.01807229],0
d3,1,0.561098,0.337807,[44 19] ; [202  73],[45.85207101 17.14792899] ; [200.14792899  74.85207101],0
b5,1,0.581338,0.304076,[39 24] ; [181  95],[40.88495575 22.11504425] ; [179.11504425  96.88495575],0
b2,1,0.583856,0.300042,[13 16] ; [ 75 115],[11.65296804 17.34703196] ; [ 76.34703196 113.65296804],0
b3,1,0.583856,0.300042,[13 16] ; [ 75 115],[11.65296804 17.34703196] ; [ 76.34703196 113.65296804],0
a2,1,0.606906,0.264705,[16 47] ; [ 79 197],[17.65486726 45.34513274] ; [ 77.34513274 198.65486726],0
s5,1,0.621822,0.243314,[27 35] ; [126 142],[28.74545455 33.25454545] ; [124.25454545 143.74545455],0
a1,1,0.670992,0.180444,[ 3 60] ; [ 17 259],[ 3.71681416 59.28318584] ; [ 16.28318584 259.71681416],0
u2,1,0.678302,0.172043,[12  6] ; [38 24],[11.25  6.75] ; [38.75 23.25],0
d4,1,0.748073,0.103157,[54  9] ; [239  35],[54.77448071  8.22551929] ; [238.22551929  35.77448071],0
b4,1,0.779514,0.078373,[40 23] ; [170 106],[39.02654867 23.97345133] ; [170.97345133 105.02654867],0
n2,1,0.787517,0.07265,[21  5] ; [35  7],[21.41176471  4.58823529] ; [34.58823529  7.41176471],0
