Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.0,33.418402,[ 36 194] ; [61 82],[ 59.81233244 170.18766756] ; [ 37.18766756 105.81233244],1
p7,1,0.0,26.392251,[ 89 132] ; [97 46],[112.92857143 108.07142857] ; [73.07142857 69.92857143],1
p8,1,0.000312,12.998409,[ 75 153] ; [74 69],[ 91.56873315 136.43126685] ; [57.43126685 85.56873315],1
p2,1,0.002268,9.319072,[176  55] ; [128  16],[187.264  43.736] ; [116.736  27.264],0
v1,1,0.002774,8.95051,[ 95 129] ; [83 59],[108.93989071 115.06010929] ; [69.06010929 72.93989071],0
n5,1,0.004129,8.226153,[152  78] ; [115  29],[164.19786096  65.80213904] ; [102.80213904  41.19786096],0
s8,1,0.004395,8.113101,[ 77 155] ; [69 75],[ 90.08510638 141.91489362] ; [55.91489362 88.08510638],0
n4,1,0.005797,7.612355,[151  81] ; [113  31],[162.89361702  69.10638298] ; [101.10638298  42.89361702],0
s6,1,0.009147,6.793876,[135  94] ; [102  39],[146.68378378  82.31621622] ; [90.31621622 50.68378378],0
a4,1,0.009579,6.711557,[ 85 146] ; [73 72],[ 97.06914894 133.93085106] ; [60.93085106 84.06914894],0
s7,1,0.012987,6.170907,[ 84 144] ; [70 70],[ 95.41304348 132.58695652] ; [58.58695652 81.41304348],0
s2,1,0.0259,4.962691,[103 127] ; [81 62],[113.45844504 116.54155496] ; [70.54155496 72.45844504],0
u3,1,0.034655,4.462115,[39 50] ; [25 14],[44.5 44.5] ; [19.5 19.5],0
d1,1,0.041607,4.151134,[111 121] ; [85 60],[120.61538462 111.38461538] ; [75.38461538 69.61538462],0
a5,1,0.043481,4.076593,[148  84] ; [107  38],[156.92307692  75.07692308] ; [98.07692308 46.92307692],0
d2,1,0.052322,3.765439,[ 85 146] ; [68 77],[ 93.99734043 137.00265957] ; [59.00265957 85.99734043],0
a3,1,0.057508,3.607841,[143  87] ; [104  41],[151.49333333  78.50666667] ; [95.50666667 49.49333333],0
p5,1,0.066776,3.360545,[ 10 220] ; [ 13 131],[ 14.14438503 215.85561497] ; [  8.85561497 135.14438503],0
d3,1,0.138006,2.200051,[149  80] ; [105  40],[155.52406417  73.47593583] ; [98.47593583 46.52406417],0
d4,1,0.140054,2.177362,[180  51] ; [122  23],[185.53723404  45.46276596] ; [116.46276596  28.53723404],0
d5,1,0.149848,2.073799,[169  61] ; [116  29],[174.8  55.2] ; [110.2  34.8],0
a2,1,0.152871,2.043371,[ 39 193] ; [ 33 112],[ 44.30769231 187.69230769] ; [ 27.69230769 117.30769231],0
r1,1,0.157379,1.999231,[170  62] ; [114  29],[175.70133333  56.29866667] ; [108.29866667  34.70133333],0
s5,1,0.183028,1.772865,[ 58 166] ; [45 94],[ 63.55922865 160.44077135] ; [39.44077135 99.55922865],0
p10,1,0.189573,1.720935,[196  35] ; [129  15],[200.2  30.8] ; [124.8  19.2],0
u2,1,0.197814,1.658438,[42 46] ; [24 16],[45.375 42.625] ; [20.625 19.375],0
v4,1,0.266929,1.232461,[213  16] ; [137   6],[215.45698925  13.54301075] ; [134.54301075   8.45698925],0
r4,1,0.357048,0.84825,[197  35] ; [128  17],[200.  32.] ; [125.  20.],0
p11,1,0.416276,0.660804,[179  53] ; [117  28],[182.15384615  49.84615385] ; [113.84615385  31.15384615],0
p1,1,0.418413,0.654768,[ 10 221] ; [  9 136],[ 11.67287234 219.32712766] ; [  7.32712766 137.67287234],0
s1,1,0.500383,0.454124,[  8 220] ; [  7 135],[  9.24324324 218.75675676] ; [  5.75675676 136.24324324],0
r3,1,0.549995,0.357326,[219  11] ; [136   9],[217.73333333  12.26666667] ; [137.26666667   7.73333333],0
n1,1,0.571154,0.320755,[27 49] ; [14 20],[28.32727273 47.67272727] ; [12.67272727 21.32727273],0
u4,1,0.587187,0.294759,[  5 227] ; [  2 143],[  4.30769231 227.69230769] ; [  2.69230769 142.30769231],0
n6,1,0.616448,0.250891,[185  45] ; [118  25],[186.83646113  43.16353887] ; [116.16353887  26.83646113],0
u1,1,0.626451,0.236905,[ 25 207] ; [ 18 127],[ 26.46153846 205.53846154] ; [ 16.53846154 128.46153846],0
s3,1,0.630373,0.231556,[121 107] ; [79 63],[123.24324324 104.75675676] ; [76.75675676 65.24324324],0
b4,1,0.632211,0.229074,[137  95] ; [82 63],[134.76923077  97.23076923] ; [84.23076923 60.76923077],0
s4,1,0.693928,0.154865,[ 42 188] ; [ 24 120],[ 40.58823529 189.41176471] ; [ 25.41176471 118.58823529],0
b5,1,0.694583,0.154169,[149  83] ; [96 49],[150.76923077  81.23076923] ; [94.23076923 50.76923077],0
r2,1,0.729227,0.119822,[211  17] ; [130  12],[210.12972973  17.87027027] ; [130.87027027  11.12972973],0
v3,1,0.732463,0.116862,[ 71 152] ; [46 91],[ 72.475 150.525] ; [44.525 92.475],0
p12,1,0.736486,0.113239,[ 13 218] ; [  7 138],[ 12.28723404 218.71276596] ; [  7.71276596 137.28723404],0
b1,1,0.790277,0.07073,[ 69 163] ; [ 45 100],[ 70.15384615 161.84615385] ; [ 43.84615385 101.15384615],0
a6,1,0.800739,0.063701,[150  81] ; [96 49],[151.13297872  79.86702128] ; [94.86702128 50.13297872],0
a7,1,0.836266,0.042714,[165  66] ; [105  40],[165.87765957  65.12234043] ; [104.12234043  40.87765957],0
a8,1,0.851509,0.035041,[ 31 184] ; [ 20 112],[ 31.59942363 183.40057637] ; [ 19.40057637 112.59942363],0
