Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-06,25.201133,[3 3] ; [273  12],[5.69072165 0.30927835] ; [270.30927835  14.69072165],1
r2,1,0.000294,13.109924,[4 2] ; [273  10],[5.75086505 0.24913495] ; [271.24913495  11.75086505],1
n3,1,0.000824,11.18669,[1 4] ; [43  8],[3.92857143 1.07142857] ; [40.07142857 10.92857143],1
b1,1,0.016838,5.71316,[5 1] ; [102 183],[2.20618557 3.79381443] ; [104.79381443 180.20618557],0
p11,1,0.020349,5.381727,[3 3] ; [242  43],[5.05154639 0.94845361] ; [239.94845361  45.05154639],0
p12,1,0.117614,2.448805,[2 4] ; [ 34 249],[0.74740484 5.25259516] ; [ 35.25259516 247.74740484],0
d4,1,0.14911,2.081336,[4 2] ; [247  37],[5.19310345 0.80689655] ; [245.80689655  38.19310345],0
b4,1,0.157471,1.998347,[2 4] ; [176 109],[3.67010309 2.32989691] ; [174.32989691 110.67010309],0
n4,1,0.172662,1.85968,[4 2] ; [245  39],[5.15172414 0.84827586] ; [243.84827586  40.15172414],0
b5,1,0.194443,1.683629,[2 4] ; [170 115],[3.54639175 2.45360825] ; [168.45360825 116.54639175],0
p6,1,0.221101,1.497214,[4 2] ; [116 162],[2.53521127 3.46478873] ; [117.46478873 160.53521127],0
r1,1,0.223235,1.483451,[4 2] ; [241  43],[5.06896552 0.93103448] ; [239.93103448  44.06896552],0
s7,1,0.227803,1.45453,[5 1] ; [159 111],[3.56521739 2.43478261] ; [160.43478261 109.56521739],0
n1,1,0.236689,1.400206,[3 2] ; [16 32],[1.79245283 3.20754717] ; [17.20754717 30.79245283],0
p5,1,0.261446,1.261084,[2 4] ; [ 46 239],[0.98969072 5.01030928] ; [ 47.01030928 237.98969072],0
v2,1,0.34291,0.899524,[4 2] ; [230  51],[4.89198606 1.10801394] ; [229.10801394  51.89198606],0
b3,1,0.374746,0.787868,[3 2] ; [ 72 107],[2.03804348 2.96195652] ; [ 72.96195652 106.03804348],0
b2,1,0.374746,0.787868,[3 2] ; [ 72 107],[2.03804348 2.96195652] ; [ 72.96195652 106.03804348],0
a4,1,0.380771,0.76821,[4 2] ; [138 146],[2.93793103 3.06206897] ; [139.06206897 144.93793103],0
d1,1,0.403828,0.696897,[3 3] ; [189  96],[3.95876289 2.04123711] ; [188.04123711  96.95876289],0
u1,1,0.421443,0.646289,[2 4] ; [ 57 228],[1.21649485 4.78350515] ; [ 57.78350515 227.21649485],0
d2,1,0.490469,0.475496,[4 2] ; [149 135],[3.16551724 2.83448276] ; [149.83448276 134.16551724],0
s3,1,0.551151,0.35526,[3 3] ; [171 105],[3.70212766 2.29787234] ; [170.29787234 105.70212766],0
n6,1,0.559263,0.340983,[5 1] ; [256  27],[5.41868512 0.58131488] ; [255.58131488  27.41868512],0
s8,1,0.579908,0.306383,[4 2] ; [156 126],[3.33333333 2.66666667] ; [156.66666667 125.33333333],0
d3,1,0.582641,0.301984,[5 1] ; [209  76],[4.41237113 1.58762887] ; [209.58762887  75.41237113],0
s5,1,0.586975,0.295093,[3 3] ; [107 167],[2.35714286 3.64285714] ; [107.64285714 166.35714286],0
p9,1,0.592456,0.286524,[5 1] ; [252  28],[5.39160839 0.60839161] ; [251.60839161  28.39160839],0
p7,1,0.617807,0.248962,[4 2] ; [210  68],[4.52112676 1.47887324] ; [209.47887324  68.52112676],0
p1,1,0.65636,0.197975,[1 5] ; [ 31 253],[0.66206897 5.33793103] ; [ 31.33793103 252.66206897],0
p10,1,0.66168,0.191489,[5 1] ; [251  31],[5.33333333 0.66666667] ; [250.66666667  31.33333333],0
a3,1,0.715959,0.132397,[5 1] ; [218  65],[4.62975779 1.37024221] ; [218.37024221  64.62975779],0
a2,1,0.730648,0.118517,[2 4] ; [ 77 208],[1.62886598 4.37113402] ; [ 77.37113402 207.62886598],0
s2,1,0.734202,0.115289,[3 3] ; [160 121],[3.40766551 2.59233449] ; [159.59233449 121.40766551],0
a7,1,0.734836,0.114718,[4 2] ; [207  77],[4.36551724 1.63448276] ; [206.63448276  77.36551724],0
a5,1,0.73615,0.113539,[5 1] ; [221  64],[4.65979381 1.34020619] ; [221.34020619  63.65979381],0
s4,1,0.777518,0.079837,[1 5] ; [ 36 246],[0.77083333 5.22916667] ; [ 36.22916667 245.77083333],0
p3,1,0.793157,0.068756,[4 2] ; [175 110],[3.69072165 2.30927835] ; [175.30927835 109.69072165],0
v1,1,0.820486,0.051493,[4 2] ; [200  82],[4.25 1.75] ; [199.75  82.25],0
s6,1,0.852393,0.03462,[4 2] ; [193  82],[4.20640569 1.79359431] ; [192.79359431  82.20640569],0
d5,1,0.877923,0.023594,[5 1] ; [243  41],[5.13103448 0.86896552] ; [242.86896552  41.13103448],0
p8,1,0.899064,0.016089,[4 2] ; [179 100],[3.85263158 2.14736842] ; [179.14736842  99.85263158],0
a6,1,0.94654,0.004496,[4 2] ; [193  91],[4.07586207 1.92413793] ; [192.92413793  91.07586207],0
n5,1,0.984824,0.000362,[5 1] ; [235  48],[4.98269896 1.01730104] ; [235.01730104  47.98269896],0
n2,1,1.0,0.0,[4 1] ; [40 10],[4. 1.] ; [40. 10.],0
