Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,148.386993,[441  64] ; [68 99],[382.50744048 122.49255952] ; [126.49255952  40.50744048],1
n6,1,0.0,50.909272,[454  50] ; [111  55],[425.01492537  78.98507463] ; [139.98507463  26.01492537],1
p4,1,1.9e-05,18.319833,[314 190] ; [72 94],[290.3641791 213.6358209] ; [95.6358209 70.3641791],1
v1,1,4.1e-05,16.803703,[288 206] ; [64 97],[265.4778626 228.5221374] ; [86.5221374 74.4778626],1
v3,1,0.000199,13.839288,[202 286] ; [ 40 120],[182.24691358 305.75308642] ; [ 59.75308642 100.24691358],1
p10,1,0.000345,12.808314,[463  41] ; [137  30],[450.67064083  53.32935917] ; [149.32935917  17.67064083],1
s7,1,0.000471,12.225499,[250 233] ; [ 59 105],[230.67542504 252.32457496] ; [78.32457496 85.67542504],1
p11,1,0.001334,10.295247,[426  80] ; [122  45],[412.01783061  93.98216939] ; [135.98216939  31.01783061],0
a2,1,0.002617,9.057136,[137 369] ; [ 26 141],[122.55274889 383.44725111] ; [ 40.44725111 126.55274889],0
a5,1,0.003621,8.464733,[388 118] ; [109  58],[373.6731055 132.3268945] ; [123.3268945  43.6731055],0
p3,1,0.007275,7.203841,[257 248] ; [ 65 102],[241.97916667 263.02083333] ; [80.02083333 86.97916667],0
u1,1,0.008108,7.009475,[100 406] ; [ 18 149],[ 88.7191679 417.2808321] ; [ 29.2808321 137.7191679],0
a8,1,0.009023,6.818271,[ 76 386] ; [ 12 140],[ 66.21498371 395.78501629] ; [ 21.78501629 130.21498371],0
a4,1,0.012746,6.203999,[246 258] ; [ 63 104],[232.09538003 271.90461997] ; [76.90461997 90.09538003],0
p8,1,0.015286,5.883152,[268 229] ; [71 94],[254.5060423 242.4939577] ; [84.4939577 80.5060423],0
n2,1,0.022299,5.222333,[85 19] ; [29 16],[79.5704698 24.4295302] ; [34.4295302 10.5704698],0
p6,1,0.024562,5.054473,[190 311] ; [ 46 117],[178.06626506 322.93373494] ; [ 57.93373494 105.06626506],0
s8,1,0.025723,4.974571,[237 267] ; [ 62 105],[224.58420268 279.41579732] ; [74.41579732 92.58420268],0
a3,1,0.027281,4.872937,[372 131] ; [108  58],[360.89686099 142.10313901] ; [119.10313901  46.89686099],0
d2,1,0.037003,4.350286,[246 258] ; [ 66 101],[234.34873323 269.65126677] ; [77.65126677 89.34873323],0
s2,1,0.044135,4.051392,[269 233] ; [74 92],[257.76347305 244.23652695] ; [85.23652695 80.76347305],0
n1,1,0.044273,4.046123,[43 60] ; [11 34],[37.58108108 65.41891892] ; [16.41891892 28.58108108],0
d3,1,0.055652,3.662427,[343 161] ; [126  40],[352.8 151.2] ; [116.2  49.8],0
r4,1,0.057431,3.610067,[462  44] ; [144  23],[455.62555721  50.37444279] ; [150.37444279  16.62555721],0
d5,1,0.059253,3.558163,[416  88] ; [126  40],[407.71343284  96.28656716] ; [134.28656716  31.71343284],0
s6,1,0.060176,3.532534,[345 154] ; [101  64],[335.17168675 163.82831325] ; [110.82831325  54.17168675],0
b1,1,0.073737,3.197803,[187 319] ; [ 49 118],[177.43833581 328.56166419] ; [ 58.56166419 108.43833581],0
p7,1,0.075231,3.165041,[322 173] ; [94 70],[312.47344461 182.52655539] ; [103.52655539  60.47344461],0
v2,1,0.101925,2.675156,[286 199] ; [82 77],[277.14285714 207.85714286] ; [90.85714286 68.14285714],0
p1,1,0.106579,2.604225,[ 28 477] ; [ 15 150],[ 32.41044776 472.58955224] ; [ 10.58955224 154.41044776],0
a7,1,0.131524,2.274421,[359 146] ; [128  38],[366.52011923 138.47988077] ; [120.47988077  45.52011923],0
p2,1,0.147511,2.097805,[436  68] ; [136  30],[430.28059701  73.71940299] ; [141.71940299  24.28059701],0
u4,1,0.148949,2.082977,[ 12 494] ; [  1 166],[  9.77414562 496.22585438] ; [  3.22585438 163.77414562],0
s3,1,0.155626,2.016221,[290 211] ; [84 79],[282.18975904 218.81024096] ; [91.81024096 71.18975904],0
r1,1,0.18681,1.7426,[401 103] ; [124  42],[394.92537313 109.07462687] ; [130.07462687  35.92537313],0
p12,1,0.201254,1.633254,[ 35 468] ; [  7 160],[ 31.53134328 471.46865672] ; [ 10.46865672 156.53134328],0
s4,1,0.203387,1.617887,[ 86 415] ; [ 36 131],[ 91.5 409.5] ; [ 30.5 136.5],0
r3,1,0.22182,1.492558,[485  19] ; [157  10],[482.21758569  21.78241431] ; [159.78241431   7.21758569],0
a1,1,0.237981,1.392511,[ 17 489] ; [  9 158],[ 19.54829123 486.45170877] ; [  6.45170877 160.54829123],0
a6,1,0.26949,1.219342,[352 152] ; [109  58],[346.26527571 157.73472429] ; [114.73472429  52.26527571],0
b4,1,0.281235,1.161114,[285 221] ; [102  65],[290.96879643 215.03120357] ; [96.03120357 70.96879643],0
b3,1,0.31494,1.009846,[115 187] ; [28 59],[111.01799486 190.98200514] ; [31.98200514 55.01799486],0
b2,1,0.31494,1.009846,[115 187] ; [28 59],[111.01799486 190.98200514] ; [31.98200514 55.01799486],0
s1,1,0.330856,0.945543,[ 11 485] ; [  6 161],[ 12.71794872 483.28205128] ; [  4.28205128 162.71794872],0
d1,1,0.340069,0.910171,[300 206] ; [92 75],[294.72808321 211.27191679] ; [97.27191679 69.72808321],0
v4,1,0.381755,0.765044,[483  22] ; [156  10],[480.91654247  24.08345753] ; [158.08345753   7.91654247],0
u3,1,0.396976,0.717466,[71 63] ; [34 23],[73.66492147 60.33507853] ; [31.33507853 25.66492147],0
s5,1,0.424578,0.637608,[159 334] ; [ 45 111],[154.96456086 338.03543914] ; [ 49.03543914 106.96456086],0
d4,1,0.436174,0.606326,[409  95] ; [140  27],[412.36363636  91.63636364] ; [136.63636364  30.36363636],0
u2,1,0.451442,0.56703,[72 62] ; [34 23],[74.36649215 59.63350785] ; [31.63350785 25.36649215],0
n3,1,0.567917,0.32618,[80 23] ; [33 12],[78.64189189 24.35810811] ; [34.35810811 10.64189189],0
