Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,3.1e-05,17.34744,[14 30] ; [23  5],[22.61111111 21.38888889] ; [14.38888889 13.61111111],1
p3,1,7.3e-05,15.733944,[ 6 39] ; [16 12],[13.56164384 31.43835616] ; [ 8.43835616 19.56164384],1
s7,1,0.0049,7.915841,[ 6 38] ; [11 14],[10.84057971 33.15942029] ; [ 6.15942029 18.84057971],0
s8,1,0.011414,6.399653,[ 5 40] ; [10 18],[ 9.24657534 35.75342466] ; [ 5.75342466 22.24657534],0
n1,1,0.012436,6.247597,[ 3 14] ; [6 3],[ 5.88461538 11.11538462] ; [3.11538462 5.88461538],0
a5,1,0.014025,6.035053,[10 35] ; [14 14],[14.79452055 30.20547945] ; [ 9.20547945 18.79452055],0
v2,1,0.014504,5.975701,[ 6 37] ; [11 17],[10.29577465 32.70422535] ; [ 6.70422535 21.29577465],0
s3,1,0.024635,5.049351,[13 32] ; [15 12],[17.5 27.5] ; [10.5 16.5],0
p2,1,0.026268,4.938312,[25 19] ; [23  5],[29.33333333 14.66666667] ; [18.66666667  9.33333333],0
p6,1,0.053724,3.721258,[ 7 37] ; [10 18],[10.38888889 33.61111111] ; [ 6.61111111 21.38888889],0
r3,1,0.062046,3.481842,[27 17] ; [23  5],[30.55555556 13.44444444] ; [19.44444444  8.55555556],0
a8,1,0.064728,3.411894,[ 2 40] ; [ 5 22],[ 4.26086957 37.73913043] ; [ 2.73913043 24.26086957],0
a4,1,0.107834,2.58568,[ 6 39] ; [ 8 20],[ 8.63013699 36.36986301] ; [ 5.36986301 22.63013699],0
n3,1,0.14753,2.097605,[11  6] ; [9 1],[12.59259259  4.40740741] ; [7.40740741 2.59259259],0
p8,1,0.148278,2.089877,[14 31] ; [13 14],[16.875 28.125] ; [10.125 16.875],0
b4,1,0.176374,1.827914,[25 20] ; [11 17],[22.19178082 22.80821918] ; [13.80821918 14.19178082],0
a3,1,0.187445,1.737582,[14 31] ; [13 15],[16.64383562 28.35616438] ; [10.35616438 17.64383562],0
p10,1,0.197839,1.658256,[22 20] ; [19  9],[24.6 17.4] ; [16.4 11.6],0
v1,1,0.20882,1.57959,[10 35] ; [10 18],[12.32876712 32.67123288] ; [ 7.67123288 20.32876712],0
s2,1,0.20882,1.57959,[10 35] ; [10 18],[12.32876712 32.67123288] ; [ 7.67123288 20.32876712],0
d3,1,0.239514,1.383451,[ 6 37] ; [ 7 21],[ 7.87323944 35.12676056] ; [ 5.12676056 22.87323944],0
n6,1,0.258454,1.277017,[28 17] ; [21  7],[30.20547945 14.79452055] ; [18.79452055  9.20547945],0
p5,1,0.296446,1.090113,[ 1 43] ; [ 2 25],[ 1.85915493 42.14084507] ; [ 1.14084507 25.85915493],0
u3,1,0.326717,0.961866,[ 8 23] ; [6 9],[ 9.43478261 21.56521739] ; [ 4.56521739 10.43478261],0
b1,1,0.344538,0.893472,[19 26] ; [15 13],[20.95890411 24.04109589] ; [13.04109589 14.95890411],0
r4,1,0.344538,0.893472,[19 26] ; [15 13],[20.95890411 24.04109589] ; [13.04109589 14.95890411],0
n2,1,0.383666,0.758924,[9 8] ; [7 3],[10.07407407  6.92592593] ; [5.92592593 4.07407407],0
d5,1,0.395945,0.720607,[16 28] ; [13 15],[17.72222222 26.27777778] ; [11.27777778 16.72222222],0
b5,1,0.402425,0.701067,[27 18] ; [14 14],[25.2739726 19.7260274] ; [15.7260274 12.2739726],0
s6,1,0.479561,0.499861,[12 33] ; [ 9 17],[13.30985915 31.69014085] ; [ 7.69014085 18.30985915],0
a7,1,0.513239,0.427458,[17 27] ; [13 15],[18.33333333 25.66666667] ; [11.66666667 16.33333333],0
r2,1,0.534358,0.386097,[32 13] ; [21  6],[33.125 11.875] ; [19.875  7.125],0
v3,1,0.534361,0.386091,[ 7 37] ; [ 3 25],[ 6.11111111 37.88888889] ; [ 3.88888889 24.11111111],0
s4,1,0.53491,0.385055,[ 9 36] ; [ 4 24],[ 8.01369863 36.98630137] ; [ 4.98630137 23.01369863],0
p1,1,0.55564,0.34731,[ 5 39] ; [ 2 26],[ 4.27777778 39.72222222] ; [ 2.72222222 25.27777778],0
a6,1,0.566119,0.32922,[21 24] ; [15 13],[22.19178082 22.80821918] ; [13.80821918 14.19178082],0
u2,1,0.605286,0.267097,[10 21] ; [6 9],[10.7826087 20.2173913] ; [5.2173913 9.7826087],0
s1,1,0.62229,0.242662,[ 2 43] ; [ 2 26],[ 2.46575342 42.53424658] ; [ 1.53424658 26.46575342],0
a2,1,0.62229,0.242662,[ 2 43] ; [ 2 26],[ 2.46575342 42.53424658] ; [ 1.53424658 26.46575342],0
b3,1,0.62873,0.233787,[ 7 16] ; [ 4 13],[ 6.325 16.675] ; [ 4.675 12.325],0
b2,1,0.62873,0.233787,[ 7 16] ; [ 4 13],[ 6.325 16.675] ; [ 4.675 12.325],0
v4,1,0.634861,0.225526,[32 12] ; [21  6],[32.84507042 11.15492958] ; [20.15492958  6.84507042],0
p9,1,0.674166,0.176768,[28 14] ; [20  8],[28.8 13.2] ; [19.2  8.8],0
d2,1,0.695977,0.15269,[11 34] ; [ 8 20],[11.71232877 33.28767123] ; [ 7.28767123 20.71232877],0
d1,1,0.731309,0.117913,[ 1 44] ; [ 1 27],[ 1.23287671 43.76712329] ; [ 0.76712329 27.23287671],0
p12,1,0.855027,0.033382,[ 2 43] ; [ 1 27],[ 1.84931507 43.15068493] ; [ 1.15068493 26.84931507],0
n5,1,0.859168,0.031482,[33 12] ; [20  8],[32.67123288 12.32876712] ; [20.32876712  7.67123288],0
p11,1,0.894269,0.017664,[25 20] ; [16 12],[25.2739726 19.7260274] ; [15.7260274 12.2739726],0
n4,1,0.957441,0.002848,[26 19] ; [16 12],[25.89041096 19.10958904] ; [16.10958904 11.89041096],0
s5,1,1.0,0.0,[ 5 40] ; [ 3 24],[ 5. 40.] ; [ 3. 24.],0
