Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,3e-05,17.389198,[ 3 13] ; [14  1],[8.77419355 7.22580645] ; [8.22580645 6.77419355],1
a8,1,0.390447,0.737548,[ 3 13] ; [ 1 12],[ 2.20689655 13.79310345] ; [ 1.79310345 11.20689655],0
a3,1,0.438578,0.6,[11  4] ; [9 6],[10.  5.] ; [10.  5.],0
n4,1,0.519043,0.415794,[10  6] ; [11  4],[10.83870968  5.16129032] ; [10.16129032  4.83870968],0
d5,1,0.519043,0.415794,[10  6] ; [11  4],[10.83870968  5.16129032] ; [10.16129032  4.83870968],0
a4,1,0.551815,0.354075,[7 9] ; [ 5 10],[6.19354839 9.80645161] ; [5.80645161 9.19354839],0
a1,1,0.583013,0.301389,[ 2 14] ; [ 1 14],[ 1.5483871 14.4516129] ; [ 1.4516129 13.5483871],0
a7,1,0.593634,0.284705,[9 7] ; [7 8],[8.25806452 7.74193548] ; [7.74193548 7.25806452],0
b5,1,0.60524,0.267165,[ 6 10] ; [7 8],[6.70967742 9.29032258] ; [6.29032258 8.70967742],0
b1,1,0.60524,0.267165,[10  6] ; [8 7],[9.29032258 6.70967742] ; [8.70967742 6.29032258],0
s5,1,0.609473,0.260943,[ 4 12] ; [ 5 10],[ 4.64516129 11.35483871] ; [ 4.35483871 10.64516129],0
u3,1,0.621014,0.244444,[1 4] ; [2 4],[1.36363636 3.63636364] ; [1.63636364 4.36363636],0
s7,1,0.685734,0.163743,[ 4 10] ; [5 9],[4.5 9.5] ; [4.5 9.5],0
n1,1,0.732678,0.116667,[4 6] ; [2 2],[4.28571429 5.71428571] ; [1.71428571 2.28571429],0
s2,1,0.778746,0.078935,[ 5 11] ; [ 4 11],[ 4.64516129 11.35483871] ; [ 4.35483871 10.64516129],0
a6,1,0.808543,0.058712,[ 6 10] ; [ 5 10],[ 5.67741935 10.32258065] ; [5.32258065 9.67741935],0
d3,1,0.832535,0.044712,[7 9] ; [6 9],[6.70967742 9.29032258] ; [6.29032258 8.70967742],0
b4,1,0.832535,0.044712,[9 7] ; [9 6],[9.29032258 6.70967742] ; [8.70967742 6.29032258],0
d2,1,0.852765,0.034444,[8 8] ; [7 8],[7.74193548 8.25806452] ; [7.25806452 7.74193548],0
b2,1,0.863926,0.029371,[4 6] ; [4 7],[3.80952381 6.19047619] ; [4.19047619 6.80952381],0
b3,1,0.863926,0.029371,[4 6] ; [4 7],[3.80952381 6.19047619] ; [4.19047619 6.80952381],0
s3,1,0.87046,0.026593,[7 9] ; [7 8],[7.22580645 8.77419355] ; [6.77419355 8.22580645],0
d4,1,0.92985,0.00775,[13  3] ; [12  3],[12.90322581  3.09677419] ; [12.09677419  2.90322581],0
s4,1,0.944857,0.004784,[ 2 14] ; [ 2 13],[ 2.06451613 13.93548387] ; [ 1.93548387 13.06451613],0
p1,1,0.962361,0.002227,[ 1 15] ; [ 1 14],[ 1.03225806 14.96774194] ; [ 0.96774194 14.03225806],0
n2,1,1.0,0.0,[5 5] ; [2 2],[5. 5.] ; [2. 2.],0
