Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,3e-05,17.389198,[ 3 13] ; [14  1],[8.77419355 7.22580645] ; [8.22580645 6.77419355],1
p11,1,0.000649,11.629844,[ 3 13] ; [12  3],[7.74193548 8.25806452] ; [7.25806452 7.74193548],1
p10,1,0.002275,9.313568,[ 3 13] ; [11  4],[7.22580645 8.77419355] ; [6.77419355 8.22580645],0
n6,1,0.009545,6.717953,[ 5 11] ; [11  3],[8.53333333 7.46666667] ; [7.46666667 6.53333333],0
p8,1,0.015079,5.907222,[ 2 14] ; [8 7],[ 5.16129032 10.83870968] ; [ 4.83870968 10.16129032],0
p7,1,0.018455,5.552467,[ 3 13] ; [9 6],[6.19354839 9.80645161] ; [5.80645161 9.19354839],0
p4,1,0.044311,4.044678,[ 3 13] ; [8 7],[ 5.67741935 10.32258065] ; [5.32258065 9.67741935],0
a5,1,0.081054,3.043636,[8 8] ; [12  3],[10.32258065  5.67741935] ; [9.67741935 5.32258065],0
r4,1,0.10439,2.637153,[ 6 10] ; [10  5],[8.25806452 7.74193548] ; [7.74193548 7.25806452],0
r3,1,0.124362,2.361504,[10  6] ; [13  2],[11.87096774  4.12903226] ; [11.12903226  3.87096774],0
s6,1,0.143235,2.142857,[ 6 10] ; [9 5],[8. 8.] ; [7. 7.],0
n3,1,0.164264,1.934524,[3 6] ; [3 1],[4.15384615 4.84615385] ; [1.84615385 2.15384615],0
v3,1,0.165461,1.92359,[ 4 12] ; [ 1 14],[ 2.58064516 13.41935484] ; [ 2.41935484 12.58064516],0
s8,1,0.165623,1.922123,[ 2 14] ; [ 5 10],[ 3.61290323 12.38709677] ; [ 3.38709677 11.61290323],0
p6,1,0.165623,1.922123,[ 2 14] ; [ 5 10],[ 3.61290323 12.38709677] ; [ 3.38709677 11.61290323],0
p3,1,0.19271,1.69678,[ 3 13] ; [6 9],[ 4.64516129 11.35483871] ; [ 4.35483871 10.64516129],0
v1,1,0.207673,1.587576,[ 4 12] ; [7 8],[ 5.67741935 10.32258065] ; [5.32258065 9.67741935],0
s1,1,0.315905,1.005826,[ 3 13] ; [ 1 14],[ 2.06451613 13.93548387] ; [ 1.93548387 13.06451613],0
d1,1,0.320489,0.986951,[7 9] ; [ 4 11],[ 5.67741935 10.32258065] ; [5.32258065 9.67741935],0
n5,1,0.365592,0.818594,[7 9] ; [9 6],[8.25806452 7.74193548] ; [7.74193548 7.25806452],0
r2,1,0.371949,0.797143,[12  4] ; [9 6],[10.83870968  5.16129032] ; [10.16129032  4.83870968],0
v2,1,0.376017,0.783683,[ 6 10] ; [8 7],[7.22580645 8.77419355] ; [6.77419355 8.22580645],0
u2,1,0.376462,0.782222,[3 2] ; [2 4],[2.27272727 2.72727273] ; [2.72727273 3.27272727],0
