Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.032189,4.588426,[ 2 12] ; [6 5],[4.48 9.52] ; [3.52 7.48],0
p4,1,0.040078,4.214583,[7 9] ; [ 1 11],[ 4.57142857 11.42857143] ; [3.42857143 8.57142857],0
p9,1,0.044685,4.030475,[ 4 12] ; [7 4],[6.51851852 9.48148148] ; [4.48148148 6.51851852],0
p2,1,0.073896,3.194296,[ 4 12] ; [7 5],[6.28571429 9.71428571] ; [4.71428571 7.28571429],0
n6,1,0.079741,3.070175,[ 3 13] ; [6 6],[ 5.14285714 10.85714286] ; [3.85714286 8.14285714],0
r3,1,0.128872,2.306043,[9 7] ; [10  2],[10.85714286  5.14285714] ; [8.14285714 3.85714286],0
d5,1,0.128872,2.306043,[9 7] ; [10  2],[10.85714286  5.14285714] ; [8.14285714 3.85714286],0
s2,1,0.143606,2.138889,[ 5 11] ; [ 1 11],[ 3.42857143 12.57142857] ; [2.57142857 9.42857143],0
v2,1,0.151825,2.053819,[ 5 11] ; [7 5],[6.85714286 9.14285714] ; [5.14285714 6.85714286],0
r4,1,0.171857,1.866667,[ 4 12] ; [6 6],[ 5.71428571 10.28571429] ; [4.28571429 7.71428571],0
v3,1,0.222994,1.485,[ 4 11] ; [ 1 11],[ 2.77777778 12.22222222] ; [2.22222222 9.77777778],0
a3,1,0.227195,1.458333,[10  6] ; [10  2],[11.42857143  4.57142857] ; [8.57142857 3.42857143],0
d2,1,0.228871,1.447863,[7 9] ; [8 4],[8.57142857 7.42857143] ; [6.42857143 5.57142857],0
s4,1,0.254478,1.298551,[ 4 12] ; [ 1 11],[ 2.85714286 13.14285714] ; [2.14285714 9.85714286],0
a4,1,0.274006,1.196581,[ 6 10] ; [7 5],[7.42857143 8.57142857] ; [5.57142857 6.42857143],0
d1,1,0.274006,1.196581,[ 6 10] ; [7 5],[7.42857143 8.57142857] ; [5.57142857 6.42857143],0
v1,1,0.280077,1.166717,[ 6 10] ; [2 9],[ 4.74074074 11.25925926] ; [3.25925926 7.74074074],0
s5,1,0.331567,0.942769,[ 2 14] ; [3 8],[ 2.96296296 13.03703704] ; [2.03703704 8.96296296],0
d4,1,0.435678,0.607639,[13  3] ; [11  1],[13.71428571  2.28571429] ; [10.28571429  1.71428571],0
p6,1,0.435678,0.607639,[ 3 13] ; [ 1 11],[ 2.28571429 13.71428571] ; [ 1.71428571 10.28571429],0
p7,1,0.48338,0.491228,[ 6 10] ; [3 9],[ 5.14285714 10.85714286] ; [3.85714286 8.14285714],0
b4,1,0.48338,0.491228,[10  6] ; [9 3],[10.85714286  5.14285714] ; [8.14285714 3.85714286],0
a5,1,0.508332,0.4375,[10  6] ; [6 6],[9.14285714 6.85714286] ; [6.85714286 5.14285714],0
n2,1,0.558185,0.342857,[4 3] ; [2 3],[3.5 3.5] ; [2.5 2.5],0
r2,1,0.599337,0.275996,[8 7] ; [7 4],[8.65384615 6.34615385] ; [6.34615385 4.65384615],0
p10,1,0.629063,0.233333,[ 4 12] ; [4 8],[ 4.57142857 11.42857143] ; [3.42857143 8.57142857],0
s3,1,0.65591,0.198529,[ 5 10] ; [5 7],[5.55555556 9.44444444] ; [4.44444444 7.55555556],0
r1,1,0.66171,0.191453,[8 8] ; [7 5],[8.57142857 7.42857143] ; [6.42857143 5.57142857],0
a7,1,0.66171,0.191453,[8 8] ; [7 5],[8.57142857 7.42857143] ; [6.42857143 5.57142857],0
n1,1,0.678845,0.171429,[2 5] ; [2 3],[2.33333333 4.66666667] ; [1.66666667 3.33333333],0
a2,1,0.724263,0.124444,[ 2 14] ; [ 1 11],[ 1.71428571 14.28571429] ; [ 1.28571429 10.71428571],0
b1,1,0.742787,0.107692,[9 7] ; [6 6],[8.57142857 7.42857143] ; [6.42857143 5.57142857],0
p8,1,0.781814,0.076705,[ 5 11] ; [4 7],[ 5.33333333 10.66666667] ; [3.66666667 7.33333333],0
n4,1,0.819872,0.051852,[ 6 10] ; [4 8],[ 5.71428571 10.28571429] ; [4.28571429 7.71428571],0
s6,1,0.819872,0.051852,[ 6 10] ; [4 8],[ 5.71428571 10.28571429] ; [4.28571429 7.71428571],0
b2,1,0.844674,0.038384,[5 6] ; [4 4],[5.21052632 5.78947368] ; [3.78947368 4.21052632],0
b3,1,0.844674,0.038384,[5 6] ; [4 4],[5.21052632 5.78947368] ; [3.78947368 4.21052632],0
a6,1,0.907008,0.013645,[ 5 11] ; [4 8],[ 5.14285714 10.85714286] ; [3.85714286 8.14285714],0
d3,1,0.912219,0.012153,[9 7] ; [7 5],[9.14285714 6.85714286] ; [6.85714286 5.14285714],0
b5,1,1.0,0.0,[8 8] ; [6 6],[8. 8.] ; [6. 6.],0
