Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.008908,6.841174,[2 7] ; [20  8],[5.35135135 3.64864865] ; [16.64864865 11.35135135],0
a8,1,0.019177,5.485333,[3 6] ; [ 1 24],[1.05882353 7.94117647] ; [ 2.94117647 22.05882353],0
p2,1,0.024605,5.051493,[5 4] ; [25  3],[7.2972973 1.7027027] ; [22.7027027  5.2972973],0
a3,1,0.027612,4.852148,[2 7] ; [18 10],[4.86486486 4.13513514] ; [15.13513514 12.86486486],0
n5,1,0.08266,3.011803,[8 1] ; [16 12],[5.83783784 3.16216216] ; [18.16216216  9.83783784],0
v4,1,0.088483,2.901759,[4 5] ; [21  7],[6.08108108 2.91891892] ; [18.91891892  9.08108108],0
v1,1,0.100657,2.69511,[2 7] ; [15 13],[4.13513514 4.86486486] ; [12.86486486 15.13513514],0
p7,1,0.116248,2.467156,[8 1] ; [17 11],[6.08108108 2.91891892] ; [18.91891892  9.08108108],0
s7,1,0.132529,2.262626,[1 7] ; [10 14],[2.75 5.25] ; [ 8.25 15.75],0
v2,1,0.153408,2.038036,[2 6] ; [15 13],[3.77777778 4.22222222] ; [13.22222222 14.77777778],0
s2,1,0.171857,1.866667,[2 7] ; [13 14],[3.75 5.25] ; [11.25 15.75],0
p3,1,0.198203,1.655568,[7 2] ; [15 13],[5.35135135 3.64864865] ; [16.64864865 11.35135135],0
a4,1,0.207717,1.587265,[5 4] ; [ 9 19],[3.40540541 5.59459459] ; [10.59459459 17.40540541],0
b4,1,0.266831,1.232969,[2 7] ; [12 16],[3.40540541 5.59459459] ; [10.59459459 17.40540541],0
p10,1,0.29627,1.090909,[5 4] ; [20  7],[6.25 2.75] ; [18.75  8.25],0
s3,1,0.329114,0.952381,[5 4] ; [10 17],[3.75 5.25] ; [11.25 15.75],0
v3,1,0.35092,0.870129,[2 7] ; [11 17],[3.16216216 5.83783784] ; [ 9.83783784 18.16216216],0
d5,1,0.376204,0.783069,[5 4] ; [20  8],[6.08108108 2.91891892] ; [18.91891892  9.08108108],0
u1,1,0.384206,0.7572,[1 8] ; [ 1 27],[0.48648649 8.51351351] ; [ 1.51351351 26.48648649],0
a6,1,0.391408,0.734564,[4 5] ; [17 11],[5.10810811 3.89189189] ; [15.89189189 12.10810811],0
s6,1,0.391408,0.734564,[4 5] ; [17 11],[5.10810811 3.89189189] ; [15.89189189 12.10810811],0
b2,1,0.432738,0.615463,[1 7] ; [ 4 11],[1.73913043 6.26086957] ; [ 3.26086957 11.73913043],0
b3,1,0.432738,0.615463,[1 7] ; [ 4 11],[1.73913043 6.26086957] ; [ 3.26086957 11.73913043],0
p5,1,0.453255,0.5625,[1 7] ; [ 7 21],[1.77777778 6.22222222] ; [ 6.22222222 21.77777778],0
p9,1,0.504985,0.444444,[6 3] ; [21  6],[6.75 2.25] ; [20.25  6.75],0
n2,1,0.52179,0.410354,[1 1] ; [8 3],[1.38461538 0.61538462] ; [7.61538462 3.38461538],0
b1,1,0.612689,0.256277,[6 3] ; [16 12],[5.35135135 3.64864865] ; [16.64864865 11.35135135],0
p11,1,0.62434,0.239815,[6 3] ; [21  7],[6.56756757 2.43243243] ; [20.43243243  7.56756757],0
n6,1,0.62434,0.239815,[6 3] ; [21  7],[6.56756757 2.43243243] ; [20.43243243  7.56756757],0
a7,1,0.633677,0.227107,[5 4] ; [13 15],[4.37837838 4.62162162] ; [13.62162162 14.37837838],0
n4,1,0.748737,0.102595,[6 3] ; [17 11],[5.59459459 3.40540541] ; [17.40540541 10.59459459],0
r1,1,0.748737,0.102595,[3 6] ; [11 17],[3.40540541 5.59459459] ; [10.59459459 17.40540541],0
s4,1,0.771159,0.084599,[2 7] ; [ 5 23],[1.7027027 7.2972973] ; [ 5.2972973 22.7027027],0
u3,1,0.771519,0.084325,[3 4] ; [5 5],[3.29411765 3.70588235] ; [4.70588235 5.29411765],0
p8,1,0.85837,0.031844,[4 4] ; [15 13],[4.22222222 3.77777778] ; [14.77777778 13.22222222],0
r3,1,0.865824,0.028549,[7 2] ; [21  7],[6.81081081 2.18918919] ; [21.18918919  6.81081081],0
r4,1,0.896441,0.016941,[3 6] ; [10 18],[3.16216216 5.83783784] ; [ 9.83783784 18.16216216],0
s8,1,0.896441,0.016941,[3 6] ; [10 18],[3.16216216 5.83783784] ; [ 9.83783784 18.16216216],0
u2,1,0.906224,0.013878,[4 3] ; [6 4],[4.11764706 2.88235294] ; [5.88235294 4.11764706],0
b5,1,0.917246,0.010796,[5 4] ; [15 13],[4.86486486 4.13513514] ; [15.13513514 12.86486486],0
a5,1,0.933362,0.006992,[5 4] ; [16 12],[5.10810811 3.89189189] ; [15.89189189 12.10810811],0
d2,1,0.947085,0.004405,[3 6] ; [ 9 19],[2.91891892 6.08108108] ; [ 9.08108108 18.91891892],0
p6,1,0.947085,0.004405,[3 6] ; [ 9 19],[2.91891892 6.08108108] ; [ 9.08108108 18.91891892],0
