Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,3e-06,22.002435,[40  9] ; [31 48],[27.1796875 21.8203125] ; [43.8203125 35.1796875],1
s3,1,1.9e-05,18.329073,[38  9] ; [32 45],[26.53225806 20.46774194] ; [43.46774194 33.53225806],1
s6,1,0.002899,8.870195,[44  4] ; [53 24],[37.248 10.752] ; [59.752 17.248],0
p6,1,0.009594,6.708842,[24 25] ; [20 56],[17.248 31.752] ; [26.752 49.248],0
s4,1,0.024585,5.052869,[17 32] ; [13 63],[11.76 37.24] ; [18.24 57.76],0
p4,1,0.029873,4.716578,[35 14] ; [40 37],[29.16666667 19.83333333] ; [45.83333333 31.16666667],0
a3,1,0.031281,4.637479,[38 11] ; [46 32],[32.40944882 16.59055118] ; [51.59055118 26.40944882],0
p3,1,0.04342,4.078964,[31 18] ; [35 43],[25.46456693 23.53543307] ; [40.53543307 37.46456693],0
s1,1,0.047054,3.943439,[ 4 44] ; [ 1 78],[ 1.88976378 46.11023622] ; [ 3.11023622 75.88976378],0
n4,1,0.053144,3.739378,[40  9] ; [52 27],[35.21875 13.78125] ; [56.78125 22.21875],0
p9,1,0.099056,2.720681,[42  5] ; [59 17],[38.59349593  8.40650407] ; [62.40650407 13.59349593],0
a6,1,0.126201,2.338628,[23 26] ; [48 31],[27.1796875 21.8203125] ; [43.8203125 35.1796875],0
v1,1,0.148582,2.086747,[19 30] ; [40 37],[22.94444444 26.05555556] ; [36.05555556 40.94444444],0
p2,1,0.164794,1.929674,[44  5] ; [62 15],[41.22222222  7.77777778] ; [64.77777778 12.22222222],0
p7,1,0.179171,1.804491,[33 13] ; [46 31],[29.54471545 16.45528455] ; [49.45528455 27.54471545],0
b4,1,0.18271,1.775444,[36 13] ; [49 30],[32.5390625 16.4609375] ; [52.4609375 26.5390625],0
d4,1,0.191293,1.707634,[40  9] ; [70  8],[42.44094488  6.55905512] ; [67.55905512 10.44094488],0
u3,1,0.218685,1.512982,[8 3] ; [17 16],[6.25 4.75] ; [18.75 14.25],0
r3,1,0.219421,1.508156,[46  2] ; [70  8],[44.19047619  3.80952381] ; [71.80952381  6.19047619],0
n5,1,0.256888,1.285452,[36 12] ; [51 27],[33.14285714 14.85714286] ; [53.85714286 24.14285714],0
u2,1,0.282605,1.154519,[6 4] ; [13 19],[4.52380952 5.47619048] ; [14.47619048 17.52380952],0
d1,1,0.378509,0.775537,[24 25] ; [45 34],[26.4140625 22.5859375] ; [42.5859375 36.4140625],0
n2,1,0.403569,0.697665,[10  1] ; [11  3],[9.24 1.76] ; [11.76  2.24],0
a1,1,0.42477,0.637079,[ 2 47] ; [ 6 73],[ 3.0625 45.9375] ; [ 4.9375 74.0625],0
b2,1,0.447455,0.577091,[13 20] ; [14 31],[11.42307692 21.57692308] ; [15.57692308 29.42307692],0
b3,1,0.447455,0.577091,[13 20] ; [14 31],[11.42307692 21.57692308] ; [15.57692308 29.42307692],0
a8,1,0.455821,0.556136,[ 6 37] ; [ 7 67],[ 4.77777778 38.22222222] ; [ 8.22222222 65.77777778],0
a2,1,0.458267,0.550124,[12 37] ; [15 64],[10.3359375 38.6640625] ; [16.6640625 62.3359375],0
