Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,3e-06,22.002435,[40  9] ; [31 48],[27.1796875 21.8203125] ; [43.8203125 35.1796875],1
p8,1,0.533014,0.388642,[25 22] ; [37 41],[23.312 23.688] ; [38.688 39.312],0
n3,1,0.558185,0.342857,[6 4] ; [10  4],[6.66666667 3.33333333] ; [9.33333333 4.66666667],0
b5,1,0.585392,0.297598,[26 23] ; [38 41],[24.5 24.5] ; [39.5 39.5],0
p10,1,0.590534,0.289511,[40  9] ; [59 17],[38.808 10.192] ; [60.192 15.808],0
r2,1,0.593399,0.285068,[46  2] ; [73  5],[45.33333333  2.66666667] ; [73.66666667  4.33333333],0
n6,1,0.618131,0.248503,[41  7] ; [69  9],[41.9047619  6.0952381] ; [68.0952381  9.9047619],0
d3,1,0.640399,0.21822,[33 16] ; [50 29],[31.7734375 17.2265625] ; [51.2265625 27.7734375],0
v3,1,0.650181,0.205672,[16 32] ; [23 55],[14.85714286 33.14285714] ; [24.14285714 53.85714286],0
p5,1,0.655025,0.199624,[ 8 41] ; [15 62],[ 8.94444444 40.05555556] ; [14.05555556 62.94444444],0
p12,1,0.694644,0.154104,[ 4 45] ; [ 8 70],[ 4.62992126 44.37007874] ; [ 7.37007874 70.62992126],0
v4,1,0.698732,0.149794,[44  4] ; [72  5],[44.544  3.456] ; [71.456  5.544],0
n1,1,0.729165,0.11988,[5 6] ; [5 8],[4.58333333 6.41666667] ; [5.41666667 7.58333333],0
u1,1,0.742413,0.108017,[ 7 42] ; [13 66],[ 7.65625 41.34375] ; [12.34375 66.65625],0
r4,1,0.785549,0.074036,[43  6] ; [68 11],[42.4921875  6.5078125] ; [68.5078125 10.4921875],0
b1,1,0.786409,0.073428,[15 34] ; [26 53],[15.6953125 33.3046875] ; [25.3046875 53.6953125],0
a5,1,0.78738,0.072746,[33 16] ; [55 24],[33.6875 15.3125] ; [54.3125 24.6875],0
p1,1,0.835215,0.043271,[ 7 42] ; [10 67],[ 6.61111111 42.38888889] ; [10.38888889 66.61111111],0
p11,1,0.843756,0.038845,[39 10] ; [64 15],[39.4296875  9.5703125] ; [63.5703125 15.4296875],0
d5,1,0.880975,0.02242,[39 10] ; [62 17],[38.6640625 10.3359375] ; [62.3359375 16.6640625],0
a7,1,0.89021,0.019055,[32 17] ; [50 28],[31.63779528 17.36220472] ; [50.36220472 27.63779528],0
a4,1,0.89815,0.016384,[23 26] ; [38 41],[23.3515625 25.6484375] ; [37.6484375 41.3515625],0
v2,1,0.919094,0.010318,[25 24] ; [40 37],[25.27777778 23.72222222] ; [39.72222222 37.27777778],0
d2,1,0.919094,0.010318,[24 25] ; [37 40],[23.72222222 25.27777778] ; [37.27777778 39.72222222],0
r1,1,0.931024,0.007492,[38 11] ; [61 17],[38.19685039 10.80314961] ; [60.80314961 17.19685039],0
