Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,75.707595,[165 113] ; [ 32 146],[120.10087719 157.89912281] ; [ 76.89912281 101.10087719],1
v1,1,0.0,38.572526,[194  86] ; [ 71 107],[162.00873362 117.99126638] ; [102.99126638  75.00873362],1
p10,1,0.001144,10.578494,[246  35] ; [135  43],[233.24836601  47.75163399] ; [147.75163399  30.24836601],0
d5,1,0.001256,10.40598,[240  43] ; [129  49],[226.52277657  56.47722343] ; [142.47722343  35.52277657],0
p3,1,0.001718,9.82858,[181 101] ; [89 91],[164.80519481 117.19480519] ; [105.19480519  74.80519481],0
n5,1,0.002987,8.815414,[228  52] ; [125  55],[214.86956522  65.13043478] ; [138.13043478  41.86956522],0
a6,1,0.003062,8.769998,[203  79] ; [105  74],[188.40780911  93.59219089] ; [119.59219089  59.40780911],0
r3,1,0.003613,8.468888,[276   6] ; [166  14],[269.79220779  12.20779221] ; [172.20779221   7.79220779],0
p11,1,0.005192,7.811228,[245  39] ; [137  43],[233.81034483  50.18965517] ; [148.18965517  31.81034483],0
r1,1,0.007299,7.197826,[240  43] ; [133  45],[228.97830803  54.02169197] ; [144.02169197  33.97830803],0
v4,1,0.008349,6.957004,[272   7] ; [166  14],[266.23529412  12.76470588] ; [171.76470588   8.23529412],0
d3,1,0.00844,6.93764,[205  78] ; [108  70],[192.14533623  90.85466377] ; [120.85466377  57.14533623],0
s7,1,0.008464,6.932506,[150 120] ; [73 98],[136.53061224 133.46938776] ; [86.46938776 84.53061224],0
r2,1,0.00886,6.850824,[267  10] ; [161  17],[260.56263736  16.43736264] ; [167.43736264  10.56263736],0
a5,1,0.010846,6.490333,[224  60] ; [123  57],[212.38793103  71.61206897] ; [134.61206897  45.38793103],0
d1,1,0.012392,6.253914,[177 107] ; [91 89],[164.03448276 119.96551724] ; [103.96551724  76.03448276],0
u1,1,0.014478,5.978875,[ 58 226] ; [ 21 159],[ 48.35344828 235.64655172] ; [ 30.64655172 149.35344828],0
a3,1,0.020056,5.407036,[220  63] ; [121  57],[209.3340564  73.6659436] ; [131.6659436  46.3340564],0
n4,1,0.025278,5.004751,[236  47] ; [134  45],[226.64502165  56.35497835] ; [143.35497835  35.64502165],0
p9,1,0.034398,4.474791,[249  34] ; [143  34],[241.16521739  41.83478261] ; [150.83478261  26.16521739],0
s8,1,0.055086,3.679469,[141 140] ; [ 73 105],[131.01089325 149.98910675] ; [82.98910675 95.01089325],0
n6,1,0.064806,3.40992,[245  34] ; [146  33],[238.18558952  40.81441048] ; [152.81441048  26.18558952],0
d4,1,0.066389,3.37012,[240  43] ; [139  39],[232.66160521  50.33839479] ; [146.33839479  31.66160521],0
a2,1,0.071852,3.240206,[ 76 208] ; [ 35 145],[ 67.93965517 216.06034483] ; [ 43.06034483 136.93965517],0
p8,1,0.090401,2.867214,[193  87] ; [109  69],[184.62882096  95.37117904] ; [117.37117904  60.62882096],0
s5,1,0.101498,2.681851,[103 175] ; [ 53 126],[ 94.89715536 183.10284464] ; [ 61.10284464 117.89715536],0
b1,1,0.108111,2.581625,[108 176] ; [82 98],[116.29310345 167.70689655] ; [ 73.70689655 106.29310345],0
r4,1,0.118073,2.442703,[263  21] ; [159  21],[258.29310345  25.70689655] ; [163.70689655  16.29310345],0
b4,1,0.121012,2.404174,[166 118] ; [92 88],[157.9137931 126.0862069] ; [100.0862069  79.9137931],0
d2,1,0.133228,2.254484,[142 141] ; [ 77 102],[134.14935065 148.85064935] ; [84.85064935 94.14935065],0
a7,1,0.158194,1.99141,[209  74] ; [122  58],[202.3174946  80.6825054] ; [128.6825054  51.3174946],0
s2,1,0.266286,1.235779,[141 141] ; [80 99],[135.18872017 146.81127983] ; [85.81127983 93.18872017],0
n2,1,0.27976,1.168254,[36 10] ; [30 14],[33.73333333 12.26666667] ; [32.26666667 11.73333333],0
p12,1,0.280413,1.165087,[ 27 255] ; [ 12 167],[ 23.85683297 258.14316703] ; [ 15.14316703 163.85683297],0
p1,1,0.343909,0.895807,[ 26 257] ; [ 12 167],[ 23.27705628 259.72294372] ; [ 14.72294372 164.27705628],0
p4,1,0.344933,0.89201,[193  88] ; [116  64],[188.34924078  92.65075922] ; [120.65075922  59.34924078],0
p2,1,0.419224,0.652488,[255  28] ; [157  22],[252.37229437  30.62770563] ; [159.62770563  19.37229437],0
u4,1,0.41931,0.652247,[  6 278] ; [  2 178],[  4.89655172 279.10344828] ; [  3.10344828 176.89655172],0
p5,1,0.444903,0.583604,[ 44 240] ; [ 23 155],[ 41.18614719 242.81385281] ; [ 25.81385281 152.18614719],0
a4,1,0.455211,0.557644,[127 156] ; [ 74 105],[123.12337662 159.87662338] ; [ 77.87662338 101.12337662],0
n3,1,0.464718,0.534508,[37 10] ; [31 12],[35.51111111 11.48888889] ; [32.48888889 10.51111111],0
b5,1,0.500499,0.453879,[163 121] ; [109  71],[166.48275862 117.51724138] ; [105.51724138  74.48275862],0
s1,1,0.504777,0.444879,[  8 274] ; [  7 169],[  9.23580786 272.76419214] ; [  5.76419214 170.23580786],0
p6,1,0.52624,0.401647,[133 146] ; [79 98],[129.71052632 149.28947368] ; [82.28947368 94.71052632],0
u2,1,0.619093,0.247145,[33 28] ; [34 24],[34.34453782 26.65546218] ; [32.65546218 25.34453782],0
a1,1,0.622733,0.242045,[ 19 265] ; [ 10 170],[ 17.75 266.25] ; [ 11.25 168.75],0
a8,1,0.6807,0.169339,[ 50 204] ; [ 30 136],[ 48.38095238 205.61904762] ; [ 31.61904762 134.38095238],0
s6,1,0.69067,0.158361,[182  96] ; [112  64],[180.02643172  97.97356828] ; [113.97356828  62.02643172],0
b3,1,0.701063,0.147368,[ 73 115] ; [46 66],[ 74.57333333 113.42666667] ; [44.42666667 67.57333333],0
b2,1,0.701063,0.147368,[ 73 115] ; [46 66],[ 74.57333333 113.42666667] ; [44.42666667 67.57333333],0
u3,1,0.730143,0.11898,[34 30] ; [29 29],[33.04918033 30.95081967] ; [29.95081967 28.04918033],0
s3,1,0.877014,0.023949,[151 127] ; [98 80],[151.80263158 126.19736842] ; [97.19736842 80.80263158],0
