Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,1e-06,24.114833,[6 4] ; [93  2],[9.42857143 0.57142857] ; [89.57142857  5.42857143],1
r4,1,1.4e-05,18.863158,[4 6] ; [86  9],[8.57142857 1.42857143] ; [81.42857143 13.57142857],1
r2,1,7.6e-05,15.660191,[4 4] ; [87  6],[7.20792079 0.79207921] ; [83.79207921  9.20792079],1
p2,1,0.00473,7.98,[4 6] ; [76 19],[7.61904762 2.38095238] ; [72.38095238 22.61904762],0
p10,1,0.005747,7.627917,[2 8] ; [61 33],[6.05769231 3.94230769] ; [56.94230769 37.05769231],0
p11,1,0.012211,6.279904,[4 6] ; [73 22],[7.33333333 2.66666667] ; [69.66666667 25.33333333],0
p9,1,0.014632,5.960234,[3 6] ; [69 26],[6.23076923 2.76923077] ; [65.76923077 29.23076923],0
a6,1,0.019335,5.470966,[3 7] ; [64 31],[6.38095238 3.61904762] ; [60.61904762 34.38095238],0
p7,1,0.022131,5.235457,[2 8] ; [55 40],[5.42857143 4.57142857] ; [51.57142857 43.42857143],0
a7,1,0.026338,4.933694,[4 6] ; [70 25],[7.04761905 2.95238095] ; [66.95238095 28.04761905],0
r1,1,0.031637,4.618056,[5 5] ; [76 19],[7.71428571 2.28571429] ; [73.28571429 21.71428571],0
s6,1,0.03939,4.243959,[2 8] ; [51 43],[5.09615385 4.90384615] ; [47.90384615 46.09615385],0
p8,1,0.058835,3.569929,[1 9] ; [38 56],[3.75 6.25] ; [35.25 58.75],0
s8,1,0.061824,3.487762,[1 9] ; [38 57],[3.71428571 6.28571429] ; [35.28571429 59.71428571],0
b3,1,0.06852,3.318134,[5 3] ; [19 44],[2.70422535 5.29577465] ; [21.29577465 41.70422535],0
b2,1,0.06852,3.318134,[5 3] ; [19 44],[2.70422535 5.29577465] ; [21.29577465 41.70422535],0
n6,1,0.071698,3.243707,[4 6] ; [65 30],[6.57142857 3.42857143] ; [62.42857143 32.57142857],0
p4,1,0.092237,2.834884,[2 8] ; [45 49],[4.51923077 5.48076923] ; [42.48076923 51.51923077],0
d2,1,0.105072,2.626818,[7 3] ; [41 54],[4.57142857 5.42857143] ; [43.42857143 51.57142857],0
p6,1,0.125105,2.352217,[1 9] ; [31 61],[3.1372549 6.8627451] ; [28.8627451 63.1372549],0
v3,1,0.150862,2.06351,[1 9] ; [29 62],[2.97029703 7.02970297] ; [27.02970297 63.97029703],0
s7,1,0.198397,1.654135,[2 7] ; [40 50],[3.81818182 5.18181818] ; [38.18181818 51.81818182],0
s2,1,0.229223,1.445674,[2 8] ; [37 57],[3.75 6.25] ; [35.25 58.75],0
v1,1,0.274155,1.195838,[2 7] ; [38 55],[3.52941176 5.47058824] ; [36.47058824 56.52941176],0
b1,1,0.27798,1.176938,[6 4] ; [40 55],[4.38095238 5.61904762] ; [41.61904762 53.38095238],0
p5,1,0.282323,1.155875,[1 9] ; [ 3 92],[0.38095238 9.61904762] ; [ 3.61904762 91.38095238],0
d5,1,0.338612,0.915681,[9 1] ; [73 22],[7.80952381 2.19047619] ; [74.19047619 20.80952381],0
n1,1,0.348972,0.877193,[2 4] ; [ 3 16],[1.2 4.8] ; [ 3.8 15.2],0
p3,1,0.354795,0.856233,[3 7] ; [43 52],[4.38095238 5.61904762] ; [41.61904762 53.38095238],0
a5,1,0.35726,0.847502,[6 4] ; [70 25],[7.23809524 2.76190476] ; [68.76190476 26.23809524],0
a8,1,0.370268,0.802766,[2 8] ; [ 9 77],[1.14583333 8.85416667] ; [ 9.85416667 76.14583333],0
s3,1,0.387613,0.746416,[3 6] ; [45 48],[4.23529412 4.76470588] ; [43.76470588 49.23529412],0
a2,1,0.405896,0.690789,[1 9] ; [20 75],[2. 8.] ; [19. 76.],0
n2,1,0.412494,0.671601,[3 3] ; [13  6],[3.84 2.16] ; [12.16  6.84],0
b5,1,0.415074,0.664221,[5 5] ; [60 35],[6.19047619 3.80952381] ; [58.80952381 36.19047619],0
d3,1,0.445145,0.582985,[6 4] ; [68 27],[7.04761905 2.95238095] ; [66.95238095 28.04761905],0
a3,1,0.487605,0.481806,[8 2] ; [66 29],[7.04761905 2.95238095] ; [66.95238095 28.04761905],0
s1,1,0.539324,0.376794,[1 9] ; [ 5 90],[0.57142857 9.42857143] ; [ 5.42857143 89.57142857],0
d1,1,0.568572,0.325077,[6 4] ; [48 47],[5.14285714 4.85714286] ; [48.85714286 46.14285714],0
s5,1,0.586017,0.296608,[1 8] ; [16 71],[1.59375 7.40625] ; [15.40625 71.59375],0
d4,1,0.627994,0.234791,[9 1] ; [80 15],[8.47619048 1.52380952] ; [80.52380952 14.47619048],0
s4,1,0.659574,0.194042,[2 8] ; [14 81],[1.52380952 8.47619048] ; [14.47619048 80.52380952],0
n3,1,0.72158,0.126984,[5 1] ; [16  2],[5.25 0.75] ; [15.75  2.25],0
a4,1,0.726179,0.122649,[5 5] ; [42 53],[4.47619048 5.52380952] ; [42.52380952 52.47619048],0
u2,1,0.73467,0.114867,[1 1] ; [18 11],[1.22580645 0.77419355] ; [17.77419355 11.22580645],0
b4,1,0.740345,0.109823,[6 4] ; [62 33],[6.47619048 3.52380952] ; [61.52380952 33.47619048],0
v2,1,0.770357,0.085211,[5 5] ; [51 42],[5.4368932 4.5631068] ; [50.5631068 42.4368932],0
u1,1,0.810075,0.057758,[1 9] ; [12 83],[1.23809524 8.76190476] ; [11.76190476 83.23809524],0
