Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,52.995386,[105  13] ; [ 1 13],[94.75757576 23.24242424] ; [11.24242424  2.75757576],1
r1,1,0.0,27.514793,[98 19] ; [ 3 11],[90.20610687 26.79389313] ; [10.79389313  3.20610687],1
v4,1,6e-05,16.113268,[106  12] ; [7 7],[101.01515152  16.98484848] ; [11.98484848  2.01515152],1
r3,1,0.000397,12.544018,[107  11] ; [8 6],[102.8030303  15.1969697] ; [12.1969697  1.8030303],1
n6,1,0.002595,9.072544,[81 36] ; [ 4 10],[75.91603053 41.08396947] ; [9.08396947 4.91603053],0
p2,1,0.009365,6.751816,[83 35] ; [5 9],[78.66666667 39.33333333] ; [9.33333333 4.66666667],0
s2,1,0.033051,4.543142,[41 75] ; [ 1 13],[37.47692308 78.52307692] ; [4.52307692 9.47692308],0
a1,1,0.038287,4.29224,[  7 111] ; [ 3 11],[  8.93939394 109.06060606] ; [ 1.06060606 12.93939394],0
s7,1,0.047159,3.939707,[39 73] ; [ 1 12],[35.84 76.16] ; [4.16 8.84],0
v3,1,0.050418,3.827487,[37 77] ; [ 1 13],[33.84375 80.15625] ; [4.15625 9.84375],0
s6,1,0.051773,3.783103,[65 51] ; [ 4 10],[61.56923077 54.43076923] ; [7.43076923 6.56923077],0
n4,1,0.064081,3.428483,[80 38] ; [6 8],[76.87878788 41.12121212] ; [9.12121212 4.87878788],0
d3,1,0.067026,3.35438,[86 31] ; [7 7],[83.0610687 33.9389313] ; [9.9389313 4.0610687],0
n5,1,0.104732,2.631964,[69 49] ; [5 9],[66.15151515 51.84848485] ; [7.84848485 6.15151515],0
b1,1,0.118948,2.431119,[50 68] ; [9 5],[52.74242424 65.25757576] ; [6.25757576 7.74242424],0
p8,1,0.119805,2.41987,[43 73] ; [ 2 11],[40.46511628 75.53488372] ; [4.53488372 8.46511628],0
s1,1,0.180134,1.796515,[  6 110] ; [ 2 12],[  7.13846154 108.86153846] ; [ 0.86153846 13.13846154],0
s3,1,0.191668,1.704751,[54 61] ; [ 4 10],[51.70542636 63.29457364] ; [6.29457364 7.70542636],0
p9,1,0.222174,1.490273,[43 70] ; [ 3 11],[40.92913386 72.07086614] ; [5.07086614 8.92913386],0
a8,1,0.240703,1.376471,[12 92] ; [ 3 10],[13.33333333 90.66666667] ; [ 1.66666667 11.33333333],0
p7,1,0.245924,1.346311,[52 64] ; [ 4 10],[49.96923077 66.03076923] ; [6.03076923 7.96923077],0
d4,1,0.294107,1.100723,[97 20] ; [10  4],[95.5648855 21.4351145] ; [11.4351145  2.5648855],0
b5,1,0.313047,1.017775,[83 35] ; [8 6],[81.34848485 36.65151515] ; [9.65151515 4.34848485],0
v1,1,0.320684,0.986155,[50 68] ; [ 4 10],[48.27272727 69.72727273] ; [5.72727273 8.27272727],0
p11,1,0.372134,0.796528,[57 61] ; [5 9],[55.42424242 62.57575758] ; [6.57575758 7.42424242],0
b4,1,0.390342,0.737875,[73 45] ; [7 7],[71.51515152 46.48484848] ; [8.48484848 5.51515152],0
s4,1,0.396293,0.719546,[18 97] ; [ 1 13],[16.9379845 98.0620155] ; [ 2.0620155 11.9379845],0
p6,1,0.40685,0.687988,[30 86] ; [ 2 11],[28.7751938 87.2248062] ; [3.2248062 9.7751938],0
p3,1,0.430347,0.621886,[40 78] ; [ 3 10],[38.73282443 79.26717557] ; [4.26717557 8.73282443],0
d1,1,0.45567,0.55651,[63 55] ; [6 8],[61.68181818 56.31818182] ; [7.31818182 6.68181818],0
u3,1,0.487804,0.481368,[22 17] ; [2 3],[21.27272727 17.72727273] ; [2.72727273 2.27272727],0
d2,1,0.551283,0.355024,[60 57] ; [6 8],[58.94656489 58.05343511] ; [7.05343511 6.94656489],0
n2,1,0.563424,0.33381,[25 16] ; [4 4],[24.26530612 16.73469388] ; [4.73469388 3.26530612],0
n3,1,0.613825,0.254642,[27 14] ; [6 2],[27.6122449 13.3877551] ; [5.3877551 2.6122449],0
p4,1,0.632791,0.228295,[50 68] ; [5 9],[49.16666667 68.83333333] ; [5.83333333 8.16666667],0
a4,1,0.648142,0.20825,[51 66] ; [7 7],[51.80152672 65.19847328] ; [6.19847328 7.80152672],0
a2,1,0.648371,0.20796,[32 86] ; [ 3 11],[31.28787879 86.71212121] ; [ 3.71212121 10.28787879],0
a6,1,0.656104,0.198291,[82 35] ; [9 5],[81.27480916 35.72519084] ; [9.72519084 4.27480916],0
n1,1,0.69627,0.152381,[18 22] ; [3 5],[17.5 22.5] ; [3.5 4.5],0
b3,1,0.747806,0.103384,[23 50] ; [4 7],[23.46428571 49.53571429] ; [3.53571429 7.46428571],0
b2,1,0.747806,0.103384,[23 50] ; [4 7],[23.46428571 49.53571429] ; [3.53571429 7.46428571],0
v2,1,0.840632,0.040435,[53 63] ; [6 8],[52.64615385 63.35384615] ; [6.35384615 7.64615385],0
a3,1,0.9005,0.015633,[79 38] ; [9 4],[79.2 37.8] ; [8.8 4.2],0
p1,1,0.934905,0.006671,[  9 107] ; [ 1 13],[  8.92307692 107.07692308] ; [ 1.07692308 12.92307692],0
d5,1,0.936196,0.006408,[93 24] ; [11  3],[92.88549618 24.11450382] ; [11.11450382  2.88549618],0
a5,1,0.957397,0.002854,[75 43] ; [9 5],[75.09090909 42.90909091] ; [8.90909091 5.09090909],0
u2,1,0.981561,0.000534,[15 22] ; [2 3],[14.97619048 22.02380952] ; [2.02380952 2.97619048],0
