Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,40.739545,[107  60] ; [23 75],[81.9245283 85.0754717] ; [48.0754717 49.9245283],1
v1,1,0.000306,13.031753,[124  44] ; [51 47],[110.52631579  57.47368421] ; [64.47368421 33.52631579],1
b1,1,0.024327,5.071195,[ 62 108] ; [50 49],[70.78066914 99.21933086] ; [41.21933086 57.78066914],0
p3,1,0.042987,4.095899,[117  53] ; [56 43],[109.33085502  60.66914498] ; [63.66914498 35.33085502],0
b4,1,0.053696,3.722128,[103  67] ; [48 51],[95.42750929 74.57249071] ; [55.57249071 43.42750929],0
s4,1,0.056178,3.646759,[ 28 141] ; [26 73],[ 34.05223881 134.94776119] ; [19.94776119 79.05223881],0
a6,1,0.0615,3.496456,[118  51] ; [58 41],[110.98507463  58.01492537] ; [65.01492537 33.98507463],0
u1,1,0.06441,3.420027,[ 42 128] ; [15 84],[ 36.02230483 133.97769517] ; [20.97769517 78.02230483],0
s6,1,0.074257,3.186323,[136  31] ; [87 10],[141.06439394  25.93560606] ; [81.93560606 15.06439394],0
n2,1,0.087439,2.920909,[26  4] ; [14  7],[23.52941176  6.47058824] ; [16.47058824  4.52941176],0
a7,1,0.103347,2.653113,[122  47] ; [62 37],[116.02985075  52.97014925] ; [67.97014925 31.02985075],0
n6,1,0.124142,2.36427,[152  15] ; [84 15],[148.16541353  18.83458647] ; [87.83458647 11.16541353],0
p2,1,0.153111,2.040979,[153  17] ; [94  5],[156.09665428  13.90334572] ; [90.90334572  8.09665428],0
s7,1,0.153817,2.033979,[132  30] ; [71 25],[127.46511628  34.53488372] ; [75.53488372 20.46511628],0
d4,1,0.157955,1.993695,[148  22] ; [79 19],[143.99253731  26.00746269] ; [83.00746269 14.99253731],0
a3,1,0.16003,1.973946,[140  29] ; [75 24],[135.57835821  33.42164179] ; [79.42164179 19.57835821],0
r2,1,0.221753,1.492992,[161   5] ; [92  6],[159.08333333   6.91666667] ; [93.91666667  4.08333333],0
d5,1,0.229904,1.441457,[148  22] ; [80 18],[144.62686567  25.37313433] ; [83.37313433 14.62686567],0
p4,1,0.241541,1.371577,[123  47] ; [78 21],[127.0260223  42.9739777] ; [73.9739777 25.0260223],0
s1,1,0.266512,1.234611,[  8 160] ; [ 2 95],[  6.33962264 161.66037736] ; [ 3.66037736 93.33962264],0
b5,1,0.284515,1.145395,[99 71] ; [51 48],[94.79553903 75.20446097] ; [55.20446097 43.79553903],0
b3,1,0.297075,1.08728,[50 67] ; [33 32],[53.35714286 63.64285714] ; [29.64285714 35.35714286],0
b2,1,0.297075,1.08728,[50 67] ; [33 32],[53.35714286 63.64285714] ; [29.64285714 35.35714286],0
s5,1,0.329756,0.949857,[85 78] ; [45 53],[81.18773946 81.81226054] ; [48.81226054 49.18773946],0
n4,1,0.36747,0.812203,[145  24] ; [80 18],[142.41573034  26.58426966] ; [82.58426966 15.41573034],0
