Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,45.446779,[84 35] ; [ 1 30],[67.43333333 51.56666667] ; [17.56666667 13.43333333],1
d3,1,0.0,26.841082,[99 20] ; [11 19],[87.85234899 31.14765101] ; [22.14765101  7.85234899],1
d5,1,5e-05,16.444445,[103  16] ; [16 14],[95.04026846 23.95973154] ; [23.95973154  6.04026846],1
a3,1,0.000136,14.555303,[89 30] ; [12 19],[80.12666667 38.87333333] ; [20.87333333 10.12666667],1
a5,1,0.000315,12.977462,[90 29] ; [13 18],[81.71333333 37.28666667] ; [21.28666667  9.71333333],1
d2,1,0.000832,11.168404,[63 56] ; [ 6 25],[54.74 64.26] ; [14.26 16.74],1
a4,1,0.005271,7.784129,[56 63] ; [ 6 25],[49.18666667 69.81333333] ; [12.81333333 18.18666667],0
p6,1,0.006026,7.542588,[55 63] ; [ 6 25],[48.30872483 69.69127517] ; [12.69127517 18.30872483],0
v2,1,0.012672,6.214286,[62 54] ; [ 8 21],[56. 60.] ; [14. 15.],0
a2,1,0.041446,4.157697,[27 92] ; [ 2 29],[23.00666667 95.99333333] ; [ 5.99333333 25.00666667],0
s5,1,0.045427,4.00272,[62 47] ; [10 18],[57.28467153 51.71532847] ; [14.71532847 13.28467153],0
u1,1,0.050036,3.840267,[26 93] ; [ 2 29],[22.21333333 96.78666667] ; [ 5.78666667 25.21333333],0
v4,1,0.062575,3.467794,[116   3] ; [27  3],[114.20805369   4.79194631] ; [28.79194631  1.20805369],0
s8,1,0.134912,2.235048,[64 55] ; [12 19],[60.29333333 58.70666667] ; [15.70666667 15.29333333],0
p4,1,0.138395,2.195717,[75 44] ; [15 16],[71.4 47.6] ; [18.6 12.4],0
v3,1,0.174619,1.842836,[38 78] ; [ 6 24],[34.95890411 81.04109589] ; [ 9.04109589 20.95890411],0
n3,1,0.205903,1.6,[21  9] ; [9 1],[22.5  7.5] ; [7.5 2.5],0
p3,1,0.207928,1.585796,[65 54] ; [13 18],[61.88 57.12] ; [16.12 14.88],0
r1,1,0.226778,1.460958,[93 26] ; [21 10],[90.44 28.56] ; [23.56  7.44],0
s7,1,0.22985,1.441786,[72 44] ; [15 15],[69.12328767 46.87671233] ; [17.87671233 12.12328767],0
s6,1,0.252849,1.307496,[101  15] ; [22  6],[99.08333333 16.91666667] ; [23.91666667  4.08333333],0
u2,1,0.259727,1.270211,[16 14] ; [ 7 12],[14.08163265 15.91836735] ; [ 8.91836735 10.08163265],0
a7,1,0.264711,1.243952,[84 35] ; [18 12],[81.46308725 37.53691275] ; [20.53691275  9.46308725],0
n2,1,0.274375,1.194743,[22  8] ; [9 1],[23.25  6.75] ; [7.75 2.25],0
b4,1,0.284536,1.145297,[74 45] ; [16 15],[71.4 47.6] ; [18.6 12.4],0
p9,1,0.284632,1.144837,[103  14] ; [25  6],[101.18918919  15.81081081] ; [26.81081081  4.18918919],0
p2,1,0.288608,1.126103,[95 24] ; [22  9],[92.82 26.18] ; [24.18  6.82],0
s3,1,0.313336,1.01656,[89 30] ; [19 10],[86.83783784 32.16216216] ; [21.16216216  7.83783784],0
n4,1,0.36419,0.823394,[74 45] ; [22  9],[76.16 42.84] ; [19.84 11.16],0
s2,1,0.403447,0.69803,[86 33] ; [18 10],[84.19047619 34.80952381] ; [19.80952381  8.19047619],0
b1,1,0.409931,0.679001,[44 75] ; [ 9 22],[42.04666667 76.95333333] ; [10.95333333 20.04666667],0
s1,1,0.410511,0.677321,[  4 115] ; [ 2 28],[  4.79194631 114.20805369] ; [ 1.20805369 28.79194631],0
r4,1,0.443007,0.58848,[109  10] ; [27  4],[107.89333333  11.10666667] ; [28.10666667  2.89333333],0
p1,1,0.443007,0.58848,[ 10 109] ; [ 4 27],[ 11.10666667 107.89333333] ; [ 2.89333333 28.10666667],0
b5,1,0.455797,0.556196,[74 45] ; [17 14],[72.19333333 46.80666667] ; [18.80666667 12.19333333],0
p12,1,0.458314,0.550008,[  7 111] ; [ 3 28],[  7.91946309 110.08053691] ; [ 2.08053691 28.91946309],0
n6,1,0.516436,0.421005,[97 21] ; [27  4],[98.20134228 19.79865772] ; [25.79865772  5.20134228],0
u3,1,0.534861,0.385147,[20 10] ; [11  8],[18.97959184 11.02040816] ; [12.02040816  6.97959184],0
p10,1,0.580458,0.305495,[100  18] ; [25  6],[98.99328859 19.00671141] ; [26.00671141  4.99328859],0
p5,1,0.622614,0.242211,[ 11 108] ; [ 2 29],[ 10.31333333 108.68666667] ; [ 2.68666667 28.31333333],0
n5,1,0.62809,0.23466,[79 40] ; [22  9],[80.12666667 38.87333333] ; [20.87333333 10.12666667],0
v1,1,0.692295,0.156612,[58 60] ; [14 17],[57.02013423 60.97986577] ; [14.97986577 16.02013423],0
p8,1,0.741274,0.10901,[60 56] ; [15 16],[59.18367347 56.81632653] ; [15.81632653 15.18367347],0
r2,1,0.755722,0.096786,[113   6] ; [29  2],[112.65333333   6.34666667] ; [29.34666667  1.65333333],0
a6,1,0.790997,0.070233,[76 43] ; [19 12],[75.36666667 43.63333333] ; [19.63333333 11.36666667],0
n1,1,0.84547,0.037987,[10 20] ; [3 7],[ 9.75 20.25] ; [3.25 6.75],0
p11,1,0.903218,0.014786,[87 32] ; [23  8],[87.26666667 31.73333333] ; [22.73333333  8.26666667],0
p7,1,0.917151,0.010821,[76 40] ; [20 11],[75.75510204 40.24489796] ; [20.24489796 10.75510204],0
