Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,41.704393,[79 45] ; [ 2 38],[61.24390244 62.75609756] ; [19.75609756 20.24390244],1
v4,1,0.0,26.828466,[107  16] ; [19 21],[95.0797546 27.9202454] ; [30.9202454  9.0797546],1
p9,1,2e-06,23.074244,[96 25] ; [14 23],[84.24050633 36.75949367] ; [25.75949367 11.24050633],1
n6,1,2e-06,22.695329,[100  24] ; [16 23],[88.24539877 35.75460123] ; [27.75460123 11.24539877],1
p10,1,3.4e-05,17.184931,[82 38] ; [12 27],[70.94339623 49.05660377] ; [23.05660377 15.94339623],1
p11,1,5.3e-05,16.342827,[85 39] ; [13 27],[74.09756098 49.90243902] ; [23.90243902 16.09756098],1
p2,1,5.7e-05,16.186914,[88 33] ; [15 25],[77.40993789 43.59006211] ; [25.59006211 14.40993789],1
n2,1,0.000196,13.865679,[36  8] ; [ 5 11],[30.06666667 13.93333333] ; [10.93333333  5.06666667],1
a7,1,0.001641,9.91267,[78 45] ; [14 26],[69.42331288 53.57668712] ; [22.57668712 17.42331288],0
s6,1,0.005521,7.700273,[54 67] ; [ 8 32],[46.59627329 74.40372671] ; [15.40372671 24.59627329],0
d4,1,0.006724,7.345299,[88 36] ; [19 21],[80.90243902 43.09756098] ; [26.09756098 13.90243902],0
d5,1,0.016466,5.752426,[87 36] ; [20 20],[80.74233129 42.25766871] ; [26.25766871 13.74233129],0
d3,1,0.017867,5.609101,[72 50] ; [15 25],[65.51851852 56.48148148] ; [21.48148148 18.51851852],0
a1,1,0.019639,5.443742,[  7 117] ; [ 7 33],[ 10.58536585 113.41463415] ; [ 3.41463415 36.58536585],0
b1,1,0.023409,5.137896,[49 75] ; [24 16],[55.19512195 68.80487805] ; [17.80487805 22.19512195],0
r2,1,0.034725,4.458659,[95 26] ; [24 15],[89.99375 31.00625] ; [29.00625  9.99375],0
v2,1,0.041972,4.136321,[47 76] ; [ 8 31],[41.75925926 81.24074074] ; [13.24074074 25.75925926],0
b5,1,0.044506,4.03726,[81 43] ; [19 21],[75.6097561 48.3902439] ; [24.3902439 15.6097561],0
n3,1,0.057669,3.603197,[31 13] ; [7 9],[27.86666667 16.13333333] ; [10.13333333  5.86666667],0
p1,1,0.059051,3.563845,[  7 116] ; [ 6 34],[  9.80981595 113.19018405] ; [ 3.19018405 36.80981595],0
s1,1,0.059683,3.54618,[  2 122] ; [ 3 37],[  3.7804878 120.2195122] ; [ 1.2195122 38.7804878],0
p6,1,0.062764,3.462811,[29 91] ; [ 4 35],[24.90566038 95.09433962] ; [ 8.09433962 30.90566038],0
p8,1,0.087592,2.918074,[46 75] ; [ 9 30],[41.59375 79.40625] ; [13.40625 25.59375],0
p4,1,0.08864,2.898893,[52 70] ; [11 29],[47.44444444 74.55555556] ; [15.55555556 24.44444444],0
s3,1,0.089874,2.876631,[44 79] ; [ 8 30],[39.72670807 83.27329193] ; [12.27329193 25.72670807],0
a8,1,0.108316,2.578625,[ 13 105] ; [ 1 38],[ 10.52229299 107.47770701] ; [ 3.47770701 35.52229299],0
b2,1,0.125608,2.345964,[20 44] ; [13 14],[23.20879121 40.79120879] ; [ 9.79120879 17.20879121],0
b3,1,0.125608,2.345964,[20 44] ; [13 14],[23.20879121 40.79120879] ; [ 9.79120879 17.20879121],0
s2,1,0.149316,2.07922,[36 88] ; [ 7 33],[32.51219512 91.48780488] ; [10.48780488 29.51219512],0
s7,1,0.164462,1.932709,[24 93] ; [ 4 34],[21.13548387 95.86451613] ; [ 6.86451613 31.13548387],0
v3,1,0.173516,1.852298,[31 91] ; [ 6 34],[27.86419753 94.13580247] ; [ 9.13580247 30.86419753],0
u3,1,0.188798,1.726974,[21 35] ; [ 4 15],[18.66666667 37.33333333] ; [ 6.33333333 12.66666667],0
n5,1,0.219007,1.510868,[76 47] ; [29 11],[79.23312883 43.76687117] ; [25.76687117 14.23312883],0
p3,1,0.267787,1.228047,[42 80] ; [10 30],[39.16049383 82.83950617] ; [12.83950617 27.16049383],0
d2,1,0.330793,0.94579,[43 80] ; [17 22],[45.55555556 77.44444444] ; [14.44444444 24.55555556],0
p7,1,0.332206,0.940281,[56 65] ; [15 25],[53.36024845 67.63975155] ; [17.63975155 22.36024845],0
d1,1,0.352372,0.864895,[44 80] ; [11 29],[41.58536585 82.41463415] ; [13.41463415 26.58536585],0
p5,1,0.370118,0.80327,[ 12 111] ; [ 2 37],[ 10.62962963 112.37037037] ; [ 3.37037037 35.62962963],0
b4,1,0.37281,0.794278,[75 49] ; [21 19],[72.58536585 51.41463415] ; [23.41463415 16.58536585],0
s5,1,0.418865,0.653497,[25 95] ; [ 6 34],[23.25 96.75] ; [ 7.75 32.25],0
u1,1,0.421993,0.644758,[  7 117] ; [ 1 39],[  6.04878049 117.95121951] ; [ 1.95121951 38.04878049],0
a6,1,0.475841,0.508379,[70 54] ; [20 20],[68.04878049 55.95121951] ; [21.95121951 18.04878049],0
n4,1,0.548466,0.360073,[74 50] ; [26 14],[75.6097561 48.3902439] ; [24.3902439 15.6097561],0
a4,1,0.609398,0.261052,[36 88] ; [13 26],[37.27607362 86.72392638] ; [11.72392638 27.27607362],0
p12,1,0.642275,0.215779,[  5 117] ; [ 1 39],[  4.51851852 117.48148148] ; [ 1.48148148 38.51851852],0
u2,1,0.745055,0.105733,[23 33] ; [ 7 12],[22.4 33.6] ; [ 7.6 11.4],0
a2,1,0.787296,0.072805,[ 11 113] ; [ 3 37],[ 10.58536585 113.41463415] ; [ 3.41463415 36.58536585],0
a5,1,0.790023,0.070905,[59 65] ; [20 20],[59.73170732 64.26829268] ; [19.26829268 20.73170732],0
