Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,65.165711,[167 240] ; [167  57],[215.43264659 191.56735341] ; [118.56735341 105.43264659],1
s6,1,0.0,58.923581,[242 166] ; [197  25],[284.3047619 123.6952381] ; [154.6952381  67.3047619],1
p5,1,0.0,37.067811,[ 27 379] ; [ 53 173],[ 51.39240506 354.60759494] ; [ 28.60759494 197.39240506],1
s7,1,0.0,36.389483,[171 220] ; [149  66],[206.46864686 184.53135314] ; [113.53135314 101.46864686],1
s8,1,0.0,33.388516,[155 254] ; [138  85],[189.61550633 219.38449367] ; [103.38449367 119.61550633],1
s3,1,0.0,28.556995,[205 202] ; [160  61],[236.55254777 170.44745223] ; [128.44745223  92.55254777],1
s4,1,6e-06,20.555228,[ 41 366] ; [ 52 169],[ 60.27229299 346.72770701] ; [ 32.72770701 188.27229299],1
p7,1,1.6e-05,18.576692,[238 162] ; [168  51],[262.35864297 137.64135703] ; [143.64135703  75.35864297],1
p6,1,1.9e-05,18.250667,[131 273] ; [111 112],[155.92982456 248.07017544] ; [ 86.07017544 136.92982456],1
p12,1,0.000288,13.147674,[ 22 384] ; [ 31 194],[ 34.10142631 371.89857369] ; [ 18.89857369 206.10142631],1
p8,1,0.000295,13.103314,[196 205] ; [142  80],[217.55698234 183.44301766] ; [120.44301766 101.55698234],1
p4,1,0.000599,11.780054,[235 174] ; [159  64],[254.9778481 154.0221519] ; [139.0221519  83.9778481],1
p3,1,0.00077,11.311658,[191 216] ; [137  88],[211.2278481 195.7721519] ; [116.7721519 108.2278481],1
a5,1,0.000788,11.26952,[292 118] ; [188  38],[309.43396226 100.56603774] ; [170.56603774  55.43396226],1
n6,1,0.000929,10.964369,[354  54] ; [214  11],[366.1042654  41.8957346] ; [201.8957346  23.1042654],1
p10,1,0.000999,10.829952,[325  81] ; [202  22],[339.62222222  66.37777778] ; [187.37777778  36.62222222],1
r4,1,0.001217,10.464271,[368  42] ; [219   7],[378.41194969  31.58805031] ; [208.58805031  17.41194969],0
p9,1,0.001273,10.380693,[335  71] ; [204  18],[348.46178344  57.53821656] ; [190.53821656  31.46178344],0
a3,1,0.001354,10.26801,[282 126] ; [182  43],[299.07109005 108.92890995] ; [164.92890995  60.07109005],0
n2,1,0.003116,8.738258,[64 28] ; [44  4],[70.97142857 21.02857143] ; [37.02857143 10.97142857],0
r1,1,0.003122,8.734889,[325  83] ; [200  25],[338.38862559  69.61137441] ; [186.61137441  38.38862559],0
d1,1,0.005957,7.563256,[230 180] ; [152  74],[246.25786164 163.74213836] ; [135.74213836  90.25786164],0
v1,1,0.018713,5.52813,[218 180] ; [145  80],[231.90048154 166.09951846] ; [131.09951846  93.90048154],0
