Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,1.1e-05,19.312449,[ 7 34] ; [33 20],[17.44680851 23.55319149] ; [22.55319149 30.44680851],1
s1,1,0.566976,0.327769,[ 2 39] ; [ 4 47],[ 2.67391304 38.32608696] ; [ 3.32608696 47.67391304],0
d4,1,0.605998,0.266044,[29 12] ; [40 13],[30.09574468 10.90425532] ; [38.90425532 14.09574468],0
p3,1,0.639439,0.219476,[22 19] ; [31 22],[23.11702128 17.88297872] ; [29.88297872 23.11702128],0
r3,1,0.66678,0.185392,[36  5] ; [48  5],[36.63829787  4.36170213] ; [47.36170213  5.63829787],0
u3,1,0.681393,0.168562,[14  7] ; [9 6],[13.41666667  7.58333333] ; [9.58333333 5.41666667],0
a1,1,0.715075,0.133261,[ 1 40] ; [ 2 51],[ 1.30851064 39.69148936] ; [ 1.69148936 51.30851064],0
v2,1,0.786857,0.073113,[20 20] ; [25 28],[19.35483871 20.64516129] ; [25.64516129 27.35483871],0
n2,1,0.824016,0.049454,[5 3] ; [11  8],[4.74074074 3.25925926] ; [11.25925926  7.74074074],0
p7,1,0.850911,0.035328,[24 17] ; [30 23],[23.55319149 17.44680851] ; [30.44680851 22.55319149],0
s4,1,0.888214,0.019758,[ 9 32] ; [11 42],[ 8.72340426 32.27659574] ; [11.27659574 41.72340426],0
b5,1,0.941266,0.005428,[26 15] ; [34 19],[26.17021277 14.82978723] ; [33.82978723 19.17021277],0
a7,1,0.969709,0.001442,[28 13] ; [36 17],[27.91489362 13.08510638] ; [36.08510638 16.91489362],0
