Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,1.1e-05,19.312449,[ 7 34] ; [33 20],[17.44680851 23.55319149] ; [22.55319149 30.44680851],1
p9,1,2.5e-05,17.731053,[19 22] ; [46  7],[28.35106383 12.64893617] ; [36.64893617 16.35106383],1
n5,1,0.000513,12.069169,[18 23] ; [41 11],[26.01075269 14.98924731] ; [32.98924731 19.01075269],1
p6,1,0.000531,12.00368,[ 8 33] ; [29 24],[16.13829787 24.86170213] ; [20.86170213 32.13829787],1
n6,1,0.001957,9.589809,[25 16] ; [46  6],[31.30107527  9.69892473] ; [39.69892473 12.30107527],0
s5,1,0.002286,9.304511,[ 7 31] ; [25 25],[13.81818182 24.18181818] ; [18.18181818 31.81818182],0
n4,1,0.002363,9.244002,[19 22] ; [40 12],[26.01075269 14.98924731] ; [32.98924731 19.01075269],0
s2,1,0.002837,8.90965,[16 25] ; [37 16],[23.11702128 17.88297872] ; [29.88297872 23.11702128],0
a3,1,0.004318,8.144919,[18 23] ; [38 14],[24.68817204 16.31182796] ; [31.31182796 20.68817204],0
p2,1,0.013225,6.138793,[29 12] ; [48  5],[33.58510638  7.41489362] ; [43.41489362  9.58510638],0
b4,1,0.013517,6.100107,[15 26] ; [33 20],[20.93617021 20.06382979] ; [27.06382979 25.93617021],0
n1,1,0.016148,5.78669,[1 7] ; [12  7],[3.85185185 4.14814815] ; [9.14814815 9.85185185],0
p1,1,0.021556,5.281243,[ 1 40] ; [ 9 43],[ 4.40860215 36.59139785] ; [ 5.59139785 46.40860215],0
s6,1,0.024562,5.054471,[26 15] ; [42  8],[30.63736264 10.36263736] ; [37.36263736 12.63736264],0
d2,1,0.035127,4.438978,[15 26] ; [31 22],[20.06382979 20.93617021] ; [25.93617021 27.06382979],0
a8,1,0.036533,4.372069,[ 1 39] ; [ 7 37],[ 3.80952381 36.19047619] ; [ 4.19047619 39.80952381],0
v4,1,0.038276,4.292698,[33  8] ; [50  3],[36.20212766  4.79787234] ; [46.79787234  6.20212766],0
v1,1,0.054014,3.712257,[15 26] ; [30 23],[19.62765957 21.37234043] ; [25.37234043 27.62765957],0
p10,1,0.059863,3.541183,[18 23] ; [33 19],[22.48387097 18.51612903] ; [28.51612903 23.48387097],0
a4,1,0.070778,3.264883,[14 27] ; [28 25],[18.31914894 22.68085106] ; [23.68085106 29.31914894],0
u1,1,0.088663,2.898479,[ 5 36] ; [14 39],[ 8.28723404 32.71276596] ; [10.71276596 42.28723404],0
u2,1,0.089346,2.88612,[ 7 15] ; [9 6],[ 9.51351351 12.48648649] ; [6.48648649 8.51351351],0
r4,1,0.090948,2.857511,[32  9] ; [48  5],[34.89361702  6.10638298] ; [45.10638298  7.89361702],0
r1,1,0.10266,2.663727,[27 14] ; [42 10],[30.41935484 10.58064516] ; [38.58064516 13.41935484],0
b1,1,0.123592,2.371197,[19 22] ; [33 20],[22.68085106 18.31914894] ; [29.31914894 23.68085106],0
r2,1,0.151102,2.061093,[35  6] ; [49  3],[37.03225806  3.96774194] ; [46.96774194  5.03225806],0
d1,1,0.160298,1.971415,[18 23] ; [31 22],[21.37234043 19.62765957] ; [27.62765957 25.37234043],0
s3,1,0.206983,1.592405,[21 20] ; [34 19],[23.9893617 17.0106383] ; [31.0106383 21.9893617],0
b3,1,0.217681,1.519595,[ 4 19] ; [10 21],[ 5.96296296 17.03703704] ; [ 8.03703704 22.96296296],0
b2,1,0.217681,1.519595,[ 4 19] ; [10 21],[ 5.96296296 17.03703704] ; [ 8.03703704 22.96296296],0
d5,1,0.237587,1.394857,[29 12] ; [43 10],[31.40425532  9.59574468] ; [40.59574468 12.40425532],0
p8,1,0.266423,1.235071,[15 25] ; [26 27],[17.6344086 22.3655914] ; [23.3655914 29.6344086],0
a5,1,0.289739,1.120834,[26 15] ; [39 14],[28.35106383 12.64893617] ; [36.64893617 16.35106383],0
a2,1,0.325584,0.966382,[ 8 33] ; [15 38],[10.03191489 30.96808511] ; [12.96808511 40.03191489],0
a6,1,0.331944,0.941301,[25 16] ; [27 26],[22.68085106 18.31914894] ; [29.31914894 23.68085106],0
p5,1,0.336446,0.923926,[ 4 36] ; [ 9 44],[ 5.59139785 34.40860215] ; [ 7.40860215 45.59139785],0
n3,1,0.400659,0.706347,[6 2] ; [11  8],[5.03703704 2.96296296] ; [11.96296296  7.03703704],0
d3,1,0.440325,0.595436,[28 13] ; [40 13],[29.65957447 11.34042553] ; [38.34042553 14.65957447],0
v3,1,0.508365,0.437432,[13 27] ; [20 31],[14.50549451 25.49450549] ; [18.49450549 32.50549451],0
