Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.005509,7.70434,[48  9] ; [50 30],[40.77372263 16.22627737] ; [57.22627737 22.77372263],0
a2,1,0.010727,6.509942,[15 42] ; [ 8 73],[ 9.5 47.5] ; [13.5 67.5],0
d3,1,0.018561,5.542423,[48  9] ; [53 27],[42.02189781 14.97810219] ; [58.97810219 21.02189781],0
s7,1,0.024252,5.07649,[28 28] ; [24 54],[21.73134328 34.26865672] ; [30.26865672 47.73134328],0
s8,1,0.028488,4.798269,[26 31] ; [22 58],[19.97080292 37.02919708] ; [28.02919708 51.97080292],0
p11,1,0.069161,3.302825,[46 11] ; [54 27],[41.30434783 15.69565217] ; [58.69565217 22.30434783],0
s4,1,0.070365,3.274475,[ 7 50] ; [20 61],[11.15217391 45.84782609] ; [15.84782609 65.15217391],0
a6,1,0.082094,3.022957,[40 17] ; [45 36],[35.10869565 21.89130435] ; [49.89130435 31.10869565],0
d1,1,0.105924,2.613999,[34 23] ; [37 44],[29.32608696 27.67391304] ; [41.67391304 39.32608696],0
r4,1,0.109275,2.564674,[52  5] ; [66 15],[48.73913043  8.26086957] ; [69.26086957 11.73913043],0
s5,1,0.112963,2.512265,[11 43] ; [26 53],[15.02255639 38.97744361] ; [21.97744361 57.02255639],0
v2,1,0.119116,2.428901,[32 24] ; [33 43],[27.57575758 28.42424242] ; [37.42424242 38.57575758],0
r1,1,0.152621,2.04586,[45 12] ; [55 26],[41.30434783 15.69565217] ; [58.69565217 22.30434783],0
a8,1,0.182343,1.778423,[ 6 45] ; [ 4 72],[ 4.01574803 46.98425197] ; [ 5.98425197 70.01574803],0
p10,1,0.200327,1.63999,[43 13] ; [54 27],[39.64963504 16.35036496] ; [57.35036496 23.64963504],0
s1,1,0.209673,1.573684,[ 5 52] ; [ 3 78],[ 3.30434783 53.69565217] ; [ 4.69565217 76.30434783],0
a7,1,0.215257,1.535711,[44 13] ; [54 26],[40.77372263 16.22627737] ; [57.22627737 22.77372263],0
v4,1,0.222263,1.489701,[55  2] ; [73  7],[53.25547445  3.74452555] ; [74.74452555  5.25547445],0
p9,1,0.258558,1.276459,[45 12] ; [57 24],[42.13043478 14.86956522] ; [59.86956522 21.13043478],0
a5,1,0.271228,1.210526,[41 16] ; [51 30],[38. 19.] ; [54. 27.],0
b4,1,0.30407,1.056258,[38 19] ; [47 34],[35.10869565 21.89130435] ; [49.89130435 31.10869565],0
p4,1,0.304857,1.052825,[34 22] ; [42 39],[31.06569343 24.93430657] ; [44.93430657 36.06569343],0
a4,1,0.318546,0.994908,[23 34] ; [26 55],[20.23913043 36.76086957] ; [28.76086957 52.23913043],0
r3,1,0.334558,0.931174,[55  2] ; [75  6],[53.69565217  3.30434783] ; [76.30434783  4.69565217],0
d4,1,0.348278,0.879722,[48  9] ; [63 18],[45.84782609 11.15217391] ; [65.15217391 15.84782609],0
p6,1,0.352917,0.862939,[23 31] ; [27 51],[20.45454545 33.54545455] ; [29.54545455 48.45454545],0
d2,1,0.357973,0.844993,[27 30] ; [32 49],[24.36956522 32.63043478] ; [34.63043478 46.36956522],0
n3,1,0.363466,0.825882,[14  1] ; [20  4],[13.07692308  1.92307692] ; [20.92307692  3.07692308],0
b1,1,0.38839,0.743976,[26 31] ; [31 50],[23.54347826 33.45652174] ; [33.45652174 47.54347826],0
a3,1,0.391863,0.733152,[41 16] ; [52 28],[38.69343066 18.30656934] ; [54.30656934 25.69343066],0
v3,1,0.426135,0.633333,[17 40] ; [18 58],[15. 42.] ; [20. 56.],0
p3,1,0.43393,0.612283,[32 25] ; [40 41],[29.73913043 27.26086957] ; [42.26086957 38.73913043],0
n6,1,0.480113,0.498608,[41 16] ; [53 27],[39.10948905 17.89051095] ; [54.89051095 25.10948905],0
b5,1,0.501403,0.451966,[37 20] ; [48 33],[35.10869565 21.89130435] ; [49.89130435 31.10869565],0
s2,1,0.544223,0.367769,[21 36] ; [34 47],[22.7173913 34.2826087] ; [32.2826087 48.7173913],0
p1,1,0.590198,0.290036,[ 5 52] ; [ 5 74],[ 4.19117647 52.80882353] ; [ 5.80882353 73.19117647],0
a1,1,0.615444,0.252323,[ 3 54] ; [ 6 75],[ 3.7173913 53.2826087] ; [ 5.2826087 75.7173913],0
p2,1,0.649885,0.206046,[50  7] ; [68 12],[49.09489051  7.90510949] ; [68.90510949 11.09489051],0
v1,1,0.651647,0.203831,[18 38] ; [28 50],[19.2238806 36.7761194] ; [26.7761194 51.2238806],0
s6,1,0.655554,0.198969,[31 26] ; [46 33],[32.27205882 24.72794118] ; [44.72794118 34.27205882],0
n2,1,0.660768,0.192593,[11  4] ; [16  8],[10.38461538  4.61538462] ; [16.61538462  7.38461538],0
r2,1,0.68599,0.163461,[50  5] ; [71  9],[49.2962963  5.7037037] ; [71.7037037  8.2962963],0
p8,1,0.695088,0.153633,[33 23] ; [45 36],[31.88321168 24.11678832] ; [46.11678832 34.88321168],0
s3,1,0.701926,0.146476,[29 26] ; [39 40],[27.91044776 27.08955224] ; [40.08955224 38.91044776],0
u3,1,0.724058,0.124638,[8 8] ; [15 12],[8.55813953 7.44186047] ; [14.44186047 12.55813953],0
n1,1,0.791857,0.069643,[ 3 12] ; [ 4 20],[ 2.69230769 12.30769231] ; [ 4.30769231 19.69230769],0
b2,1,0.796004,0.066834,[11 31] ; [ 9 29],[10.5 31.5] ; [ 9.5 28.5],0
b3,1,0.796004,0.066834,[11 31] ; [ 9 29],[10.5 31.5] ; [ 9.5 28.5],0
p5,1,0.821854,0.050697,[ 3 54] ; [ 5 76],[ 3.30434783 53.69565217] ; [ 4.69565217 76.30434783],0
u1,1,0.832648,0.044651,[ 7 50] ; [ 9 72],[ 6.60869565 50.39130435] ; [ 9.39130435 71.60869565],0
u2,1,0.863711,0.029464,[9 7] ; [15 13],[8.72727273 7.27272727] ; [15.27272727 12.72727273],0
p12,1,0.931754,0.007334,[ 3 54] ; [ 4 77],[ 2.89130435 54.10869565] ; [ 4.10869565 76.89130435],0
