Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,9.2e-05,15.29673,[25 47] ; [20  5],[33.40206186 38.59793814] ; [11.59793814 13.40206186],1
p8,1,0.000155,14.305352,[16 55] ; [16  9],[23.66666667 47.33333333] ; [ 8.33333333 16.66666667],1
p9,1,0.002397,9.217461,[20 48] ; [16  9],[26.32258065 41.67741935] ; [ 9.67741935 15.32258065],0
p1,1,0.003232,8.671824,[ 3 69] ; [ 6 19],[ 6.68041237 65.31958763] ; [ 2.31958763 22.68041237],0
s8,1,0.008148,7.000756,[17 55] ; [13 12],[22.26804124 49.73195876] ; [ 7.73195876 17.26804124],0
p3,1,0.009025,6.817971,[15 57] ; [12 13],[20.04123711 51.95876289] ; [ 6.95876289 18.04123711],0
s7,1,0.011129,6.44461,[22 45] ; [15  9],[27.24175824 39.75824176] ; [ 9.75824176 14.24175824],0
s3,1,0.01763,5.632515,[26 45] ; [16  9],[31.0625 39.9375] ; [10.9375 14.0625],0
n3,1,0.029417,4.743031,[17 18] ; [8 1],[19.88636364 15.11363636] ; [5.11363636 3.88636364],0
n4,1,0.032534,4.570141,[43 28] ; [21  4],[47.33333333 23.66666667] ; [16.66666667  8.33333333],0
p7,1,0.034695,4.460131,[20 50] ; [13 12],[24.31578947 45.68421053] ; [ 8.68421053 16.31578947],0
p2,1,0.042137,4.129685,[38 34] ; [19  6],[42.30927835 29.69072165] ; [14.69072165 10.30927835],0
b3,1,0.057455,3.609375,[15 35] ; [9 7],[18.18181818 31.81818182] ; [ 5.81818182 10.18181818],0
b2,1,0.057455,3.609375,[15 35] ; [9 7],[18.18181818 31.81818182] ; [ 5.81818182 10.18181818],0
p5,1,0.072381,3.228179,[ 2 70] ; [ 3 22],[ 3.71134021 68.28865979] ; [ 1.28865979 23.71134021],0
n1,1,0.100936,2.690699,[11 24] ; [5 3],[13.02325581 21.97674419] ; [2.97674419 5.02325581],0
n6,1,0.108694,2.573101,[47 23] ; [21  4],[50.10526316 19.89473684] ; [17.89473684  7.10526316],0
n2,1,0.116551,2.463069,[17 18] ; [7 2],[19.09090909 15.90909091] ; [4.90909091 4.09090909],0
r3,1,0.135099,2.232918,[60 11] ; [24  1],[62.125  8.875] ; [21.875  3.125],0
b1,1,0.143798,2.136835,[31 41] ; [15 10],[34.1443299 37.8556701] ; [11.8556701 13.1443299],0
u4,1,0.161277,1.962207,[ 3 69] ; [ 3 22],[ 4.45360825 67.54639175] ; [ 1.54639175 23.45360825],0
a6,1,0.165832,1.920227,[53 18] ; [15 10],[50.29166667 20.70833333] ; [17.70833333  7.29166667],0
n5,1,0.168472,1.896491,[40 31] ; [18  7],[42.89583333 28.10416667] ; [15.10416667  9.89583333],0
v4,1,0.222103,1.490729,[58 13] ; [23  2],[59.90625 11.09375] ; [21.09375  3.90625],0
v2,1,0.285882,1.138915,[32 38] ; [14 10],[34.25531915 35.74468085] ; [11.74468085 12.25531915],0
s2,1,0.316996,1.0013,[26 45] ; [12 13],[28.10416667 42.89583333] ; [ 9.89583333 15.10416667],0
s6,1,0.33049,0.946978,[38 34] ; [16  9],[40.08247423 31.91752577] ; [13.91752577 11.08247423],0
s5,1,0.338034,0.917874,[16 56] ; [ 3 20],[14.4 57.6] ; [ 4.6 18.4],0
a4,1,0.367261,0.81291,[44 27] ; [18  7],[45.85416667 25.14583333] ; [16.14583333  8.85416667],0
u3,1,0.436661,0.605042,[12  6] ; [5 1],[12.75  5.25] ; [4.25 1.75],0
r4,1,0.443663,0.58679,[52 20] ; [20  5],[53.44329897 18.55670103] ; [18.55670103  6.44329897],0
