Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,9.2e-05,15.29673,[25 47] ; [20  5],[33.40206186 38.59793814] ; [11.59793814 13.40206186],1
d4,1,0.448927,0.573359,[68  1] ; [24  1],[67.53191489  1.46808511] ; [24.46808511  0.53191489],0
p11,1,0.449476,0.571974,[34 38] ; [14 11],[35.62886598 36.37113402] ; [12.37113402 12.62886598],0
a2,1,0.539041,0.37732,[28 44] ; [ 8 17],[26.72164948 45.27835052] ; [ 9.27835052 15.72164948],0
b4,1,0.566231,0.32903,[45 27] ; [14 11],[43.79381443 28.20618557] ; [15.20618557  9.79381443],0
r1,1,0.581954,0.303086,[55 16] ; [18  7],[53.98958333 17.01041667] ; [19.01041667  5.98958333],0
s1,1,0.589908,0.290488,[ 4 68] ; [ 2 21],[ 4.54736842 67.45263158] ; [ 1.45263158 21.54736842],0
v3,1,0.609139,0.261431,[17 51] ; [ 7 16],[17.93406593 50.06593407] ; [ 6.06593407 16.93406593],0
b5,1,0.621765,0.243394,[45 27] ; [17  8],[46.02061856 25.97938144] ; [15.97938144  9.02061856],0
a7,1,0.717038,0.131348,[51 20] ; [17  8],[50.29166667 20.70833333] ; [17.70833333  7.29166667],0
u2,1,0.735039,0.114535,[10  7] ; [4 2],[10.34782609  6.65217391] ; [3.65217391 2.34782609],0
d2,1,0.751887,0.099952,[56 13] ; [21  4],[56.5212766 12.4787234] ; [20.4787234  4.5212766],0
u1,1,0.809969,0.057824,[22 50] ; [ 7 18],[21.5257732 50.4742268] ; [ 7.4742268 17.5257732],0
d3,1,0.815474,0.054461,[61 10] ; [21  4],[60.64583333 10.35416667] ; [21.35416667  3.64583333],0
a1,1,0.86051,0.030879,[ 5 67] ; [ 2 23],[ 5.19587629 66.80412371] ; [ 1.80412371 23.19587629],0
s4,1,0.870423,0.026609,[ 8 63] ; [ 3 21],[ 8.22105263 62.77894737] ; [ 2.77894737 21.22105263],0
a3,1,0.92048,0.009966,[54 18] ; [19  6],[54.18556701 17.81443299] ; [18.81443299  6.18556701],0
a8,1,0.92508,0.008843,[ 5 57] ; [ 2 21],[ 5.10588235 56.89411765] ; [ 1.89411765 21.10588235],0
a5,1,0.951916,0.003636,[58 14] ; [20  5],[57.89690722 14.10309278] ; [20.10309278  4.89690722],0
v1,1,0.963223,0.002126,[27 44] ; [ 9 15],[26.90526316 44.09473684] ; [ 9.09473684 14.90526316],0
