Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,3.3e-05,17.249175,[28 57] ; [32 13],[39.23076923 45.76923077] ; [20.76923077 24.23076923],1
p11,1,0.000223,13.630506,[44 42] ; [40  8],[53.91044776 32.08955224] ; [30.08955224 17.91044776],1
a3,1,0.000279,13.205493,[55 31] ; [15 33],[44.92537313 41.07462687] ; [25.07462687 22.92537313],1
b3,1,0.000843,11.145045,[26 27] ; [ 3 24],[19.2125 33.7875] ; [ 9.7875 17.2125],1
b2,1,0.000843,11.145045,[26 27] ; [ 3 24],[19.2125 33.7875] ; [ 9.7875 17.2125],1
p3,1,0.001153,10.56498,[18 68] ; [23 25],[26.31343284 59.68656716] ; [14.68656716 33.31343284],0
p6,1,0.001773,9.770698,[16 68] ; [21 26],[23.72519084 60.27480916] ; [13.27480916 33.72519084],0
p2,1,0.002233,9.347148,[46 39] ; [38  9],[54.09090909 30.90909091] ; [29.90909091 17.09090909],0
s8,1,0.003218,8.679808,[13 73] ; [18 30],[19.89552239 66.10447761] ; [11.10447761 36.89552239],0
v4,1,0.004169,8.208917,[60 26] ; [43  4],[66.60150376 19.39849624] ; [36.39849624 10.60150376],0
p5,1,0.004175,8.206017,[ 1 85] ; [ 6 41],[ 4.52631579 81.47368421] ; [ 2.47368421 44.52631579],0
p10,1,0.011704,6.355192,[43 41] ; [34 12],[49.75384615 34.24615385] ; [27.24615385 18.75384615],0
r3,1,0.013003,6.168676,[61 25] ; [43  5],[66.74626866 19.25373134] ; [37.25373134 10.74626866],0
p4,1,0.018458,5.552182,[27 59] ; [25 23],[33.37313433 52.62686567] ; [18.62686567 29.37313433],0
s2,1,0.020725,5.349754,[21 65] ; [21 27],[26.95522388 59.04477612] ; [15.04477612 32.95522388],0
d2,1,0.021121,5.316794,[38 46] ; [12 36],[31.81818182 52.18181818] ; [18.18181818 29.81818182],0
a4,1,0.023418,5.137225,[32 53] ; [ 9 39],[26.20300752 58.79699248] ; [14.79699248 33.20300752],0
p12,1,0.035739,4.409495,[ 1 85] ; [ 4 44],[ 3.20895522 82.79104478] ; [ 1.79104478 46.20895522],0
s6,1,0.046969,3.946507,[28 58] ; [24 24],[33.37313433 52.62686567] ; [18.62686567 29.37313433],0
n6,1,0.053887,3.716211,[58 28] ; [39  8],[62.72180451 23.27819549] ; [34.27819549 12.72180451],0
n1,1,0.066486,3.367711,[15 21] ; [ 2 12],[12.24 23.76] ; [4.76 9.24],0
s1,1,0.099911,2.706964,[ 1 84] ; [ 3 45],[ 2.55639098 82.44360902] ; [ 1.44360902 46.55639098],0
u3,1,0.123995,2.366118,[ 7 24] ; [13 19],[ 9.84126984 21.15873016] ; [10.15873016 21.84126984],0
p9,1,0.158469,1.988779,[51 30] ; [36 12],[54.62790698 26.37209302] ; [32.37209302 15.62790698],0
b1,1,0.175189,1.837971,[39 47] ; [16 32],[35.29850746 50.70149254] ; [19.70149254 28.29850746],0
d1,1,0.186963,1.741392,[33 53] ; [13 35],[29.52238806 56.47761194] ; [16.47761194 31.52238806],0
s7,1,0.195245,1.677591,[19 62] ; [16 31],[22.1484375 58.8515625] ; [12.8515625 34.1484375],0
p1,1,0.225032,1.471993,[ 7 79] ; [ 7 40],[ 9.05263158 76.94736842] ; [ 4.94736842 42.05263158],0
a2,1,0.235291,1.408586,[11 75] ; [ 3 45],[ 8.98507463 77.01492537] ; [ 5.01492537 42.98507463],0
d5,1,0.270701,1.213189,[56 29] ; [27 21],[53.04511278 31.95488722] ; [29.95488722 18.04511278],0
r4,1,0.29134,1.113421,[42 44] ; [28 20],[44.92537313 41.07462687] ; [25.07462687 22.92537313],0
u1,1,0.316728,1.00241,[ 5 81] ; [ 1 47],[ 3.85074627 82.14925373] ; [ 2.14925373 45.85074627],0
