Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p12,1,0.0,46.764706,[ 22 318] ; [27 53],[ 39.66666667 300.33333333] ; [ 9.33333333 70.66666667],1
p1,1,0.0,35.966611,[ 26 313] ; [26 55],[ 41.97142857 297.02857143] ; [10.02857143 70.97142857],1
s5,1,0.0,29.983095,[113 220] ; [49 22],[133.52970297 199.47029703] ; [28.47029703 42.52970297],1
p6,1,9e-06,19.811296,[152 187] ; [58 22],[169.90453461 169.09546539] ; [40.09546539 39.90453461],1
a1,1,3.6e-05,17.058611,[ 11 330] ; [12 69],[ 18.58530806 322.41469194] ; [ 4.41469194 76.58530806],1
s7,1,0.000173,14.108324,[162 163] ; [56 20],[176.68329177 148.31670823] ; [41.31670823 34.68329177],1
v3,1,0.000272,13.254556,[133 199] ; [49 29],[147.37560976 184.62439024] ; [34.62439024 43.37560976],1
p3,1,0.000639,11.659446,[208 133] ; [65 15],[221.12351544 119.87648456] ; [51.87648456 28.12351544],1
p4,1,0.000895,11.033839,[241 100] ; [71  9],[252.71258907  88.28741093] ; [59.28741093 20.71258907],1
s6,1,0.001177,10.526479,[225 108] ; [64 10],[236.45454545  96.54545455] ; [52.54545455 21.45454545],0
s8,1,0.005201,7.808184,[164 175] ; [52 27],[175.17703349 163.82296651] ; [40.82296651 38.17703349],0
b2,1,0.014459,5.981222,[ 71 129] ; [30 26],[ 78.90625 121.09375] ; [22.09375 33.90625],0
b3,1,0.014459,5.981222,[ 71 129] ; [30 26],[ 78.90625 121.09375] ; [22.09375 33.90625],0
n4,1,0.015618,5.845379,[267  74] ; [73  8],[274.73933649  66.26066351] ; [65.26066351 15.73933649],0
b5,1,0.020612,5.359276,[200 141] ; [36 45],[190.7014218 150.2985782] ; [45.2985782 35.7014218],0
n5,1,0.022025,5.24378,[268  71] ; [73  8],[275.23571429  63.76428571] ; [65.76428571 15.23571429],0
s1,1,0.022989,5.169362,[  8 331] ; [ 6 75],[ 11.3 327.7] ; [ 2.7 78.3],0
u4,1,0.023449,5.134916,[  6 335] ; [ 5 75],[  8.90973872 332.09026128] ; [ 2.09026128 77.90973872],0
n6,1,0.049301,3.865083,[295  43] ; [76  4],[299.99521531  38.00478469] ; [71.00478469  8.99521531],0
s2,1,0.080578,3.053211,[169 170] ; [48 31],[175.98803828 163.01196172] ; [41.01196172 37.98803828],0
v1,1,0.08124,3.039921,[199 136] ; [54 23],[205.71601942 129.28398058] ; [47.28398058 29.71601942],0
d3,1,0.112295,2.521625,[244  97] ; [50 30],[238.13301663 102.86698337] ; [55.86698337 24.13301663],0
u2,1,0.119061,2.429625,[54 49] ; [13  5],[57.03305785 45.96694215] ; [9.96694215 8.03305785],0
s3,1,0.146404,2.109319,[185 151] ; [50 28],[190.72463768 145.27536232] ; [44.27536232 33.72463768],0
n3,1,0.152574,2.04633,[37 12] ; [11  8],[34.58823529 14.41176471] ; [13.41176471  5.58823529],0
n1,1,0.174938,1.840113,[17 32] ; [10  9],[19.45588235 29.54411765] ; [ 7.54411765 11.45588235],0
a3,1,0.185721,1.751237,[238 100] ; [63 18],[242.81145585  95.18854415] ; [58.18854415 22.81145585],0
b1,1,0.19582,1.67328,[117 224] ; [34 47],[122.01658768 218.98341232] ; [28.98341232 52.01658768],0
r4,1,0.234408,1.413915,[320  21] ; [73  8],[317.56635071  23.43364929] ; [75.43364929  5.56635071],0
u1,1,0.236292,1.402581,[ 53 288] ; [17 64],[ 56.56398104 284.43601896] ; [13.43601896 67.56398104],0
