Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,216.781504,[495  27] ; [35 58],[449.85365854  72.14634146] ; [80.14634146 12.85365854],1
p11,1,0.0,32.056477,[448  75] ; [59 37],[428.36995153  94.63004847] ; [78.63004847 17.36995153],1
p2,1,0.0,26.229655,[458  62] ; [65 31],[441.49350649  78.50649351] ; [81.50649351 14.49350649],1
p7,1,1e-05,19.504179,[358 152] ; [44 50],[339.43708609 170.56291391] ; [62.56291391 31.43708609],1
p3,1,2.5e-05,17.739206,[290 231] ; [31 65],[271.05510535 249.94489465] ; [49.94489465 46.05510535],1
p4,1,5.5e-05,16.262382,[346 175] ; [43 53],[328.47487844 192.52512156] ; [60.52512156 35.47487844],1
p8,1,0.000327,12.909622,[301 215] ; [36 58],[285.06885246 230.93114754] ; [51.93114754 42.06885246],1
n5,1,0.000433,12.384579,[438  84] ; [66 30],[425.70873786  96.29126214] ; [78.29126214 17.70873786],1
a5,1,0.000647,11.63441,[420 103] ; [62 34],[407.24717286 115.75282714] ; [74.75282714 21.24717286],1
a3,1,0.00125,10.41548,[400 121] ; [58 37],[387.36688312 133.63311688] ; [70.63311688 24.36688312],0
p12,1,0.002543,9.109442,[ 56 465] ; [ 1 95],[ 48.13128039 472.86871961] ; [ 8.86871961 87.13128039],0
v1,1,0.002756,8.962291,[302 208] ; [41 55],[288.66336634 221.33663366] ; [54.33663366 41.66336634],0
s5,1,0.002767,8.955239,[202 303] ; [22 71],[189.1638796 315.8361204] ; [34.8361204 58.1638796],0
v2,1,0.003063,8.769451,[314 188] ; [44 51],[301.0318258 200.9681742] ; [56.9681742 38.0318258],0
s8,1,0.003262,8.654726,[265 255] ; [32 61],[251.94127243 268.05872757] ; [45.05872757 47.94127243],0
s2,1,0.004892,7.91883,[288 230] ; [37 56],[275.53191489 242.46808511] ; [49.46808511 43.53191489],0
n4,1,0.011631,6.36623,[442  81] ; [71 25],[433.43941842  89.56058158] ; [79.56058158 16.43941842],0
a6,1,0.016142,5.787328,[374 148] ; [57 39],[364.04854369 157.95145631] ; [66.95145631 29.04854369],0
s7,1,0.017929,5.603115,[280 222] ; [39 53],[269.59259259 232.40740741] ; [49.40740741 42.59259259],0
p6,1,0.038592,4.27872,[211 307] ; [28 67],[201.96084829 316.03915171] ; [37.03915171 57.96084829],0
s6,1,0.038746,4.271986,[374 139] ; [58 35],[365.7029703 147.2970297] ; [66.2970297 26.7029703],0
r3,1,0.042172,4.128306,[505  16] ; [88  7],[501.54707792  19.45292208] ; [91.45292208  3.54707792],0
b1,1,0.042726,4.106218,[183 340] ; [44 52],[191.79483037 331.20516963] ; [35.20516963 60.79483037],0
s3,1,0.049897,3.844933,[306 210] ; [45 48],[297.39901478 218.60098522] ; [53.60098522 39.39901478],0
d4,1,0.055653,3.662399,[447  75] ; [74 21],[440.78119935  81.21880065] ; [80.21880065 14.78119935],0
d1,1,0.061351,3.500477,[341 182] ; [53 43],[332.89499192 190.10500808] ; [61.10500808 34.89499192],0
d3,1,0.063588,3.44123,[381 142] ; [61 35],[373.45072698 149.54927302] ; [68.54927302 27.45072698],0
s1,1,0.069088,3.304555,[ 14 503] ; [ 6 89],[ 16.89542484 500.10457516] ; [ 3.10457516 91.89542484],0
u4,1,0.078014,3.105794,[ 11 512] ; [ 5 91],[ 13.51857835 509.48142165] ; [ 2.48142165 93.51857835],0
d5,1,0.08276,3.009856,[440  82] ; [74 22],[434.15533981  87.84466019] ; [79.84466019 16.15533981],0
n3,1,0.105687,2.617556,[71 20] ; [21 12],[67.51612903 23.48387097] ; [24.48387097  8.51612903],0
v3,1,0.123908,2.367211,[223 283] ; [33 60],[216.25375626 289.74624374] ; [39.74624374 53.25375626],0
p5,1,0.138288,2.196903,[ 72 447] ; [ 8 88],[ 67.51219512 451.48780488] ; [12.48780488 83.51219512],0
b5,1,0.186843,1.742335,[300 223] ; [62 34],[305.85783522 217.14216478] ; [56.14216478 39.85783522],0
b4,1,0.258916,1.274543,[300 223] ; [61 35],[305.01292407 217.98707593] ; [55.98707593 40.01292407],0
v4,1,0.291143,1.114329,[509  12] ; [92  4],[507.48946515  13.51053485] ; [93.51053485  2.48946515],0
n1,1,0.295082,1.096289,[35 57] ; [16 17],[37.536 54.464] ; [13.464 19.536],0
u2,1,0.338244,0.917075,[67 55] ; [17 20],[64.45283019 57.54716981] ; [19.54716981 17.45283019],0
b2,1,0.370219,0.80293,[127 191] ; [21 41],[123.85263158 194.14736842] ; [24.14736842 37.85263158],0
b3,1,0.370219,0.80293,[127 191] ; [21 41],[123.85263158 194.14736842] ; [24.14736842 37.85263158],0
r4,1,0.40024,0.707605,[505  18] ; [91  5],[503.56704362  19.43295638] ; [92.43295638  3.56704362],0
s4,1,0.412145,0.672603,[ 90 426] ; [13 80],[ 87.27093596 428.72906404] ; [15.72906404 77.27093596],0
a7,1,0.444321,0.585099,[393 129] ; [68 27],[390.01944895 131.98055105] ; [70.98055105 24.01944895],0
r2,1,0.545995,0.364541,[507  11] ; [93  3],[506.18892508  11.81107492] ; [93.81107492  2.18892508],0
n2,1,0.55325,0.351527,[69 23] ; [23 10],[67.712 24.288] ; [24.288  8.712],0
a2,1,0.556282,0.346182,[146 377] ; [24 72],[143.63489499 379.36510501] ; [26.36510501 69.63489499],0
a1,1,0.658665,0.19515,[ 22 501] ; [ 5 91],[ 22.81260097 500.18739903] ; [ 4.18739903 91.81260097],0
a8,1,0.79312,0.068781,[ 70 405] ; [13 69],[ 70.78096948 404.21903052] ; [12.21903052 69.78096948],0
p1,1,0.850385,0.03558,[ 47 474] ; [ 8 87],[ 46.51785714 474.48214286] ; [ 8.48214286 86.51785714],0
a4,1,0.856767,0.032577,[253 269] ; [47 48],[253.80875203 268.19124797] ; [46.19124797 48.80875203],0
u1,1,0.914542,0.011516,[117 406] ; [21 75],[116.59773829 406.40226171] ; [21.40226171 74.59773829],0
d2,1,0.937926,0.006065,[277 245] ; [50 45],[276.65153971 245.34846029] ; [50.34846029 44.65153971],0
u3,1,0.988623,0.000203,[74 48] ; [23 15],[73.9625 48.0375] ; [23.0375 14.9625],0
