Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000221,13.642285,[ 8 34] ; [20 13],[15.68 26.32] ; [12.32 20.68],1
n6,1,0.000867,11.092158,[32 11] ; [12 21],[24.89473684 18.10526316] ; [19.10526316 13.89473684],1
s7,1,0.014776,5.94297,[ 5 36] ; [11 19],[ 9.23943662 31.76056338] ; [ 6.76056338 23.23943662],0
d2,1,0.020175,5.396691,[11 32] ; [17 16],[15.84210526 27.15789474] ; [12.15789474 20.84210526],0
a4,1,0.021569,5.280243,[10 33] ; [16 17],[14.71052632 28.28947368] ; [11.28947368 21.71052632],0
s8,1,0.026265,4.938483,[ 6 36] ; [12 21],[10.08 31.92] ; [ 7.92 25.08],0
s5,1,0.038197,4.296227,[ 8 33] ; [13 18],[11.95833333 29.04166667] ; [ 9.04166667 21.95833333],0
n5,1,0.045082,4.015568,[22 21] ; [ 9 23],[17.77333333 25.22666667] ; [13.22666667 18.77333333],0
n1,1,0.053309,3.734217,[ 4 17] ; [7 7],[ 6.6 14.4] ; [4.4 9.6],0
r3,1,0.066046,3.37865,[32 11] ; [30  3],[35.07894737  7.92105263] ; [26.92105263  6.07894737],0
s6,1,0.078295,3.099937,[15 27] ; [18 14],[18.72972973 23.27027027] ; [14.27027027 17.72972973],0
n3,1,0.116189,2.467949,[11 10] ; [11  3],[13.2  7.8] ; [8.8 5.2],0
b5,1,0.118463,2.437523,[26 17] ; [14 19],[22.63157895 20.36842105] ; [17.36842105 15.63157895],0
s4,1,0.145896,2.11464,[ 7 36] ; [10 23],[ 9.61842105 33.38157895] ; [ 7.38157895 25.61842105],0
d3,1,0.151898,2.053089,[20 23] ; [10 23],[16.97368421 26.02631579] ; [13.02631579 19.97368421],0
p3,1,0.211709,1.559698,[10 33] ; [12 21],[12.44736842 30.55263158] ; [ 9.55263158 23.44736842],0
u2,1,0.214006,1.544118,[ 9 12] ; [9 5],[10.8 10.2] ; [7.2 6.8],0
r4,1,0.228054,1.452955,[27 16] ; [25  8],[29.42105263 13.57894737] ; [22.57894737 10.42105263],0
p7,1,0.239767,1.381961,[21 22] ; [20 12],[23.50666667 19.49333333] ; [17.49333333 14.50666667],0
v3,1,0.268651,1.223622,[ 8 34] ; [ 3 28],[ 6.32876712 35.67123288] ; [ 4.67123288 26.32876712],0
p10,1,0.270098,1.216248,[20 23] ; [19 13],[22.36 20.64] ; [16.64 15.36],0
n2,1,0.278272,1.17551,[15  6] ; [13  2],[16.33333333  4.66666667] ; [11.66666667  3.33333333],0
p4,1,0.294442,1.099201,[15 28] ; [15 17],[17.2 25.8] ; [12.8 19.2],0
p2,1,0.402609,0.70052,[25 18] ; [16 17],[23.19736842 19.80263158] ; [17.80263158 15.19736842],0
a1,1,0.442063,0.590921,[ 3 40] ; [ 4 29],[ 3.96052632 39.03947368] ; [ 3.03947368 29.96052632],0
s1,1,0.445062,0.583196,[ 3 40] ; [ 1 32],[ 2.26315789 40.73684211] ; [ 1.73684211 31.26315789],0
b2,1,0.45484,0.558564,[ 6 12] ; [ 5 17],[ 4.95 13.05] ; [ 6.05 15.95],0
b3,1,0.45484,0.558564,[ 6 12] ; [ 5 17],[ 4.95 13.05] ; [ 6.05 15.95],0
a3,1,0.47982,0.499272,[22 21] ; [19 13],[23.50666667 19.49333333] ; [17.49333333 14.50666667],0
r2,1,0.519495,0.414896,[34  9] ; [28  5],[35.07894737  7.92105263] ; [26.92105263  6.07894737],0
p6,1,0.537753,0.379721,[ 8 34] ; [ 8 24],[ 9.08108108 32.91891892] ; [ 6.91891892 25.08108108],0
v1,1,0.56741,0.327035,[16 27] ; [14 18],[17.2 25.8] ; [12.8 19.2],0
r1,1,0.578249,0.309074,[22 21] ; [19 14],[23.19736842 19.80263158] ; [17.80263158 15.19736842],0
b1,1,0.621675,0.24352,[22 21] ; [15 18],[20.93421053 22.06578947] ; [16.06578947 16.93421053],0
a5,1,0.621675,0.24352,[21 22] ; [18 15],[22.06578947 20.93421053] ; [16.93421053 16.06578947],0
p9,1,0.641925,0.216234,[24 18] ; [20 12],[24.97297297 17.02702703] ; [19.02702703 12.97297297],0
p8,1,0.673548,0.177479,[15 28] ; [10 23],[14.14473684 28.85526316] ; [10.85526316 22.14473684],0
p11,1,0.686203,0.163227,[28 15] ; [20 13],[27.15789474 15.84210526] ; [20.84210526 12.15789474],0
b4,1,0.722436,0.126171,[23 20] ; [19 14],[23.76315789 19.23684211] ; [18.23684211 14.76315789],0
p1,1,0.734779,0.114769,[ 3 40] ; [ 3 30],[ 3.39473684 39.60526316] ; [ 2.60526316 30.39473684],0
d4,1,0.741272,0.109012,[28 15] ; [22 10],[28.66666667 14.33333333] ; [21.33333333 10.66666667],0
v2,1,0.758391,0.094614,[15 27] ; [10 21],[14.38356164 27.61643836] ; [10.61643836 20.38356164],0
a6,1,0.777878,0.079572,[17 26] ; [12 21],[16.40789474 26.59210526] ; [12.59210526 20.40789474],0
u3,1,0.781745,0.076754,[11 10] ; [8 6],[11.4  9.6] ; [7.6 6.4],0
a2,1,0.785053,0.074387,[ 2 41] ; [ 2 31],[ 2.26315789 40.73684211] ; [ 1.73684211 31.26315789],0
d1,1,0.819421,0.052116,[12 31] ; [10 23],[12.44736842 30.55263158] ; [ 9.55263158 23.44736842],0
d5,1,0.912222,0.012152,[24 19] ; [18 15],[23.76315789 19.23684211] ; [18.23684211 14.76315789],0
v4,1,0.939086,0.00584,[36  7] ; [27  5],[36.12  6.88] ; [26.88  5.12],0
a8,1,0.958844,0.002663,[ 3 40] ; [ 2 28],[ 2.94520548 40.05479452] ; [ 2.05479452 27.94520548],0
