Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1e-06,23.812317,[57 30] ; [36 80],[39.85714286 47.14285714] ; [53.14285714 62.85714286],1
v3,1,2.2e-05,17.999034,[47 41] ; [29 89],[32.46601942 55.53398058] ; [43.53398058 74.46601942],1
n4,1,3e-05,17.428731,[76 13] ; [71 50],[62.3 26.7] ; [84.7 36.3],1
p10,1,0.000106,15.022293,[75 13] ; [72 47],[62.49275362 25.50724638] ; [84.50724638 34.49275362],1
p9,1,0.000335,12.862861,[77 12] ; [76 42],[65.7826087 23.2173913] ; [87.2173913 30.7826087],1
n5,1,0.000628,11.690009,[75 14] ; [76 45],[63.9952381 25.0047619] ; [87.0047619 33.9952381],1
p5,1,0.002192,9.381381,[17 70] ; [  7 114],[10.03846154 76.96153846] ; [ 13.96153846 107.03846154],0
r3,1,0.005496,7.7085,[88  1] ; [107  13],[83.03827751  5.96172249] ; [111.96172249   8.03827751],0
p3,1,0.006431,7.425441,[45 44] ; [39 83],[35.43127962 53.56872038] ; [48.56872038 73.43127962],0
s6,1,0.007629,7.118656,[61 26] ; [62 58],[51.69565217 35.30434783] ; [71.30434783 48.69565217],0
r2,1,0.010937,6.475456,[84  4] ; [102  19],[78.31578947  9.68421053] ; [107.68421053  13.31578947],0
r4,1,0.011259,6.423916,[81  8] ; [95 27],[74.23696682 14.76303318] ; [101.76303318  20.23696682],0
p7,1,0.012399,6.252936,[58 29] ; [58 60],[49.22926829 37.77073171] ; [66.77073171 51.22926829],0
p4,1,0.022768,5.186096,[52 37] ; [51 69],[43.86124402 45.13875598] ; [59.13875598 60.86124402],0
d4,1,0.03129,4.636968,[67 22] ; [74 47],[59.75714286 29.24285714] ; [81.24285714 39.75714286],0
a4,1,0.040056,4.215496,[23 65] ; [ 18 104],[17.18095238 70.81904762] ; [23.81904762 98.18095238],0
n1,1,0.04169,4.147762,[9 7] ; [10 27],[ 5.73584906 10.26415094] ; [13.26415094 23.73584906],0
b1,1,0.046561,3.961166,[24 65] ; [49 73],[30.79146919 58.20853081] ; [42.20853081 79.79146919],0
v4,1,0.046577,3.96062,[86  3] ; [108  13],[82.21904762  6.78095238] ; [111.78095238   9.21904762],0
b4,1,0.061396,3.499259,[47 42] ; [80 42],[53.56872038 35.43127962] ; [73.43127962 48.56872038],0
p6,1,0.080546,3.053846,[32 54] ; [31 89],[26.30097087 59.69902913] ; [36.69902913 83.30097087],0
p11,1,0.085181,2.96317,[72 17] ; [86 36],[66.64454976 22.35545024] ; [91.35545024 30.64454976],0
r1,1,0.100766,2.693371,[63 26] ; [73 49],[57.36492891 31.63507109] ; [78.63507109 43.36492891],0
s8,1,0.112712,2.515784,[34 55] ; [34 88],[28.68246445 60.31753555] ; [39.31753555 82.68246445],0
p12,1,0.148971,2.082753,[ 8 81] ; [  5 116],[ 5.50952381 83.49047619] ; [  7.49047619 113.50952381],0
a6,1,0.152386,2.0482,[49 40] ; [55 67],[43.86729858 45.13270142] ; [60.13270142 61.86729858],0
n3,1,0.171713,1.867926,[13  3] ; [23 14],[10.86792453  5.13207547] ; [25.13207547 11.86792453],0
b3,1,0.197072,1.663942,[17 37] ; [13 49],[13.96551724 40.03448276] ; [16.03448276 45.96551724],0
