Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000239,13.497585,[22  2] ; [21 24],[14.95652174  9.04347826] ; [28.04347826 16.95652174],1
s6,1,0.000534,11.993428,[23  1] ; [25 20],[16.69565217  7.30434783] ; [31.30434783 13.69565217],1
p6,1,0.001156,10.558951,[13 11] ; [ 7 36],[ 7.1641791 16.8358209] ; [12.8358209 30.1641791],0
a5,1,0.002172,9.397969,[22  2] ; [25 20],[16.34782609  7.65217391] ; [30.65217391 14.34782609],0
r4,1,0.009754,6.679228,[23  1] ; [31 14],[18.7826087  5.2173913] ; [35.2173913  9.7826087],0
s8,1,0.012238,6.276125,[15  8] ; [15 30],[10.14705882 12.85294118] ; [19.85294118 25.14705882],0
p5,1,0.013782,6.06585,[ 6 18] ; [ 2 41],[ 2.86567164 21.13432836] ; [ 5.13432836 37.86567164],0
p9,1,0.018055,5.590848,[21  3] ; [27 18],[16.69565217  7.30434783] ; [31.30434783 13.69565217],0
p8,1,0.024278,5.074668,[11 13] ; [ 9 36],[ 6.95652174 17.04347826] ; [13.04347826 31.95652174],0
p10,1,0.034936,4.448278,[19  5] ; [24 21],[14.95652174  9.04347826] ; [28.04347826 16.95652174],0
s4,1,0.043235,4.086184,[ 8 15] ; [ 6 38],[ 4.80597015 18.19402985] ; [ 9.19402985 34.80597015],0
s3,1,0.056684,3.631846,[18  5] ; [24 20],[14.41791045  8.58208955] ; [27.58208955 16.41791045],0
n1,1,0.073691,3.198832,[2 5] ; [11  5],[3.95652174 3.04347826] ; [9.04347826 6.95652174],0
p1,1,0.08001,3.064703,[ 5 19] ; [ 3 42],[ 2.7826087 21.2173913] ; [ 5.2173913 39.7826087],0
a8,1,0.086366,2.940833,[ 4 18] ; [ 2 39],[ 2.0952381 19.9047619] ; [ 3.9047619 37.0952381],0
r1,1,0.088469,2.90202,[20  4] ; [28 16],[16.94117647  7.05882353] ; [31.05882353 12.94117647],0
p3,1,0.092498,2.830352,[11 12] ; [12 32],[ 7.89552239 15.10447761] ; [15.10447761 28.89552239],0
d5,1,0.094485,2.796252,[18  5] ; [26 19],[14.88235294  8.11764706] ; [29.11764706 15.88235294],0
u2,1,0.106343,2.607745,[2 5] ; [11  6],[3.79166667 3.20833333] ; [9.20833333 7.79166667],0
p7,1,0.19319,1.693122,[13 11] ; [15 25],[10.5 13.5] ; [17.5 22.5],0
d1,1,0.271732,1.207983,[14 10] ; [20 25],[11.82608696 12.17391304] ; [22.17391304 22.82608696],0
r3,1,0.273155,1.200836,[22  2] ; [36  8],[20.47058824  3.52941176] ; [37.52941176  6.47058824],0
n6,1,0.277686,1.178381,[19  4] ; [31 13],[17.1641791  5.8358209] ; [32.8358209 11.1641791],0
p11,1,0.283549,1.15,[18  6] ; [28 17],[16.  8.] ; [30. 15.],0
s7,1,0.291571,1.112355,[13 10] ; [18 24],[10.96923077 12.03076923] ; [20.03076923 21.96923077],0
p4,1,0.312673,1.019353,[10 13] ; [14 31],[ 8.11764706 14.88235294] ; [15.88235294 29.11764706],0
d4,1,0.320843,0.985507,[18  5] ; [30 15],[16.23529412  6.76470588] ; [31.76470588 13.23529412],0
d3,1,0.348516,0.878853,[15  8] ; [24 21],[13.19117647  9.80882353] ; [25.80882353 19.19117647],0
a2,1,0.433725,0.612829,[ 3 21] ; [ 9 36],[ 4.17391304 19.82608696] ; [ 7.82608696 37.17391304],0
u3,1,0.436661,0.605042,[6 1] ; [12  5],[5.25 1.75] ; [12.75  4.25],0
v2,1,0.459082,0.548132,[15  8] ; [24 19],[13.59090909  9.40909091] ; [25.40909091 17.59090909],0
