Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,2e-06,22.516712,[227  55] ; [34 31],[212.10951009  69.89048991] ; [48.89048991 16.10951009],1
p6,1,5e-06,20.996945,[172 110] ; [18 44],[155.75581395 126.24418605] ; [34.24418605 27.75581395],1
p2,1,1.6e-05,18.580865,[265  16] ; [52 15],[255.9683908  25.0316092] ; [61.0316092  5.9683908],1
p10,1,7.1e-05,15.781263,[258  24] ; [48 17],[248.68011527  33.31988473] ; [57.31988473  7.68011527],1
d3,1,8.1e-05,15.533195,[212  70] ; [34 33],[198.77363897  83.22636103] ; [47.22636103 19.77363897],1
p9,1,0.000672,11.566266,[261  21] ; [51 14],[253.55619597  28.44380403] ; [58.44380403  6.55619597],1
p5,1,0.001546,10.023485,[ 65 216] ; [ 4 63],[ 55.71551724 225.28448276] ; [13.28448276 53.71551724],0
s2,1,0.004448,8.091208,[158 121] ; [25 42],[147.56358382 131.43641618] ; [35.43641618 31.56358382],0
n5,1,0.005086,7.848777,[231  50] ; [44 22],[222.6945245  58.3054755] ; [52.3054755 13.6945245],0
d1,1,0.005693,7.645141,[186  96] ; [32 35],[176.14899713 105.85100287] ; [41.85100287 25.14899713],0
s7,1,0.00633,7.453994,[168  98] ; [29 36],[158.3141994 107.6858006] ; [38.6858006 26.3141994],0
p11,1,0.007267,7.205878,[244  38] ; [49 18],[236.75071633  45.24928367] ; [56.24928367 10.75071633],0
a7,1,0.018629,5.535991,[212  69] ; [41 26],[204.29022989  76.70977011] ; [48.70977011 18.29022989],0
n6,1,0.028328,4.808022,[252  28] ; [53 13],[246.82080925  33.17919075] ; [58.17919075  7.82080925],0
a5,1,0.045479,4.000796,[229  53] ; [47 20],[223.01432665  58.98567335] ; [52.98567335 14.01432665],0
a6,1,0.052776,3.751007,[205  77] ; [40 26],[198.53448276  83.46551724] ; [46.46551724 19.53448276],0
s6,1,0.052842,3.748923,[201  72] ; [40 25],[194.65384615  78.34615385] ; [46.34615385 18.65384615],0
