Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,44.466358,[134  93] ; [ 32 106],[103.23835616 123.76164384] ; [62.76164384 75.23835616],1
v1,1,0.0,26.53748,[164  64] ; [62 76],[140.78688525  87.21311475] ; [85.21311475 52.78688525],1
a5,1,0.003005,8.804589,[200  32] ; [105  37],[189.19786096  42.80213904] ; [115.80213904  26.19786096],0
s4,1,0.006886,7.302455,[ 33 196] ; [ 36 104],[ 42.82113821 186.17886179] ; [ 26.17886179 113.82113821],0
n2,1,0.007112,7.244551,[30  4] ; [17 12],[25.36507937  8.63492063] ; [21.63492063  7.36507937],0
r3,1,0.009922,6.648882,[225   6] ; [129  12],[219.82258065  11.17741935] ; [134.17741935   6.82258065],0
p7,1,0.010829,6.493186,[186  44] ; [97 43],[175.91891892  54.08108108] ; [107.08108108  32.91891892],0
r4,1,0.01507,5.908234,[218  14] ; [123  19],[211.52941176  20.47058824] ; [129.47058824  12.52941176],0
a8,1,0.021001,5.326742,[ 34 172] ; [ 10 119],[ 27.05671642 178.94328358] ; [ 16.94328358 112.05671642],0
a2,1,0.023247,5.149976,[ 76 156] ; [ 31 111],[ 66.37433155 165.62566845] ; [ 40.62566845 101.37433155],0
n3,1,0.034785,4.455708,[29  5] ; [18 11],[25.36507937  8.63492063] ; [21.63492063  7.36507937],0
r1,1,0.037383,4.332872,[197  34] ; [109  33],[189.50670241  41.49329759] ; [116.49329759  25.50670241],0
p11,1,0.03837,4.288528,[195  37] ; [107  35],[187.3368984  44.6631016] ; [114.6631016  27.3368984],0
s8,1,0.039281,4.248689,[130  99] ; [65 77],[120.3638814 108.6361186] ; [74.6361186 67.3638814],0
p10,1,0.04394,4.058864,[206  24] ; [116  25],[199.62264151  30.37735849] ; [122.37735849  18.62264151],0
a3,1,0.045825,3.988002,[189  42] ; [103  38],[181.32258065  49.67741935] ; [110.67741935  30.32258065],0
n5,1,0.058773,3.571688,[188  43] ; [103  38],[180.7016129  50.2983871] ; [110.2983871  30.7016129],0
d5,1,0.059182,3.560175,[216  16] ; [124  18],[210.90909091  21.09090909] ; [129.09090909  12.90909091],0
d2,1,0.079298,3.07924,[140  92] ; [72 69],[131.86058981 100.13941019] ; [80.13941019 60.86058981],0
p12,1,0.096671,2.75963,[ 31 200] ; [ 11 130],[ 26.08064516 204.91935484] ; [ 15.91935484 125.08064516],0
n6,1,0.098531,2.729166,[206  24] ; [118  23],[200.86253369  29.13746631] ; [123.13746631  17.86253369],0
r2,1,0.120537,2.410325,[223   7] ; [131   9],[220.05405405   9.94594595] ; [133.94594595   6.05405405],0
n4,1,0.122137,2.389703,[198  33] ; [113  29],[192.60321716  38.39678284] ; [118.39678284  23.60321716],0
v4,1,0.1258,2.34358,[224   7] ; [133   9],[221.09115282   9.90884718] ; [135.90884718   6.09115282],0
u3,1,0.142098,2.155095,[25 18] ; [28 10],[28.13580247 14.86419753] ; [24.86419753 13.13580247],0
d1,1,0.160539,1.969142,[177  55] ; [99 43],[171.20855615  60.79144385] ; [104.79144385  37.20855615],0
u1,1,0.16224,1.953227,[ 64 168] ; [ 30 112],[ 58.31016043 173.68983957] ; [ 35.68983957 106.31016043],0
a6,1,0.209662,1.573759,[164  67] ; [92 50],[158.54155496  72.45844504] ; [97.45844504 44.54155496],0
p8,1,0.217044,1.523806,[160  70] ; [90 52],[154.56989247  75.43010753] ; [95.43010753 46.56989247],0
p2,1,0.219778,1.505817,[209  23] ; [122  20],[205.32620321  26.67379679] ; [125.67379679  16.32620321],0
p9,1,0.225481,1.469141,[208  23] ; [122  20],[204.36997319  26.63002681] ; [125.63002681  16.36997319],0
s1,1,0.22777,1.454731,[  6 225] ; [  7 134],[  8.07258065 222.92741935] ; [  4.92741935 136.07258065],0
u4,1,0.235319,1.408421,[  8 224] ; [  2 140],[  6.20320856 225.79679144] ; [  3.79679144 138.20320856],0
s7,1,0.260632,1.265399,[136  84] ; [73 58],[130.997151  89.002849] ; [78.002849 52.997151],0
u2,1,0.27348,1.199207,[23 19] ; [26 13],[25.40740741 16.59259259] ; [23.59259259 15.40740741],0
a7,1,0.318592,0.994718,[172  59] ; [99 43],[167.8310992  63.1689008] ; [103.1689008  38.8310992],0
b3,1,0.356815,0.849072,[66 83] ; [34 55],[62.60504202 86.39495798] ; [37.39495798 51.60504202],0
b2,1,0.356815,0.849072,[66 83] ; [34 55],[62.60504202 86.39495798] ; [37.39495798 51.60504202],0
b1,1,0.471834,0.517678,[ 99 133] ; [66 76],[102.35294118 129.64705882] ; [62.64705882 79.35294118],0
s5,1,0.47958,0.499819,[ 99 121] ; [56 80],[ 95.78651685 124.21348315] ; [59.21348315 76.78651685],0
s6,1,0.516479,0.420919,[169  59] ; [98 40],[166.32786885  61.67213115] ; [100.67213115  37.32786885],0
a1,1,0.52445,0.405134,[ 17 215] ; [  8 134],[ 15.50802139 216.49197861] ; [  9.49197861 132.50802139],0
a4,1,0.562721,0.335015,[121 110] ; [70 72],[118.28686327 112.71313673] ; [72.71313673 69.28686327],0
b5,1,0.592067,0.287128,[134  98] ; [78 64],[131.50802139 100.49197861] ; [80.49197861 61.50802139],0
p6,1,0.601803,0.272285,[115 112] ; [67 73],[112.57220708 114.42779292] ; [69.42779292 70.57220708],0
