Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.002239,9.342442,[94  9] ; [80 26],[85.75119617 17.24880383] ; [88.24880383 17.75119617],0
p2,1,0.003704,8.423275,[76 28] ; [57 49],[65.86666667 38.13333333] ; [67.13333333 38.86666667],0
r4,1,0.004641,8.014231,[84 20] ; [67 39],[74.78095238 29.21904762] ; [76.21904762 29.78095238],0
n6,1,0.020626,5.358122,[75 28] ; [61 45],[67.02392344 35.97607656] ; [68.97607656 37.02392344],0
p9,1,0.042339,4.121607,[41 59] ; [28 74],[34.15841584 65.84158416] ; [34.84158416 67.15841584],0
r1,1,0.050951,3.809869,[76 28] ; [64 42],[69.33333333 34.66666667] ; [70.66666667 35.33333333],0
v4,1,0.058552,3.577924,[93 11] ; [84 21],[88.07655502 15.92344498] ; [88.92344498 16.07655502],0
n2,1,0.091216,2.852787,[26  8] ; [25 18],[22.51948052 11.48051948] ; [28.48051948 14.51948052],0
r2,1,0.099374,2.715566,[91 12] ; [84 21],[86.65865385 16.34134615] ; [88.34134615 16.65865385],0
v2,1,0.1236,2.371096,[47 54] ; [37 66],[41.58823529 59.41176471] ; [42.41176471 60.58823529],0
n1,1,0.126531,2.334556,[10 24] ; [20 23],[13.24675325 20.75324675] ; [16.75324675 26.24675325],0
p3,1,0.128606,2.309253,[29 75] ; [40 66],[34.17142857 69.82857143] ; [34.82857143 71.17142857],0
p8,1,0.146086,2.11265,[36 66] ; [27 77],[31.19417476 70.80582524] ; [31.80582524 72.19417476],0
a6,1,0.184197,1.763433,[62 42] ; [53 52],[57.22488038 46.77511962] ; [57.77511962 47.22488038],0
a1,1,0.193084,1.693927,[ 5 99] ; [10 96],[ 7.42857143 96.57142857] ; [ 7.57142857 98.42857143],0
n3,1,0.247977,1.334667,[26  9] ; [26 16],[23.63636364 11.36363636] ; [28.36363636 13.63636364],0
s1,1,0.262243,1.256875,[ 4 98] ; [ 8 98],[ 5.88461538 96.11538462] ; [ 6.11538462 99.88461538],0
s8,1,0.26455,1.24479,[30 73] ; [23 80],[26.5 76.5] ; [26.5 76.5],0
p6,1,0.325464,0.966861,[31 71] ; [25 78],[27.86341463 74.13658537] ; [28.13658537 74.86341463],0
b5,1,0.332764,0.938112,[64 40] ; [72 34],[67.35238095 36.64761905] ; [68.64761905 37.35238095],0
a7,1,0.351942,0.866444,[61 42] ; [56 50],[57.66028708 45.33971292] ; [59.33971292 46.66028708],0
d2,1,0.36759,0.811795,[50 53] ; [44 60],[46.77294686 56.22705314] ; [47.22705314 56.77294686],0
a2,1,0.387512,0.746734,[15 89] ; [20 86],[17.33333333 86.66666667] ; [17.66666667 88.33333333],0
d3,1,0.440262,0.595599,[60 44] ; [55 50],[57.22488038 46.77511962] ; [57.77511962 47.22488038],0
s4,1,0.446562,0.579363,[13 90] ; [17 87],[14.92753623 88.07246377] ; [15.07246377 88.92753623],0
p7,1,0.453552,0.56176,[51 52] ; [47 59],[48.29665072 54.70334928] ; [49.70334928 56.29665072],0
b4,1,0.456656,0.55408,[67 37] ; [63 43],[64.38095238 39.61904762] ; [65.61904762 40.38095238],0
s5,1,0.471735,0.51791,[24 76] ; [20 81],[21.89054726 78.10945274] ; [22.10945274 78.89054726],0
a3,1,0.473269,0.514332,[62 42] ; [58 48],[59.42857143 44.57142857] ; [60.57142857 45.42857143],0
u1,1,0.476879,0.505992,[13 91] ; [10 96],[11.39047619 92.60952381] ; [11.60952381 94.39047619],0
s7,1,0.479451,0.500113,[32 68] ; [26 69],[29.74358974 70.25641026] ; [28.25641026 66.74358974],0
d1,1,0.498199,0.458772,[47 57] ; [43 63],[44.57142857 59.42857143] ; [45.42857143 60.57142857],0
v1,1,0.519866,0.414159,[40 62] ; [37 69],[37.75961538 64.24038462] ; [39.24038462 66.75961538],0
p5,1,0.52696,0.40025,[  4 100] ; [ 6 99],[ 4.97607656 99.02392344] ; [ 5.02392344 99.97607656],0
s3,1,0.549864,0.357561,[44 58] ; [41 64],[41.88405797 60.11594203] ; [43.11594203 61.88405797],0
d4,1,0.564811,0.331442,[76 27] ; [73 31],[74.14009662 28.85990338] ; [74.85990338 29.14009662],0
p1,1,0.587005,0.295045,[ 5 97] ; [ 7 98],[ 5.91304348 96.08695652] ; [ 6.08695652 98.91304348],0
u3,1,0.587915,0.293613,[23 19] ; [29 19],[24.26666667 17.73333333] ; [27.73333333 20.26666667],0
p12,1,0.627535,0.235418,[  3 100] ; [  2 104],[  2.46411483 100.53588517] ; [  2.53588517 103.46411483],0
a8,1,0.681078,0.168915,[14 79] ; [13 87],[13.01036269 79.98963731] ; [13.98963731 86.01036269],0
s2,1,0.76965,0.085751,[34 68] ; [33 72],[33.01449275 68.98550725] ; [33.98550725 71.01449275],0
n4,1,0.848464,0.036511,[69 35] ; [69 37],[68.34285714 35.65714286] ; [69.65714286 36.34285714],0
a5,1,0.903003,0.014852,[58 46] ; [60 46],[58.43809524 45.56190476] ; [59.56190476 46.43809524],0
v3,1,0.910392,0.012666,[29 74] ; [28 74],[28.63902439 74.36097561] ; [28.36097561 73.63902439],0
p4,1,0.912037,0.012203,[41 63] ; [41 65],[40.60952381 63.39047619] ; [41.39047619 64.60952381],0
a4,1,0.933416,0.00698,[42 62] ; [43 62],[42.29665072 61.70334928] ; [42.70334928 62.29665072],0
u2,1,0.948656,0.004147,[19 22] ; [21 25],[18.85057471 22.14942529] ; [21.14942529 24.85057471],0
d5,1,0.961687,0.002308,[70 34] ; [71 34],[70.16267943 33.83732057] ; [70.83732057 34.16267943],0
b3,1,0.979174,0.000681,[21 48] ; [19 43],[21.06870229 47.93129771] ; [18.93129771 43.06870229],0
b2,1,0.979174,0.000681,[21 48] ; [19 43],[21.06870229 47.93129771] ; [18.93129771 43.06870229],0
n5,1,0.991585,0.000111,[56 48] ; [57 49],[55.96190476 48.03809524] ; [57.03809524 48.96190476],0
s6,1,1.0,0.0,[49 54] ; [49 54],[49. 54.] ; [49. 54.],0
