Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,24.553052,[41 23] ; [ 41 106],[24.87203791 39.12796209] ; [57.12796209 89.87203791],1
p2,1,3.4e-05,17.156824,[53 11] ; [78 70],[39.54716981 24.45283019] ; [91.45283019 56.54716981],1
p10,1,0.000729,11.41398,[49 15] ; [76 71],[37.91469194 26.08530806] ; [87.08530806 59.91469194],1
p11,1,0.00259,9.076094,[50 14] ; [84 65],[40.2629108 23.7370892] ; [93.7370892 55.2629108],0
r3,1,0.002735,8.976641,[61  3] ; [115  31],[53.63809524 10.36190476] ; [122.36190476  23.63809524],0
p9,1,0.003568,8.491734,[50 13] ; [84 60],[40.7826087 22.2173913] ; [93.2173913 50.7826087],0
p5,1,0.004885,7.921386,[ 6 58] ; [  2 146],[ 2.41509434 61.58490566] ; [  5.58490566 142.41509434],0
r4,1,0.006079,7.52676,[55  9] ; [101  48],[46.87323944 17.12676056] ; [109.12676056  39.87323944],0
p3,1,0.012122,6.292865,[19 45] ; [ 22 126],[12.37735849 51.62264151] ; [ 28.62264151 119.37735849],0
b1,1,0.013316,6.126631,[18 46] ; [69 80],[26.14084507 37.85915493] ; [60.85915493 88.14084507],0
v4,1,0.018007,5.595439,[60  4] ; [120  28],[54.33962264  9.66037736] ; [125.66037736  22.33962264],0
a1,1,0.040505,4.196605,[ 1 63] ; [ 14 135],[ 4.50704225 59.49295775] ; [ 10.49295775 138.50704225],0
a7,1,0.066873,3.358162,[47 17] ; [88 58],[41.14285714 22.85714286] ; [93.85714286 52.14285714],0
d3,1,0.069055,3.305342,[43 21] ; [79 68],[37.00473934 26.99526066] ; [84.99526066 62.00473934],0
b2,1,0.112736,2.515447,[ 8 26] ; [33 52],[11.71428571 22.28571429] ; [29.28571429 55.71428571],0
b3,1,0.112736,2.515447,[ 8 26] ; [33 52],[11.71428571 22.28571429] ; [29.28571429 55.71428571],0
a5,1,0.120027,2.41697,[45 19] ; [88 61],[39.96244131 24.03755869] ; [93.03755869 55.96244131],0
p1,1,0.123775,2.368885,[ 6 58] ; [  6 142],[ 3.62264151 60.37735849] ; [  8.37735849 139.62264151],0
b5,1,0.142742,2.148146,[45 19] ; [89 60],[40.2629108 23.7370892] ; [93.7370892 55.2629108],0
