Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,108.060711,[123  46] ; [ 68 224],[70.01952278 98.98047722] ; [120.98047722 171.01952278],1
s2,1,0.0,82.075623,[127  50] ; [ 89 216],[79.31950207 97.68049793] ; [136.68049793 168.31950207],1
s6,1,0.0,67.360775,[152  27] ; [142 159],[109.6375  69.3625] ; [184.3625 116.6375],1
s3,1,0.0,59.631902,[132  44] ; [116 186],[91.31380753 84.68619247] ; [156.68619247 145.31380753],1
v3,1,7e-06,20.089456,[86 83] ; [ 88 206],[ 63.51187905 105.48812095] ; [110.48812095 183.51187905],1
s5,1,1e-05,19.578564,[ 70 103] ; [ 64 235],[ 49.11440678 123.88559322] ; [ 84.88559322 214.11440678],1
r1,1,2.7e-05,17.599783,[160  18] ; [225  79],[142.17842324  35.82157676] ; [242.82157676  61.17842324],1
r4,1,0.000113,14.910788,[170  11] ; [249  57],[155.72689938  25.27310062] ; [263.27310062  42.72689938],1
p9,1,0.000163,14.21254,[155  23] ; [216  83],[138.44444444  39.55555556] ; [232.55555556  66.44444444],1
p10,1,0.000164,14.202415,[152  25] ; [215  89],[135.04989605  41.95010395] ; [231.95010395  72.04989605],1
a3,1,0.000703,11.480855,[147  34] ; [205 101],[130.82546201  50.17453799] ; [221.17453799  84.82546201],1
d2,1,0.000776,11.297727,[111  70] ; [138 165],[93.1177686 87.8822314] ; [155.8822314 147.1177686],1
v4,1,0.001816,9.727107,[175   5] ; [270  32],[166.18257261  13.81742739] ; [278.81742739  23.18257261],0
p3,1,0.002093,9.46601,[90 91] ; [108 196],[ 73.89278351 107.10721649] ; [124.10721649 179.89278351],0
n5,1,0.002969,8.826366,[139  39] ; [199 106],[124.563147  53.436853] ; [213.436853  91.563147],0
d1,1,0.003646,8.452358,[134  47] ; [187 119],[119.30390144  61.69609856] ; [201.69609856 104.30390144],0
n4,1,0.003729,8.411117,[144  35] ; [209  97],[130.28247423  48.71752577] ; [222.71752577  83.28247423],0
a2,1,0.004557,8.047536,[ 56 125] ; [ 60 246],[ 43.11293634 137.88706366] ; [ 72.88706366 233.11293634],0
v1,1,0.006895,7.300169,[93 78] ; [124 175],[78.95106383 92.04893617] ; [138.04893617 160.95106383],0
u4,1,0.010935,6.475877,[  7 174] ; [  2 304],[  3.3449692 177.6550308] ; [  5.6550308 300.3449692],0
r3,1,0.013913,6.04917,[175   6] ; [276  28],[168.31134021  12.68865979] ; [282.68865979  21.31134021],0
p7,1,0.018169,5.579737,[101  75] ; [139 162],[88.55345912 87.44654088] ; [151.44654088 149.55345912],0
u1,1,0.019015,5.500159,[ 39 142] ; [ 41 265],[ 29.73305955 151.26694045] ; [ 50.26694045 255.73305955],0
p12,1,0.025569,4.984919,[ 15 165] ; [ 11 294],[  9.64948454 170.35051546] ; [ 16.35051546 288.64948454],0
r2,1,0.030294,4.692537,[174   6] ; [274  25],[168.35073069  11.64926931] ; [279.64926931  19.35073069],0
u3,1,0.036024,4.395964,[25  9] ; [53 47],[19.79104478 14.20895522] ; [58.20895522 41.79104478],0
p5,1,0.042899,4.099394,[ 18 159] ; [ 16 288],[ 12.51143451 164.48856549] ; [ 21.48856549 282.51143451],0
p4,1,0.045217,4.010521,[96 84] ; [134 171],[85.36082474 94.63917526] ; [144.63917526 160.36082474],0
v2,1,0.050853,3.813103,[105  67] ; [151 141],[94.89655172 77.10344828] ; [161.10344828 130.89655172],0
a8,1,0.062148,3.479116,[ 28 134] ; [ 31 250],[ 21.57562077 140.42437923] ; [ 37.42437923 243.57562077],0
a5,1,0.072573,3.223835,[145  36] ; [223  83],[136.77207392  44.22792608] ; [231.22792608  74.77207392],0
b2,1,0.074867,3.172949,[46 80] ; [ 43 118],[39.07317073 86.92682927] ; [ 49.92682927 111.07317073],0
b3,1,0.074867,3.172949,[46 80] ; [ 43 118],[39.07317073 86.92682927] ; [ 49.92682927 111.07317073],0
a4,1,0.117037,2.456537,[91 90] ; [131 174],[82.67901235 98.32098765] ; [139.32098765 165.67901235],0
