Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.000423,12.428977,[10 15] ; [62 18],[17.14285714  7.85714286] ; [54.85714286 25.14285714],1
p9,1,0.002849,8.901714,[18  7] ; [75  5],[22.14285714  2.85714286] ; [70.85714286  9.14285714],0
s2,1,0.005105,7.841881,[12 13] ; [16 65],[ 6.60377358 18.39622642] ; [21.39622642 59.60377358],0
p2,1,0.006641,7.367484,[15 10] ; [69 12],[19.81132075  5.18867925] ; [64.18867925 16.81132075],0
b4,1,0.007731,7.094676,[21  4] ; [44 37],[15.33018868  9.66981132] ; [49.66981132 31.33018868],0
p8,1,0.00987,6.658274,[ 8 17] ; [48 30],[13.59223301 11.40776699] ; [42.40776699 35.59223301],0
r3,1,0.013539,6.097245,[22  3] ; [80  1],[24.05660377  0.94339623] ; [77.94339623  3.05660377],0
a4,1,0.017,5.696406,[17  8] ; [33 48],[11.79245283 13.20754717] ; [38.20754717 42.79245283],0
u1,1,0.026991,4.891413,[10 15] ; [15 66],[ 5.89622642 19.10377358] ; [19.10377358 61.89622642],0
b1,1,0.041926,4.138176,[14 11] ; [27 54],[ 9.66981132 15.33018868] ; [31.33018868 49.66981132],0
a8,1,0.075224,3.165173,[ 1 21] ; [15 57],[ 3.74468085 18.25531915] ; [12.25531915 59.74468085],0
s5,1,0.089005,2.892278,[12 13] ; [23 55],[ 8.49514563 16.50485437] ; [26.50485437 51.49514563],0
d4,1,0.138875,2.19038,[23  2] ; [64 17],[20.51886792  4.48113208] ; [66.48113208 14.51886792],0
s7,1,0.147914,2.09363,[17  6] ; [44 33],[14.03  8.97] ; [46.97 30.03],0
p10,1,0.162553,1.950316,[19  6] ; [70 10],[21.19047619  3.80952381] ; [67.80952381 12.19047619],0
v3,1,0.178878,1.806917,[15  9] ; [37 42],[12.11650485 11.88349515] ; [39.88349515 39.11650485],0
n4,1,0.181866,1.78231,[18  7] ; [68 13],[20.28301887  4.71698113] ; [65.71698113 15.28301887],0
s4,1,0.185143,1.755853,[ 5 20] ; [ 8 72],[ 3.0952381 21.9047619] ; [ 9.9047619 70.0952381],0
s6,1,0.190664,1.712481,[19  6] ; [50 31],[16.27358491  8.72641509] ; [52.72641509 28.27358491],0
a2,1,0.200888,1.635909,[ 8 17] ; [16 65],[ 5.66037736 19.33962264] ; [18.33962264 62.66037736],0
b2,1,0.207603,1.588061,[4 9] ; [30 30],[6.05479452 6.94520548] ; [27.94520548 32.05479452],0
b3,1,0.207603,1.588061,[4 9] ; [30 30],[6.05479452 6.94520548] ; [27.94520548 32.05479452],0
p4,1,0.33096,0.945139,[14 11] ; [54 27],[16.03773585  8.96226415] ; [51.96226415 29.03773585],0
a1,1,0.375749,0.784563,[ 2 23] ; [ 3 78],[ 1.17924528 23.82075472] ; [ 3.82075472 77.17924528],0
p5,1,0.378992,0.773968,[ 2 23] ; [12 69],[ 3.30188679 21.69811321] ; [10.69811321 70.30188679],0
v1,1,0.41167,0.673973,[13 12] ; [49 31],[14.76190476 10.23809524] ; [47.23809524 32.76190476],0
d5,1,0.447962,0.575802,[22  3] ; [66 15],[20.75471698  4.24528302] ; [67.24528302 13.75471698],0
a7,1,0.469033,0.524253,[16  9] ; [58 23],[17.45283019  7.54716981] ; [56.54716981 24.45283019],0
r4,1,0.47144,0.5186,[22  3] ; [75  6],[22.87735849  2.12264151] ; [74.12264151  6.87735849],0
n5,1,0.48966,0.477273,[17  8] ; [60 20],[18.33333333  6.66666667] ; [58.66666667 21.33333333],0
p12,1,0.540291,0.375,[ 1 24] ; [ 6 74],[ 1.66666667 23.33333333] ; [ 5.33333333 74.66666667],0
a5,1,0.547776,0.361317,[19  6] ; [66 15],[20.04716981  4.95283019] ; [64.95283019 16.04716981],0
p1,1,0.548716,0.359622,[ 1 24] ; [ 6 75],[ 1.6509434 23.3490566] ; [ 5.3490566 75.6509434],0
u2,1,0.594853,0.282828,[5 1] ; [16  6],[4.5 1.5] ; [16.5  5.5],0
p3,1,0.595206,0.282287,[13 12] ; [47 34],[14.1509434 10.8490566] ; [45.8490566 35.1509434],0
