Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.000423,12.428977,[10 15] ; [62 18],[17.14285714  7.85714286] ; [54.85714286 25.14285714],1
n2,1,0.596613,0.280135,[4 4] ; [11  7],[4.61538462 3.38461538] ; [10.38461538  7.61538462],0
d2,1,0.617324,0.249647,[15 10] ; [44 37],[13.91509434 11.08490566] ; [45.08490566 35.91509434],0
n1,1,0.620079,0.245756,[3 5] ; [ 5 13],[2.46153846 5.53846154] ; [ 5.53846154 12.46153846],0
s1,1,0.694354,0.154412,[ 1 24] ; [ 2 78],[ 0.71428571 24.28571429] ; [ 2.28571429 77.71428571],0
d3,1,0.727342,0.121566,[17  8] ; [52 29],[16.27358491  8.72641509] ; [52.72641509 28.27358491],0
a3,1,0.754034,0.098172,[19  6] ; [59 22],[18.39622642  6.60377358] ; [59.60377358 21.39622642],0
r2,1,0.766194,0.088421,[23  2] ; [72  8],[22.61904762  2.38095238] ; [72.38095238  7.61904762],0
v4,1,0.846614,0.037419,[24  1] ; [77  4],[23.82075472  1.17924528] ; [77.17924528  3.82075472],0
n3,1,0.855702,0.033069,[4 3] ; [11  7],[4.2 2.8] ; [10.8  7.2],0
a6,1,0.857905,0.032056,[14 11] ; [47 34],[14.38679245 10.61320755] ; [46.61320755 34.38679245],0
b5,1,0.876729,0.024061,[15 10] ; [50 31],[15.33018868  9.66981132] ; [49.66981132 31.33018868],0
n6,1,0.884947,0.020938,[21  4] ; [69 12],[21.22641509  3.77358491] ; [68.77358491 12.22641509],0
v2,1,0.946003,0.004587,[15 10] ; [48 31],[15.14423077  9.85576923] ; [47.85576923 31.14423077],0
d1,1,0.947428,0.004348,[15 10] ; [48 33],[14.85849057 10.14150943] ; [48.14150943 32.85849057],0
p6,1,0.965149,0.001909,[12 13] ; [38 42],[11.9047619 13.0952381] ; [38.0952381 41.9047619],0
r1,1,0.995307,3.5e-05,[21  4] ; [68 13],[20.99056604  4.00943396] ; [68.00943396 12.99056604],0
