Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1.6e-05,18.593367,[57  7] ; [53 40],[44.84076433 19.15923567] ; [65.15923567 27.84076433],1
p8,1,0.001441,10.152273,[45 20] ; [41 53],[35.1572327 29.8427673] ; [50.8427673 43.1572327],0
p4,1,0.00491,7.912367,[47 18] ; [47 47],[38.42767296 26.57232704] ; [55.57232704 38.42767296],0
p5,1,0.011127,6.444887,[15 50] ; [ 8 85],[ 9.46202532 55.53797468] ; [13.53797468 79.46202532],0
p3,1,0.021713,5.268676,[39 26] ; [39 55],[31.88679245 33.11320755] ; [46.11320755 47.88679245],0
p11,1,0.036303,4.382806,[55 10] ; [66 28],[49.46540881 15.53459119] ; [71.53459119 22.46540881],0
b3,1,0.043626,4.070996,[24 22] ; [20 41],[18.91588785 27.08411215] ; [25.08411215 35.91588785],0
b2,1,0.043626,4.070996,[24 22] ; [20 41],[18.91588785 27.08411215] ; [25.08411215 35.91588785],0
v2,1,0.051398,3.795269,[39 25] ; [41 50],[33.03225806 30.96774194] ; [46.96774194 44.03225806],0
p1,1,0.063615,3.440529,[10 55] ; [ 6 88],[ 6.5408805 58.4591195] ; [ 9.4591195 84.5408805],0
n5,1,0.095863,2.773055,[54 10] ; [68 25],[49.73248408 14.26751592] ; [72.26751592 20.73248408],0
v3,1,0.10406,2.642194,[31 34] ; [32 60],[26.08280255 38.91719745] ; [36.91719745 55.08280255],0
n4,1,0.107045,2.597319,[54 11] ; [67 26],[49.77848101 15.22151899] ; [71.22151899 21.77848101],0
p12,1,0.109025,2.568297,[ 6 59] ; [ 3 90],[ 3.70253165 61.29746835] ; [ 5.29746835 87.70253165],0
n2,1,0.126373,2.336508,[12  6] ; [24  4],[14.08695652  3.91304348] ; [21.91304348  6.08695652],0
a4,1,0.128273,2.313287,[20 45] ; [19 75],[15.94339623 49.05660377] ; [23.05660377 70.94339623],0
u2,1,0.144674,2.127524,[16  6] ; [13 12],[13.57446809  8.42553191] ; [15.42553191  9.57446809],0
a7,1,0.170821,1.875721,[43 22] ; [52 42],[38.83647799 26.16352201] ; [56.16352201 37.83647799],0
s5,1,0.18383,1.766382,[30 32] ; [35 58],[26. 36.] ; [39. 54.],0
a5,1,0.213502,1.547517,[38 27] ; [64 30],[41.69811321 23.30188679] ; [60.30188679 33.69811321],0
p2,1,0.218098,1.516845,[59  6] ; [79 15],[56.41509434  8.58490566] ; [81.58490566 12.41509434],0
v4,1,0.222883,1.485714,[63  2] ; [84  7],[61.25  3.75] ; [85.75  5.25],0
r2,1,0.223126,1.48415,[61  4] ; [81 11],[58.78980892  6.21019108] ; [83.21019108  8.78980892],0
n6,1,0.228225,1.451889,[57  8] ; [74 18],[54.23566879 10.76433121] ; [76.76433121 15.23566879],0
u3,1,0.279683,1.168631,[17  5] ; [17 10],[15.26530612  6.73469388] ; [18.73469388  8.26530612],0
s4,1,0.294976,1.096771,[12 53] ; [24 70],[14.71698113 50.28301887] ; [21.28301887 72.71698113],0
s8,1,0.297561,1.085094,[44 21] ; [56 38],[40.88050314 24.11949686] ; [59.11949686 34.88050314],0
n3,1,0.317731,0.998264,[11  7] ; [21  7],[12.52173913  5.47826087] ; [19.47826087  8.52173913],0
b5,1,0.326277,0.963618,[39 26] ; [49 45],[35.97484277 29.02515723] ; [52.02515723 41.97484277],0
