Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.00365,8.450042,[22  1] ; [33 19],[16.86666667  6.13333333] ; [38.13333333 13.86666667],0
s1,1,0.013275,6.132047,[ 4 19] ; [ 1 51],[ 1.53333333 21.46666667] ; [ 3.46666667 48.53333333],0
v3,1,0.02985,4.717928,[ 9 14] ; [ 8 42],[ 5.35616438 17.64383562] ; [11.64383562 38.35616438],0
s6,1,0.04701,3.945043,[14  8] ; [20 32],[10.10810811 11.89189189] ; [23.89189189 28.10810811],0
p5,1,0.051018,3.807697,[ 3 20] ; [ 1 50],[ 1.24324324 21.75675676] ; [ 2.75675676 48.24324324],0
d5,1,0.087501,2.919763,[19  4] ; [32 19],[15.85135135  7.14864865] ; [35.14864865 15.85135135],0
s5,1,0.098918,2.722909,[ 9 13] ; [11 39],[ 6.11111111 15.88888889] ; [13.88888889 36.11111111],0
r4,1,0.101065,2.68865,[ 9 14] ; [31 21],[12.26666667 10.73333333] ; [27.73333333 24.26666667],0
a4,1,0.104519,2.635204,[ 9 14] ; [11 41],[ 6.13333333 16.86666667] ; [13.86666667 38.13333333],0
a7,1,0.105009,2.627779,[18  5] ; [30 21],[14.91891892  8.08108108] ; [33.08108108 17.91891892],0
v2,1,0.11125,2.536369,[11 12] ; [15 37],[ 7.97333333 15.02666667] ; [18.02666667 33.97333333],0
p3,1,0.116251,2.467115,[11 11] ; [16 36],[ 8.02702703 13.97297297] ; [18.97297297 33.02702703],0
u3,1,0.122887,2.380133,[7 2] ; [12 13],[5.02941176 3.97058824] ; [13.97058824 11.02941176],0
r2,1,0.127491,2.322793,[14  8] ; [41 10],[16.57534247  5.42465753] ; [38.42465753 12.57534247],0
u1,1,0.167544,1.904787,[ 2 21] ; [ 1 51],[ 0.92 22.08] ; [ 2.08 49.92],0
p12,1,0.167544,1.904787,[ 2 21] ; [ 1 51],[ 0.92 22.08] ; [ 2.08 49.92],0
u2,1,0.177851,1.815492,[7 2] ; [13 12],[5.29411765 3.70588235] ; [14.70588235 10.29411765],0
r3,1,0.18289,1.773981,[17  6] ; [45  7],[19.01333333  3.98666667] ; [42.98666667  9.01333333],0
s7,1,0.18463,1.759952,[ 9 14] ; [12 38],[ 6.61643836 16.38356164] ; [14.38356164 35.61643836],0
a5,1,0.204819,1.607677,[12 11] ; [19 33],[ 9.50666667 13.49333333] ; [21.49333333 30.50666667],0
s8,1,0.210804,1.565899,[ 8 15] ; [11 41],[ 5.82666667 17.17333333] ; [13.17333333 38.82666667],0
n6,1,0.211504,1.561102,[12 11] ; [35 17],[14.41333333  8.58666667] ; [32.58666667 19.41333333],0
d3,1,0.212037,1.557466,[17  6] ; [30 21],[14.60810811  8.39189189] ; [32.39189189 18.60810811],0
b3,1,0.249537,1.325893,[6 6] ; [10 22],[4.36363636 7.63636364] ; [11.63636364 20.36363636],0
b2,1,0.249537,1.325893,[6 6] ; [10 22],[4.36363636 7.63636364] ; [11.63636364 20.36363636],0
