Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000232,13.555675,[16  6] ; [32 72],[ 8.38095238 13.61904762] ; [39.61904762 64.38095238],1
a6,1,0.007414,7.169906,[ 7 15] ; [66 39],[12.64566929  9.35433071] ; [60.35433071 44.64566929],0
s7,1,0.025704,4.975798,[ 9 12] ; [20 80],[ 5.03305785 15.96694215] ; [23.96694215 76.03305785],0
s2,1,0.03169,4.61517,[10 12] ; [24 80],[ 5.93650794 16.06349206] ; [28.06349206 75.93650794],0
v2,1,0.047229,3.937203,[ 3 19] ; [36 66],[ 6.91935484 15.08064516] ; [32.08064516 69.91935484],0
u3,1,0.065398,3.394903,[9 4] ; [19 28],[6.06666667 6.93333333] ; [21.93333333 25.06666667],0
r3,1,0.096402,2.764084,[14  8] ; [84 21],[16.97637795  5.02362205] ; [81.02362205 23.97637795],0
p3,1,0.111415,2.534034,[ 9 13] ; [25 78],[ 5.984 16.016] ; [28.016 74.984],0
r1,1,0.116182,2.468051,[11 11] ; [71 34],[14.20472441  7.79527559] ; [67.79527559 37.20472441],0
d4,1,0.128407,2.311656,[12 10] ; [74 30],[15.01587302  6.98412698] ; [70.98412698 33.01587302],0
a2,1,0.132,2.268822,[ 1 21] ; [18 87],[ 3.29133858 18.70866142] ; [15.70866142 89.29133858],0
s3,1,0.138924,2.18984,[12 10] ; [39 65],[ 8.9047619 13.0952381] ; [42.0952381 61.9047619],0
b2,1,0.141195,2.164889,[ 2 11] ; [24 42],[4.27848101 8.72151899] ; [21.72151899 44.27848101],0
b3,1,0.141195,2.164889,[ 2 11] ; [24 42],[4.27848101 8.72151899] ; [21.72151899 44.27848101],0
p4,1,0.165118,1.926714,[11 11] ; [36 69],[ 8.14173228 13.85826772] ; [38.85826772 66.14173228],0
p2,1,0.175454,1.835712,[15  7] ; [55 50],[12.12598425  9.87401575] ; [57.87401575 47.12598425],0
r4,1,0.194142,1.685901,[11 11] ; [68 37],[13.68503937  8.31496063] ; [65.31496063 39.68503937],0
a3,1,0.204429,1.610444,[ 9 13] ; [58 46],[11.6984127 10.3015873] ; [55.3015873 48.6984127],0
d2,1,0.244629,1.353719,[ 8 14] ; [52 52],[10.47619048 11.52380952] ; [49.52380952 54.47619048],0
a7,1,0.300339,1.072688,[11 11] ; [65 40],[13.16535433  8.83464567] ; [62.83464567 42.16535433],0
s5,1,0.346227,0.887239,[ 5 16] ; [16 88],[ 3.528 17.472] ; [17.472 86.528],0
d1,1,0.376988,0.7805,[ 8 14] ; [49 56],[ 9.87401575 12.12598425] ; [47.12598425 57.87401575],0
b5,1,0.414344,0.666302,[13  9] ; [52 53],[11.25984252 10.74015748] ; [53.74015748 51.25984252],0
p11,1,0.414344,0.666302,[ 9 13] ; [53 52],[10.74015748 11.25984252] ; [51.25984252 53.74015748],0
p8,1,0.48518,0.487198,[ 8 14] ; [30 74],[ 6.63492063 15.36507937] ; [31.36507937 72.63492063],0
n4,1,0.485946,0.485489,[11 11] ; [61 44],[12.47244094  9.52755906] ; [59.52755906 45.47244094],0
b1,1,0.485946,0.485489,[11 11] ; [61 44],[12.47244094  9.52755906] ; [59.52755906 45.47244094],0
n2,1,0.498404,0.458333,[7 4] ; [23 21],[6. 5.] ; [24. 20.],0
p7,1,0.566115,0.329226,[ 9 13] ; [50 55],[10.22047244 11.77952756] ; [48.77952756 56.22047244],0
a5,1,0.595545,0.281768,[11 11] ; [59 46],[12.12598425  9.87401575] ; [57.87401575 47.12598425],0
p10,1,0.615847,0.251748,[ 4 18] ; [24 80],[ 4.88888889 17.11111111] ; [23.11111111 80.88888889],0
r2,1,0.617424,0.249505,[16  5] ; [85 20],[16.83333333  4.16666667] ; [84.16666667 20.83333333],0
v4,1,0.621151,0.244254,[17  4] ; [79 25],[16.128  4.872] ; [79.872 24.128],0
n5,1,0.622043,0.243007,[13  9] ; [56 49],[11.95275591 10.04724409] ; [57.04724409 47.95275591],0
u1,1,0.663733,0.189021,[ 2 20] ; [13 92],[ 2.5984252 19.4015748] ; [12.4015748 92.5984252],0
n6,1,0.665334,0.187108,[14  8] ; [61 43],[13.0952381  8.9047619] ; [61.9047619 42.0952381],0
a1,1,0.687005,0.162347,[ 2 20] ; [ 7 98],[ 1.55905512 20.44094488] ; [ 7.44094488 97.55905512],0
a4,1,0.714454,0.133868,[ 7 15] ; [37 66],[ 7.744 14.256] ; [36.256 66.744],0
s8,1,0.744281,0.106399,[ 4 18] ; [16 88],[ 3.49206349 18.50793651] ; [16.50793651 87.49206349],0
d3,1,0.775831,0.081086,[11 11] ; [56 49],[11.60629921 10.39370079] ; [55.39370079 49.60629921],0
s1,1,0.825494,0.048613,[ 2 20] ; [ 8 96],[ 1.74603175 20.25396825] ; [ 8.25396825 95.74603175],0
v1,1,0.879536,0.02297,[ 6 16] ; [27 78],[ 5.71653543 16.28346457] ; [27.28346457 77.71653543],0
n1,1,0.887252,0.020102,[4 7] ; [15 29],[3.8 7.2] ; [15.2 28.8],0
p6,1,0.904937,0.014263,[ 5 17] ; [22 80],[ 4.79032258 17.20967742] ; [22.20967742 79.79032258],0
u2,1,0.915095,0.011367,[6 7] ; [22 24],[6.16949153 6.83050847] ; [21.83050847 24.16949153],0
p1,1,0.93931,0.005797,[ 2 20] ; [10 94],[ 2.0952381 19.9047619] ; [ 9.9047619 94.0952381],0
n3,1,0.939775,0.005708,[6 5] ; [24 19],[6.11111111 4.88888889] ; [23.88888889 19.11111111],0
d5,1,0.971464,0.00128,[15  7] ; [72 33],[15.07086614  6.92913386] ; [71.92913386 33.07086614],0
b4,1,0.997004,1.4e-05,[13  9] ; [62 43],[12.99212598  9.00787402] ; [62.00787402 42.99212598],0
