Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,33.071325,[11 46] ; [221 147],[31.11529412 25.88470588] ; [200.88470588 167.11529412],1
p7,1,9e-06,19.710788,[23 32] ; [260 102],[37.32613909 17.67386091] ; [245.67386091 116.32613909],1
p4,1,0.000117,14.842119,[24 33] ; [252 117],[36.92957746 20.07042254] ; [239.07042254 129.92957746],1
p9,1,0.000731,11.408497,[42 14] ; [333  35],[49.52830189  6.47169811] ; [325.47169811  42.52830189],1
p6,1,0.002336,9.264912,[13 44] ; [162 205],[23.5259434 33.4740566] ; [151.4740566 215.5259434],0
p10,1,0.004769,7.964863,[42 15] ; [321  45],[48.91489362  8.08510638] ; [314.08510638  51.91489362],0
p11,1,0.009094,6.804308,[39 18] ; [307  63],[46.18735363 10.81264637] ; [299.81264637  70.18735363],0
b5,1,0.012705,6.209795,[42 15] ; [208 162],[33.37236534 23.62763466] ; [216.62763466 153.37236534],0
b1,1,0.024622,5.050301,[30 27] ; [137 233],[22.29274005 34.70725995] ; [144.70725995 225.29274005],0
p3,1,0.026419,4.928391,[23 34] ; [207 162],[30.77464789 26.22535211] ; [199.22535211 169.77464789],0
r2,1,0.037189,4.341737,[52  4] ; [359   8],[54.41134752  1.58865248] ; [356.58865248  10.41134752],0
a3,1,0.039895,4.222351,[37 20] ; [285  83],[43.18588235 13.81411765] ; [278.81411765  89.18588235],0
d4,1,0.04814,3.905089,[42 15] ; [311  58],[47.23239437  9.76760563] ; [305.76760563  63.23239437],0
n4,1,0.049031,3.874304,[43 14] ; [316  53],[48.03521127  8.96478873] ; [310.96478873  58.03521127],0
d3,1,0.059807,3.542736,[34 23] ; [266 104],[40.04683841 16.95316159] ; [259.95316159 110.04683841],0
v4,1,0.065898,3.38235,[52  5] ; [357  13],[54.5971897  2.4028103] ; [354.4028103  15.5971897],0
n1,1,0.072885,3.216833,[10  5] ; [28 40],[6.86746988 8.13253012] ; [31.13253012 36.86746988],0
s1,1,0.093489,2.813253,[ 5 52] ; [ 14 352],[ 2.56028369 54.43971631] ; [ 16.43971631 349.56028369],0
a5,1,0.160215,1.972196,[38 19] ; [279  91],[42.31615925 14.68384075] ; [274.68384075  95.31615925],0
b2,1,0.167464,1.905504,[12 28] ; [ 94 132],[15.93984962 24.06015038] ; [ 90.06015038 135.93984962],0
b3,1,0.167464,1.905504,[12 28] ; [ 94 132],[15.93984962 24.06015038] ; [ 90.06015038 135.93984962],0
u4,1,0.207844,1.586381,[ 4 53] ; [ 13 357],[ 2.26932084 54.73067916] ; [ 14.73067916 355.26932084],0
s5,1,0.229296,1.445221,[20 35] ; [158 193],[24.11330049 30.88669951] ; [153.88669951 197.11330049],0
