Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,8.9e-05,15.358124,[ 7 26] ; [24 11],[15.04411765 17.95588235] ; [15.95588235 19.04411765],1
p10,1,0.000382,12.617647,[ 6 26] ; [21 13],[13.09090909 18.90909091] ; [13.90909091 20.09090909],1
r3,1,0.001896,9.647637,[14 19] ; [27  7],[20.19402985 12.80597015] ; [20.80597015 13.19402985],0
s8,1,0.00214,9.425521,[ 1 32] ; [11 24],[ 5.82352941 27.17647059] ; [ 6.17647059 28.82352941],0
n5,1,0.003451,8.552007,[14 19] ; [27  8],[19.89705882 13.10294118] ; [21.10294118 13.89705882],0
p2,1,0.023692,5.117032,[ 9 24] ; [19 16],[13.58823529 19.41176471] ; [14.41176471 20.58823529],0
p9,1,0.034275,4.480932,[11 21] ; [20 13],[15.26153846 16.73846154] ; [15.73846154 17.26153846],0
s6,1,0.036714,4.363636,[ 7 26] ; [15 18],[11. 22.] ; [11. 22.],0
p4,1,0.048443,3.894545,[ 6 27] ; [14 21],[ 9.70588235 23.29411765] ; [10.29411765 24.70588235],0
r4,1,0.048443,3.894545,[ 6 27] ; [14 21],[ 9.70588235 23.29411765] ; [10.29411765 24.70588235],0
s7,1,0.05319,3.737955,[ 4 26] ; [11 21],[ 7.25806452 22.74193548] ; [ 7.74193548 24.25806452],0
s2,1,0.05819,3.588227,[ 5 28] ; [12 22],[ 8.37313433 24.62686567] ; [ 8.62686567 25.37313433],0
n3,1,0.074905,3.172113,[ 7 10] ; [7 2],[9.15384615 7.84615385] ; [4.84615385 4.15384615],0
b2,1,0.078708,3.091373,[11 12] ; [ 5 17],[ 8.17777778 14.82222222] ; [ 7.82222222 14.17777778],0
b3,1,0.078708,3.091373,[11 12] ; [ 5 17],[ 8.17777778 14.82222222] ; [ 7.82222222 14.17777778],0
v2,1,0.086258,2.942866,[ 9 23] ; [17 18],[12.41791045 19.58208955] ; [13.58208955 21.41791045],0
n4,1,0.088677,2.898229,[18 15] ; [26  9],[21.35294118 11.64705882] ; [22.64705882 12.35294118],0
d5,1,0.091256,2.852069,[17 16] ; [25 10],[20.38235294 12.61764706] ; [21.61764706 13.38235294],0
d3,1,0.1433,2.142164,[13 20] ; [20 15],[16.01470588 16.98529412] ; [16.98529412 18.01470588],0
b4,1,0.148995,2.082513,[18 15] ; [25 10],[20.86764706 12.13235294] ; [22.13235294 12.86764706],0
p7,1,0.149602,2.076306,[ 7 26] ; [13 22],[ 9.70588235 23.29411765] ; [10.29411765 24.70588235],0
s3,1,0.188975,1.725594,[10 22] ; [16 18],[12.60606061 19.39393939] ; [13.39393939 20.60606061],0
b5,1,0.225052,1.471861,[14 19] ; [20 15],[16.5 16.5] ; [17.5 17.5],0
p3,1,0.229834,1.441887,[ 7 26] ; [12 23],[ 9.22058824 23.77941176] ; [ 9.77941176 25.22058824],0
a4,1,0.389603,0.74018,[13 20] ; [10 24],[11.32835821 21.67164179] ; [11.67164179 22.32835821],0
a2,1,0.399957,0.708456,[ 5 28] ; [ 3 32],[ 3.88235294 29.11764706] ; [ 4.11764706 30.88235294],0
p1,1,0.399957,0.708456,[ 5 28] ; [ 3 32],[ 3.88235294 29.11764706] ; [ 4.11764706 30.88235294],0
v3,1,0.494552,0.466607,[ 6 26] ; [ 9 26],[ 7.1641791 24.8358209] ; [ 7.8358209 27.1641791],0
p8,1,0.494552,0.466607,[ 6 26] ; [ 9 26],[ 7.1641791 24.8358209] ; [ 7.8358209 27.1641791],0
a8,1,0.525599,0.402893,[ 4 28] ; [ 6 27],[ 4.92307692 27.07692308] ; [ 5.07692308 27.92307692],0
p6,1,0.561761,0.336665,[ 5 28] ; [ 7 27],[ 5.91044776 27.08955224] ; [ 6.08955224 27.91044776],0
d1,1,0.58441,0.299159,[12 21] ; [15 20],[13.10294118 19.89705882] ; [13.89705882 21.10294118],0
s1,1,0.59391,0.28428,[ 3 30] ; [ 2 33],[ 2.42647059 30.57352941] ; [ 2.57352941 32.42647059],0
b1,1,0.61098,0.25875,[19 14] ; [18 17],[17.95588235 15.04411765] ; [19.04411765 15.95588235],0
a6,1,0.622273,0.242685,[15 18] ; [18 17],[16.01470588 16.98529412] ; [16.98529412 18.01470588],0
a5,1,0.641439,0.216865,[17 16] ; [20 15],[17.95588235 15.04411765] ; [19.04411765 15.95588235],0
