Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,2.7e-05,17.589185,[ 7 44] ; [22 18],[16.25274725 34.74725275] ; [12.74725275 27.25274725],1
r4,1,4.3e-05,16.742729,[26 25] ; [38  4],[35.09677419 15.90322581] ; [28.90322581 13.09677419],1
s5,1,0.000158,14.27698,[ 2 47] ; [14 26],[ 8.80898876 40.19101124] ; [ 7.19101124 32.80898876],1
s3,1,0.000265,13.303167,[12 39] ; [24 15],[20.4 30.6] ; [15.6 23.4],1
s7,1,0.000954,10.914179,[ 6 43] ; [18 24],[12.92307692 36.07692308] ; [11.07692308 30.92307692],1
r2,1,0.006828,7.317563,[36 15] ; [39  3],[41.12903226  9.87096774] ; [33.87096774  8.12903226],0
v4,1,0.006828,7.317563,[36 15] ; [39  3],[41.12903226  9.87096774] ; [33.87096774  8.12903226],0
u2,1,0.012959,6.174635,[ 7 20] ; [15 10],[11.42307692 15.57692308] ; [10.57692308 14.42307692],0
b1,1,0.01507,5.908303,[26 25] ; [11 31],[20.29032258 30.70967742] ; [16.70967742 25.29032258],0
r1,1,0.01507,5.908303,[25 26] ; [31 11],[30.70967742 20.29032258] ; [25.29032258 16.70967742],0
s4,1,0.019786,5.430666,[ 5 46] ; [12 30],[ 9.32258065 41.67741935] ; [ 7.67741935 34.32258065],0
r3,1,0.022168,5.232579,[34 16] ; [37  5],[38.58695652 11.41304348] ; [32.41304348  9.58695652],0
p11,1,0.032734,4.559613,[28 23] ; [32 10],[32.90322581 18.09677419] ; [27.09677419 14.90322581],0
p4,1,0.039092,4.256843,[ 8 43] ; [14 27],[12.19565217 38.80434783] ; [ 9.80434783 31.19565217],0
s8,1,0.041193,4.168067,[ 6 45] ; [12 30],[ 9.87096774 41.12903226] ; [ 8.12903226 33.87096774],0
n6,1,0.046755,3.95419,[31 19] ; [34  8],[35.32608696 14.67391304] ; [29.67391304 12.32608696],0
b3,1,0.048488,3.892988,[17 12] ; [ 6 14],[13.6122449 15.3877551] ; [ 9.3877551 10.6122449],0
b2,1,0.048488,3.892988,[17 12] ; [ 6 14],[13.6122449 15.3877551] ; [ 9.3877551 10.6122449],0
v2,1,0.069413,3.296839,[11 37] ; [16 23],[14.89655172 33.10344828] ; [12.10344828 26.89655172],0
a6,1,0.071496,3.248343,[22 29] ; [26 16],[26.32258065 24.67741935] ; [21.67741935 20.32258065],0
p8,1,0.091472,2.848273,[10 40] ; [15 27],[13.58695652 36.41304348] ; [11.41304348 30.58695652],0
p5,1,0.107564,2.589649,[ 1 50] ; [ 4 38],[ 2.74193548 48.25806452] ; [ 2.25806452 39.74193548],0
p3,1,0.129981,2.292726,[ 7 44] ; [11 31],[ 9.87096774 41.12903226] ; [ 8.12903226 33.87096774],0
p10,1,0.148359,2.089044,[28 22] ; [29 12],[31.31868132 18.68131868] ; [25.68131868 15.31868132],0
v3,1,0.171246,1.872,[11 39] ; [14 26],[13.88888889 36.11111111] ; [11.11111111 28.88888889],0
u3,1,0.173689,1.850815,[ 8 19] ; [12 13],[10.38461538 16.61538462] ; [ 9.61538462 15.38461538],0
a5,1,0.178822,1.807383,[22 29] ; [24 18],[25.22580645 25.77419355] ; [20.77419355 21.22580645],0
b4,1,0.227414,1.456963,[29 22] ; [29 13],[31.80645161 19.19354839] ; [26.19354839 15.80645161],0
p9,1,0.231764,1.43,[33 16] ; [33  9],[35.53846154 13.46153846] ; [30.46153846 11.53846154],0
p12,1,0.285137,1.142444,[ 2 48] ; [ 4 38],[ 3.26086957 46.73913043] ; [ 2.73913043 39.26086957],0
a7,1,0.374255,0.789487,[22 29] ; [22 20],[24.12903226 26.87096774] ; [19.87096774 22.12903226],0
d1,1,0.407522,0.686019,[ 3 48] ; [ 1 41],[ 2.19354839 48.80645161] ; [ 1.80645161 40.19354839],0
a8,1,0.415977,0.661654,[ 5 45] ; [ 6 32],[ 6.25 43.75] ; [ 4.75 33.25],0
p2,1,0.434902,0.609696,[25 26] ; [24 18],[26.87096774 24.12903226] ; [22.12903226 19.87096774],0
b5,1,0.434902,0.609696,[25 26] ; [24 18],[26.87096774 24.12903226] ; [22.12903226 19.87096774],0
v1,1,0.464017,0.536187,[17 33] ; [17 24],[18.68131868 31.31868132] ; [15.31868132 25.68131868],0
s1,1,0.46439,0.535294,[ 3 48] ; [ 4 36],[ 3.92307692 47.07692308] ; [ 3.07692308 36.92307692],0
n1,1,0.492529,0.470996,[10 12] ; [4 8],[ 9.05882353 12.94117647] ; [4.94117647 7.05882353],0
p6,1,0.530025,0.394344,[ 4 46] ; [ 5 37],[ 4.89130435 45.10869565] ; [ 4.10869565 37.89130435],0
a3,1,0.532923,0.388815,[24 26] ; [17 24],[22.52747253 27.47252747] ; [18.47252747 22.52747253],0
n5,1,0.559147,0.341183,[38 13] ; [29 13],[36.74193548 14.25806452] ; [30.25806452 11.74193548],0
n4,1,0.583761,0.300194,[35 16] ; [31 11],[36.19354839 14.80645161] ; [29.80645161 12.19354839],0
a4,1,0.589026,0.291867,[11 40] ; [ 7 34],[ 9.97826087 41.02173913] ; [ 8.02173913 32.97826087],0
n3,1,0.71038,0.137898,[11  9] ; [8 5],[11.51515152  8.48484848] ; [7.48484848 5.51515152],0
p1,1,0.718171,0.130252,[ 6 45] ; [ 6 36],[ 6.58064516 44.41935484] ; [ 5.41935484 36.58064516],0
a2,1,0.811566,0.056837,[ 3 48] ; [ 2 40],[ 2.74193548 48.25806452] ; [ 2.25806452 39.74193548],0
d2,1,0.828425,0.046969,[10 41] ; [ 9 33],[10.41935484 40.58064516] ; [ 8.58064516 33.41935484],0
d4,1,0.839079,0.041238,[22 29] ; [19 23],[22.48387097 28.51612903] ; [18.51612903 23.48387097],0
u1,1,0.889444,0.019323,[ 1 50] ; [ 1 41],[ 1.09677419 49.90322581] ; [ 0.90322581 41.09677419],0
d3,1,0.966383,0.001776,[18 33] ; [15 27],[18.09677419 32.90322581] ; [14.90322581 27.09677419],0
n2,1,0.98101,0.000567,[17  5] ; [10  3],[16.97142857  5.02857143] ; [10.02857143  2.97142857],0
