Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,2e-06,22.928684,[36 26] ; [62  4],[47.46875 14.53125] ; [50.53125 15.46875],1
r4,1,1.3e-05,18.941116,[29 33] ; [55 11],[40.6875 21.3125] ; [43.3125 22.6875],1
p10,1,5.9e-05,16.139145,[19 40] ; [45 21],[30.208 28.792] ; [33.792 32.208],1
p9,1,0.000162,14.222124,[20 37] ; [45 20],[30.36885246 26.63114754] ; [34.63114754 30.36885246],1
n6,1,0.000802,11.235674,[31 31] ; [51 14],[40.03149606 21.96850394] ; [41.96850394 23.03149606],1
p4,1,0.001632,9.92326,[10 52] ; [27 38],[18.06299213 43.93700787] ; [18.93700787 46.06299213],0
b4,1,0.008538,6.91709,[27 35] ; [44 22],[34.390625 27.609375] ; [36.609375 29.390625],0
v4,1,0.013489,6.103774,[41 21] ; [56 10],[46.984375 15.015625] ; [50.015625 15.984375],0
s8,1,0.017818,5.613914,[10 51] ; [23 43],[15.8503937 45.1496063] ; [17.1496063 48.8503937],0
a1,1,0.037519,4.326683,[ 8 54] ; [ 2 64],[ 4.84375 57.15625] ; [ 5.15625 60.84375],0
u3,1,0.038357,4.289125,[ 8 17] ; [18 12],[11.81818182 13.18181818] ; [14.18181818 15.81818182],0
s2,1,0.040901,4.180097,[16 46] ; [28 37],[21.48031496 40.51968504] ; [22.51968504 42.48031496],0
n2,1,0.043234,4.086219,[20 15] ; [19  4],[23.53448276 11.46551724] ; [15.46551724  7.53448276],0
s6,1,0.048755,3.883782,[20 40] ; [33 32],[25.44 34.56] ; [27.56 37.44],0
b1,1,0.049503,3.858215,[38 24] ; [29 37],[32.453125 29.546875] ; [34.546875 31.453125],0
r1,1,0.055727,3.66021,[31 31] ; [44 22],[36.328125 25.671875] ; [38.671875 27.328125],0
r2,1,0.067305,3.347556,[45 15] ; [57  8],[48.96 11.04] ; [53.04 11.96],0
v1,1,0.073044,3.21325,[15 47] ; [25 39],[19.68253968 42.31746032] ; [20.31746032 43.68253968],0
u2,1,0.076865,3.129969,[ 7 18] ; [15 14],[10.18518519 14.81481481] ; [11.81481481 17.18518519],0
p8,1,0.096419,2.763802,[10 51] ; [19 47],[13.92913386 47.07086614] ; [15.07086614 50.92913386],0
a2,1,0.10663,2.603468,[13 49] ; [ 7 59],[ 9.6875 52.3125] ; [10.3125 55.6875],0
u1,1,0.115014,2.483942,[ 4 58] ; [10 56],[ 6.78125 55.21875] ; [ 7.21875 58.78125],0
v2,1,0.118994,2.430514,[19 41] ; [29 35],[23.22580645 36.77419355] ; [24.77419355 39.22580645],0
p3,1,0.140408,2.173485,[14 47] ; [23 43],[17.77165354 43.22834646] ; [19.22834646 46.77165354],0
a7,1,0.141384,2.162826,[39 23] ; [33 33],[34.875 27.125] ; [37.125 28.875],0
d5,1,0.151723,2.054845,[45 17] ; [40 26],[41.171875 20.828125] ; [43.828125 22.171875],0
n4,1,0.169774,1.884938,[33 29] ; [43 23],[36.8125 25.1875] ; [39.1875 26.8125],0
b3,1,0.191463,1.706326,[17 24] ; [12 31],[14.1547619 26.8452381] ; [14.8452381 28.1547619],0
b2,1,0.191463,1.706326,[17 24] ; [12 31],[14.1547619 26.8452381] ; [14.8452381 28.1547619],0
n3,1,0.203495,1.617112,[19 15] ; [16  6],[21.25 12.75] ; [13.75  8.25],0
p7,1,0.283461,1.150421,[18 44] ; [24 39],[20.832 41.168] ; [21.168 41.832],0
p5,1,0.333101,0.936804,[ 1 60] ; [ 3 61],[ 1.952 59.048] ; [ 2.048 61.952],0
a5,1,0.337363,0.920427,[39 23] ; [36 30],[36.328125 25.671875] ; [38.671875 27.328125],0
s4,1,0.343975,0.89556,[11 51] ; [16 49],[13.18110236 48.81889764] ; [13.81889764 51.18110236],0
p12,1,0.348838,0.877681,[ 1 60] ; [ 3 63],[ 1.92125984 59.07874016] ; [ 2.07874016 63.92125984],0
s7,1,0.379759,0.771483,[13 43] ; [20 46],[15.14754098 40.85245902] ; [17.85245902 48.14754098],0
b5,1,0.406673,0.688507,[35 27] ; [42 24],[37.296875 24.703125] ; [39.703125 26.296875],0
a3,1,0.418688,0.653996,[37 23] ; [36 30],[34.76190476 25.23809524] ; [38.23809524 27.76190476],0
s1,1,0.461146,0.543112,[ 6 56] ; [ 4 61],[ 4.88188976 57.11811024] ; [ 5.11811024 59.88188976],0
p6,1,0.463328,0.537842,[ 9 51] ; [13 52],[10.56 49.44] ; [11.44 53.56],0
s5,1,0.487253,0.482587,[11 47] ; [15 47],[12.56666667 45.43333333] ; [13.43333333 48.56666667],0
d2,1,0.492129,0.471869,[30 31] ; [28 37],[28.07936508 32.92063492] ; [29.92063492 35.07936508],0
a8,1,0.50493,0.444559,[ 5 54] ; [ 8 58],[ 6.136 52.864] ; [ 6.864 59.136],0
a4,1,0.515162,0.423569,[28 32] ; [27 39],[26.19047619 33.80952381] ; [28.80952381 37.19047619],0
s3,1,0.536632,0.381818,[24 36] ; [30 36],[25.71428571 34.28571429] ; [28.28571429 37.71428571],0
u4,1,0.596303,0.280607,[ 1 61] ; [ 2 64],[ 1.453125 60.546875] ; [ 1.546875 64.453125],0
d4,1,0.677849,0.172557,[44 18] ; [49 17],[45.046875 16.953125] ; [47.953125 18.046875],0
n5,1,0.694031,0.154757,[37 25] ; [41 24],[38.07874016 23.92125984] ; [39.92125984 25.07874016],0
a6,1,0.706493,0.141805,[34 28] ; [34 32],[32.9375 29.0625] ; [35.0625 30.9375],0
d3,1,0.723544,0.125122,[30 32] ; [34 32],[31. 31.] ; [33. 33.],0
n1,1,0.752402,0.099524,[16 19] ; [11 11],[16.57894737 18.42105263] ; [10.42105263 11.57894737],0
d1,1,0.87252,0.025747,[30 32] ; [31 35],[29.546875 32.453125] ; [31.453125 34.546875],0
p1,1,0.917984,0.010604,[ 5 57] ; [ 5 61],[ 4.84375 57.15625] ; [ 5.15625 60.84375],0
