Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.106864,2.6,[7 6] ; [ 3 10],[5. 8.] ; [5. 8.],0
b1,1,0.12663,2.333333,[6 8] ; [10  4],[8. 6.] ; [8. 6.],0
p11,1,0.12663,2.333333,[ 4 10] ; [8 6],[6. 8.] ; [6. 8.],0
p6,1,0.138792,2.191304,[ 4 10] ; [ 1 13],[ 2.5 11.5] ; [ 2.5 11.5],0
p7,1,0.165403,1.924118,[9 4] ; [5 7],[7.28 5.72] ; [6.72 5.28],0
p3,1,0.445009,0.583333,[7 7] ; [5 9],[6. 8.] ; [6. 8.],0
