Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,1e-06,24.471109,[26 40] ; [85 26],[41.38983051 24.61016949] ; [69.61016949 41.38983051],1
a4,1,2e-05,18.218791,[11 55] ; [54 57],[24.23728814 41.76271186] ; [40.76271186 70.23728814],1
d2,1,0.000396,12.551876,[16 50] ; [57 54],[27.22033898 38.77966102] ; [45.77966102 65.22033898],1
d1,1,0.002057,9.498127,[31 35] ; [78 33],[40.6440678 25.3559322] ; [68.3559322 42.6440678],0
p7,1,0.003734,8.408728,[22 41] ; [62 45],[31.12941176 31.87058824] ; [52.87058824 54.12941176],0
v2,1,0.007854,7.066517,[26 38] ; [63 39],[34.31325301 29.68674699] ; [54.68674699 47.31325301],0
p3,1,0.008412,6.943599,[16 50] ; [48 61],[24.13714286 41.86285714] ; [39.86285714 69.13714286],0
u1,1,0.010673,6.518996,[ 2 64] ; [17 94],[ 7.08474576 58.91525424] ; [11.91525424 99.08474576],0
v1,1,0.023145,5.157581,[20 43] ; [54 55],[27.10465116 35.89534884] ; [46.89534884 62.10465116],0
a6,1,0.029546,4.735494,[37 29] ; [80 31],[43.62711864 22.37288136] ; [73.37288136 37.62711864],0
u2,1,0.030937,4.656433,[27 12] ; [11 15],[22.8 16.2] ; [15.2 10.8],0
d4,1,0.036815,4.358965,[52 14] ; [100  11],[56.6779661  9.3220339] ; [95.3220339 15.6779661],0
p4,1,0.078263,3.100613,[24 42] ; [55 55],[29.625 36.375] ; [49.375 60.625],0
p8,1,0.116351,2.465764,[23 41] ; [53 57],[27.95402299 36.04597701] ; [48.04597701 61.95402299],0
p9,1,0.124143,2.364261,[41 20] ; [85 24],[45.21176471 15.78823529] ; [80.78823529 28.21176471],0
s6,1,0.137545,2.205212,[34 30] ; [71 39],[38.62068966 25.37931034] ; [66.37931034 43.62068966],0
p10,1,0.184033,1.764754,[39 22] ; [81 29],[42.80701754 18.19298246] ; [77.19298246 32.80701754],0
r4,1,0.189939,1.718091,[50 16] ; [93 18],[53.3220339 12.6779661] ; [89.6779661 21.3220339],0
n2,1,0.201866,1.628824,[13 11] ; [32 14],[15.42857143  8.57142857] ; [29.57142857 16.42857143],0
s5,1,0.225231,1.470729,[17 47] ; [38 69],[20.58479532 43.41520468] ; [34.41520468 72.58479532],0
d3,1,0.226142,1.464962,[45 20] ; [86 25],[48.38068182 16.61931818] ; [82.61931818 28.38068182],0
p11,1,0.244215,1.356096,[37 29] ; [72 39],[40.6440678 25.3559322] ; [68.3559322 42.6440678],0
r1,1,0.261839,1.259005,[44 22] ; [82 28],[47.25 18.75] ; [78.75 31.25],0
