Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,2e-06,22.376179,[23 23] ; [ 4 49],[12.54545455 33.45454545] ; [14.45454545 38.54545455],1
s8,1,3e-06,22.110253,[21 26] ; [ 3 53],[10.95145631 36.04854369] ; [13.04854369 42.95145631],1
s3,1,3e-06,22.10991,[30 14] ; [12 44],[18.48 25.52] ; [23.52 32.48],1
s2,1,1.7e-05,18.520413,[25 21] ; [ 8 48],[14.88235294 31.11764706] ; [18.11764706 37.88235294],1
r4,1,4.1e-05,16.847505,[42  5] ; [29 27],[32.39805825 14.60194175] ; [38.60194175 17.39805825],1
p10,1,8.3e-05,15.496082,[37  9] ; [22 31],[27.41414141 18.58585859] ; [31.58585859 21.41414141],1
s5,1,0.000165,14.193871,[14 31] ; [ 2 54],[ 7.12871287 37.87128713] ; [ 8.87128713 47.12871287],1
r1,1,0.000638,11.66205,[34 12] ; [22 33],[25.5049505 20.4950495] ; [30.4950495 24.5049505],1
p11,1,0.000871,11.083086,[39  8] ; [29 27],[31.02912621 15.97087379] ; [36.97087379 19.02912621],1
n6,1,0.001656,9.896855,[40  7] ; [31 24],[32.71568627 14.28431373] ; [38.28431373 16.71568627],0
v4,1,0.002554,9.101336,[45  2] ; [39 14],[39.48  7.52] ; [44.52  8.48],0
p9,1,0.003083,8.75779,[38  8] ; [29 24],[31.13131313 14.86868687] ; [35.86868687 17.13131313],0
s4,1,0.003309,8.628871,[15 32] ; [ 5 51],[ 9.12621359 37.87378641] ; [10.87378641 45.12621359],0
v1,1,0.009728,6.684028,[22 22] ; [14 42],[15.84 28.16] ; [20.16 35.84],0
r3,1,0.015421,5.867712,[41  6] ; [36 18],[35.83168317 11.16831683] ; [41.16831683 12.83168317],0
b5,1,0.024134,5.084974,[33 14] ; [27 29],[27.37864078 19.62135922] ; [32.62135922 23.37864078],0
u3,1,0.024335,5.070616,[16 11] ; [10 23],[11.7 15.3] ; [14.3 18.7],0
v2,1,0.027419,4.864242,[18 24] ; [11 40],[13.09677419 28.90322581] ; [15.90322581 35.09677419],0
b3,1,0.027892,4.834738,[ 4 23] ; [12 17],[ 7.71428571 19.28571429] ; [ 8.28571429 20.71428571],0
b2,1,0.027892,4.834738,[ 4 23] ; [12 17],[ 7.71428571 19.28571429] ; [ 8.28571429 20.71428571],0
r2,1,0.041032,4.1747,[43  4] ; [42 13],[39.16666667  7.83333333] ; [45.83333333  9.16666667],0
p8,1,0.054777,3.688849,[21 25] ; [15 40],[16.3960396 29.6039604] ; [19.6039604 35.3960396],0
p7,1,0.05605,3.650576,[23 22] ; [17 36],[18.36734694 26.63265306] ; [21.63265306 31.36734694],0
b4,1,0.056644,3.633029,[29 18] ; [24 32],[24.18446602 22.81553398] ; [28.81553398 27.18446602],0
a7,1,0.088636,2.898973,[28 19] ; [23 31],[23.73267327 23.26732673] ; [27.26732673 26.73267327],0
p3,1,0.089422,2.88474,[12 35] ; [ 7 49],[ 8.66990291 38.33009709] ; [10.33009709 45.66990291],0
a6,1,0.121683,2.395518,[29 18] ; [26 30],[25.09708738 21.90291262] ; [29.90291262 26.09708738],0
n4,1,0.12233,2.387234,[35 12] ; [33 22],[31.33333333 15.66666667] ; [36.66666667 18.33333333],0
u2,1,0.147759,2.095238,[14 13] ; [11 22],[11.25 15.75] ; [13.75 19.25],0
v3,1,0.160162,1.972697,[14 31] ; [10 43],[11.02040816 33.97959184] ; [12.97959184 40.02040816],0
s1,1,0.161585,1.959329,[ 5 41] ; [ 2 52],[ 3.22 42.78] ; [ 3.78 50.22],0
p2,1,0.162689,1.949055,[32 15] ; [30 25],[28.56862745 18.43137255] ; [33.43137255 21.56862745],0
n2,1,0.183725,1.767231,[11  2] ; [16  9],[9.23684211 3.76315789] ; [17.76315789  7.23684211],0
n3,1,0.211986,1.557808,[11  2] ; [15  8],[9.38888889 3.61111111] ; [16.61111111  6.38888889],0
d5,1,0.295991,1.092171,[21 26] ; [19 36],[18.43137255 28.56862745] ; [21.56862745 33.43137255],0
n5,1,0.298125,1.082562,[36 11] ; [37 18],[33.6372549 13.3627451] ; [39.3627451 15.6372549],0
a8,1,0.322275,0.979691,[ 6 37] ; [ 4 48],[ 4.52631579 38.47368421] ; [ 5.47368421 46.52631579],0
a5,1,0.325345,0.967338,[23 24] ; [22 34],[20.53398058 26.46601942] ; [24.46601942 31.53398058],0
b1,1,0.360587,0.835847,[16 31] ; [24 32],[18.25242718 28.74757282] ; [21.74757282 34.25242718],0
d3,1,0.390622,0.737006,[13 34] ; [11 43],[11.16831683 35.83168317] ; [12.83168317 41.16831683],0
d2,1,0.39438,0.725396,[ 7 40] ; [12 44],[ 8.66990291 38.33009709] ; [10.33009709 45.66990291],0
p6,1,0.456679,0.554022,[ 6 40] ; [10 44],[ 7.36 38.64] ; [ 8.64 45.36],0
u1,1,0.508409,0.437339,[ 3 44] ; [ 2 54],[ 2.2815534 44.7184466] ; [ 2.7184466 53.2815534],0
a2,1,0.526481,0.401179,[ 4 43] ; [ 3 53],[ 3.19417476 43.80582524] ; [ 3.80582524 52.19417476],0
d1,1,0.664282,0.188364,[ 1 46] ; [ 2 54],[ 1.36893204 45.63106796] ; [ 1.63106796 54.36893204],0
p1,1,0.793352,0.068623,[ 5 42] ; [ 5 50],[ 4.60784314 42.39215686] ; [ 5.39215686 49.60784314],0
a4,1,0.825499,0.04861,[ 9 37] ; [10 46],[ 8.56862745 37.43137255] ; [10.43137255 45.56862745],0
p12,1,0.840692,0.040404,[ 2 44] ; [ 2 54],[ 1.80392157 44.19607843] ; [ 2.19607843 53.80392157],0
a3,1,0.866555,0.028236,[20 26] ; [23 32],[19.58415842 26.41584158] ; [23.41584158 31.58415842],0
n1,1,0.938278,0.005996,[4 9] ; [ 8 17],[4.10526316 8.89473684] ; [ 7.89473684 17.10526316],0
