Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,45.773545,[ 2 25] ; [63 15],[16.71428571 10.28571429] ; [48.28571429 29.71428571],1
v4,1,3.1e-05,17.329192,[13 14] ; [68 10],[20.82857143  6.17142857] ; [60.17142857 17.82857143],1
r2,1,0.000153,14.329186,[14 11] ; [70  8],[20.38834951  4.61165049] ; [63.61165049 14.38834951],1
r1,1,0.000467,12.242367,[10 17] ; [58 20],[17.48571429  9.51428571] ; [50.51428571 27.48571429],1
p2,1,0.002172,9.398601,[ 6 21] ; [44 34],[12.85714286 14.14285714] ; [37.14285714 40.85714286],0
p11,1,0.003026,8.791548,[ 5 22] ; [40 38],[11.57142857 15.42857143] ; [33.42857143 44.57142857],0
d4,1,0.005638,7.662409,[14 13] ; [62 16],[19.54285714  7.45714286] ; [56.45714286 21.54285714],0
a7,1,0.008603,6.903353,[11 16] ; [54 24],[16.71428571 10.28571429] ; [48.28571429 29.71428571],0
p3,1,0.011562,6.376866,[ 2 25] ; [25 53],[ 6.94285714 20.05714286] ; [20.05714286 57.94285714],0
n6,1,0.017312,5.664488,[12 14] ; [56 22],[17.  9.] ; [51. 27.],0
s4,1,0.022216,5.22876,[ 6 21] ; [ 5 72],[ 2.85576923 24.14423077] ; [ 8.14423077 68.85576923],0
n5,1,0.022322,5.220542,[19  8] ; [35 43],[13.88571429 13.11428571] ; [40.11428571 37.88571429],0
v2,1,0.025397,4.996642,[ 6 21] ; [36 41],[10.90384615 16.09615385] ; [31.09615385 45.90384615],0
d3,1,0.027332,4.869726,[10 17] ; [48 30],[14.91428571 12.08571429] ; [43.08571429 34.91428571],0
p4,1,0.045649,3.994509,[ 4 22] ; [28 49],[ 8.0776699 17.9223301] ; [23.9223301 53.0776699],0
d5,1,0.048608,3.888824,[15 12] ; [59 19],[19.02857143  7.97142857] ; [54.97142857 23.02857143],0
n3,1,0.050513,3.824361,[ 6 10] ; [19  9],[9.09090909 6.90909091] ; [15.90909091 12.09090909],0
n2,1,0.078938,3.086641,[ 7 10] ; [19  9],[9.82222222 7.17777778] ; [16.17777778 11.82222222],0
s2,1,0.080909,3.046542,[ 1 26] ; [13 63],[ 3.66990291 23.33009709] ; [10.33009709 65.66990291],0
v1,1,0.084258,2.980798,[ 4 23] ; [25 53],[ 7.45714286 19.54285714] ; [21.54285714 56.45714286],0
a1,1,0.102012,2.673804,[ 4 23] ; [ 4 74],[ 2.05714286 24.94285714] ; [ 5.94285714 72.05714286],0
s8,1,0.134044,2.245028,[ 1 26] ; [11 65],[ 3.14563107 23.85436893] ; [ 8.85436893 67.14563107],0
b2,1,0.142457,2.15122,[ 8 11] ; [11 35],[ 5.55384615 13.44615385] ; [13.44615385 32.55384615],0
b3,1,0.142457,2.15122,[ 8 11] ; [11 35],[ 5.55384615 13.44615385] ; [13.44615385 32.55384615],0
d1,1,0.16586,1.919973,[ 9 18] ; [38 40],[12.08571429 14.91428571] ; [34.91428571 43.08571429],0
u1,1,0.182455,1.777513,[ 1 26] ; [10 68],[ 2.82857143 24.17142857] ; [ 8.17142857 69.82857143],0
a5,1,0.190652,1.712568,[12 15] ; [46 32],[14.91428571 12.08571429] ; [43.08571429 34.91428571],0
b5,1,0.190652,1.712568,[12 15] ; [46 32],[14.91428571 12.08571429] ; [43.08571429 34.91428571],0
p6,1,0.194125,1.686035,[ 2 24] ; [14 62],[ 4.07843137 21.92156863] ; [11.92156863 64.07843137],0
s6,1,0.194929,1.679963,[ 5 22] ; [24 52],[ 7.60194175 19.39805825] ; [21.39805825 54.60194175],0
a6,1,0.224209,1.477225,[13 14] ; [48 30],[15.68571429 11.31428571] ; [45.31428571 32.68571429],0
p7,1,0.239719,1.382243,[ 7 19] ; [31 47],[ 9.5 16.5] ; [28.5 49.5],0
p8,1,0.266636,1.233974,[ 5 22] ; [23 55],[ 7.2 19.8] ; [20.8 57.2],0
u3,1,0.269219,1.220722,[4 9] ; [17 18],[5.6875 7.3125] ; [15.3125 19.6875],0
s5,1,0.274969,1.191787,[ 2 25] ; [12 64],[ 3.66990291 23.33009709] ; [10.33009709 65.66990291],0
p5,1,0.427534,0.629512,[ 1 26] ; [ 1 77],[ 0.51428571 26.48571429] ; [ 1.48571429 76.51428571],0
p12,1,0.427534,0.629512,[ 1 26] ; [ 1 77],[ 0.51428571 26.48571429] ; [ 1.48571429 76.51428571],0
d2,1,0.427929,0.628438,[11 15] ; [40 38],[12.75 13.25] ; [38.25 39.75],0
s7,1,0.440919,0.59389,[ 3 23] ; [13 59],[ 4.24489796 21.75510204] ; [11.75510204 60.24489796],0
a8,1,0.479583,0.49981,[ 1 24] ; [ 6 67],[ 1.78571429 23.21428571] ; [ 5.21428571 67.78571429],0
a2,1,0.51578,0.422323,[ 4 23] ; [16 62],[ 5.14285714 21.85714286] ; [14.85714286 63.14285714],0
v3,1,0.559539,0.340504,[ 6 21] ; [21 54],[ 7.14705882 19.85294118] ; [19.85294118 55.14705882],0
n1,1,0.63672,0.223057,[ 6 11] ; [ 8 20],[ 5.28888889 11.71111111] ; [ 8.71111111 19.28888889],0
s1,1,0.660113,0.193387,[ 2 25] ; [ 4 74],[ 1.54285714 25.45714286] ; [ 4.45714286 73.54285714],0
p1,1,0.671357,0.180019,[ 2 25] ; [ 4 73],[ 1.55769231 25.44230769] ; [ 4.44230769 72.55769231],0
b1,1,0.681397,0.168557,[14 13] ; [44 34],[14.91428571 12.08571429] ; [43.08571429 34.91428571],0
a4,1,0.725721,0.123077,[ 9 17] ; [30 48],[ 9.75 16.25] ; [29.25 48.75],0
b4,1,0.834268,0.043777,[16 11] ; [48 30],[16.45714286 10.54285714] ; [47.54285714 30.45714286],0
a3,1,0.909432,0.01294,[14 12] ; [43 35],[14.25 11.75] ; [42.75 35.25],0
n4,1,0.927368,0.00831,[16 11] ; [47 31],[16.2 10.8] ; [46.8 31.2],0
u2,1,0.953475,0.003404,[5 8] ; [13 20],[5.08695652 7.91304348] ; [12.91304348 20.08695652],0
p10,1,0.968924,0.001518,[ 5 22] ; [14 63],[ 4.93269231 22.06730769] ; [14.06730769 62.93269231],0
