Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,2e-06,22.98812,[67 15] ; [30 38],[53.02666667 28.97333333] ; [43.97333333 24.02666667],1
n6,1,2.4e-05,17.865352,[62 19] ; [29 39],[49.46979866 31.53020134] ; [41.53020134 26.46979866],1
a8,1,0.012905,6.182067,[ 9 63] ; [ 1 65],[ 5.2173913 66.7826087] ; [ 4.7826087 61.2173913],0
a1,1,0.020166,5.397494,[ 9 73] ; [ 1 67],[ 5.46666667 76.53333333] ; [ 4.53333333 63.46666667],0
s6,1,0.020817,5.342019,[38 44] ; [19 49],[31.16 50.84] ; [25.84 42.16],0
b3,1,0.028207,4.815365,[22 32] ; [ 7 30],[17.20879121 36.79120879] ; [11.79120879 25.20879121],0
b2,1,0.028207,4.815365,[22 32] ; [ 7 30],[17.20879121 36.79120879] ; [11.79120879 25.20879121],0
p10,1,0.045029,4.017567,[23 58] ; [10 58],[17.93959732 63.06040268] ; [15.06040268 52.93959732],0
n3,1,0.066405,3.369721,[12 16] ; [17  8],[15.32075472 12.67924528] ; [13.67924528 11.32075472],0
r2,1,0.066429,3.369127,[71 10] ; [51 16],[66.77027027 14.22972973] ; [55.22972973 11.77027027],0
n1,1,0.075967,3.149139,[12 17] ; [ 5 21],[ 8.96363636 20.03636364] ; [ 8.03636364 17.96363636],0
s8,1,0.100855,2.691969,[18 64] ; [ 8 60],[14.21333333 67.78666667] ; [11.78666667 56.21333333],0
r3,1,0.116902,2.458338,[60 22] ; [57 11],[63.96 18.04] ; [53.04 14.96],0
s7,1,0.118987,2.430609,[23 55] ; [11 50],[19.07913669 58.92086331] ; [14.92086331 46.07913669],0
u1,1,0.125817,2.343376,[11 71] ; [ 4 64],[ 8.2 73.8] ; [ 6.8 61.2],0
s3,1,0.210887,1.565325,[36 45] ; [23 44],[32.29054054 48.70945946] ; [26.70945946 40.29054054],0
p1,1,0.220283,1.502525,[ 8 74] ; [ 3 64],[ 6.05369128 75.94630872] ; [ 4.94630872 62.05369128],0
d4,1,0.222092,1.490804,[52 29] ; [50 18],[55.44966443 25.55033557] ; [46.55033557 21.44966443],0
u3,1,0.297199,1.086721,[18 19] ; [19 12],[20.13235294 16.86764706] ; [16.86764706 14.13235294],0
v2,1,0.315663,1.006831,[27 53] ; [28 39],[29.93197279 50.06802721] ; [25.06802721 41.93197279],0
b4,1,0.375646,0.784901,[46 36] ; [43 25],[48.65333333 33.34666667] ; [40.34666667 27.65333333],0
d2,1,0.376874,0.780874,[38 43] ; [27 41],[35.33557047 45.66442953] ; [29.66442953 38.33557047],0
u2,1,0.396143,0.720002,[16 20] ; [17 14],[17.73134328 18.26865672] ; [15.26865672 15.73134328],0
s2,1,0.423847,0.639624,[26 54] ; [18 50],[23.78378378 56.21621622] ; [20.21621622 47.78378378],0
p7,1,0.440542,0.59487,[38 42] ; [28 40],[35.67567568 44.32432432] ; [30.32432432 37.67567568],0
p2,1,0.453065,0.562972,[42 40] ; [39 29],[44.28 37.72] ; [36.72 31.28],0
a5,1,0.473963,0.512721,[47 35] ; [35 33],[44.82666667 37.17333333] ; [37.17333333 30.82666667],0
r4,1,0.532084,0.39041,[57 25] ; [44 24],[55.21333333 26.78666667] ; [45.78666667 22.21333333],0
p11,1,0.568777,0.324734,[40 42] ; [30 38],[38.26666667 43.73333333] ; [31.73333333 36.26666667],0
a7,1,0.584332,0.299284,[53 29] ; [41 27],[51.38666667 30.61333333] ; [42.61333333 25.38666667],0
b5,1,0.591504,0.288002,[47 35] ; [36 32],[45.37333333 36.62666667] ; [37.62666667 30.37333333],0
a6,1,0.632274,0.22899,[49 33] ; [38 30],[47.56 34.44] ; [39.44 28.56],0
a2,1,0.651807,0.20363,[13 69] ; [ 9 59],[12.02666667 69.97333333] ; [ 9.97333333 58.02666667],0
n2,1,0.657194,0.19695,[15 15] ; [14 11],[15.81818182 14.18181818] ; [13.18181818 11.81818182],0
r1,1,0.683372,0.166354,[58 24] ; [46 22],[56.85333333 25.14666667] ; [47.14666667 20.85333333],0
p4,1,0.707555,0.140731,[31 50] ; [24 44],[29.89932886 51.10067114] ; [25.10067114 42.89932886],0
v3,1,0.718116,0.130305,[24 58] ; [17 47],[23.02739726 58.97260274] ; [17.97260274 46.02739726],0
p6,1,0.769763,0.085664,[15 66] ; [11 55],[14.32653061 66.67346939] ; [11.67346939 54.32653061],0
d5,1,0.783231,0.075686,[56 26] ; [45 23],[55.21333333 26.78666667] ; [45.78666667 22.21333333],0
b1,1,0.785345,0.07418,[44 38] ; [38 30],[44.82666667 37.17333333] ; [37.17333333 30.82666667],0
s4,1,0.844073,0.038685,[11 70] ; [10 58],[11.41610738 69.58389262] ; [ 9.58389262 58.41610738],0
p3,1,0.846054,0.037696,[23 58] ; [20 47],[23.53378378 57.46621622] ; [19.46621622 47.53378378],0
d3,1,0.877247,0.023858,[46 36] ; [39 29],[46.46666667 35.53333333] ; [38.53333333 29.46666667],0
a3,1,0.888822,0.019543,[45 36] ; [37 31],[44.57718121 36.42281879] ; [37.42281879 30.57718121],0
v1,1,0.91365,0.011758,[26 56] ; [21 47],[25.69333333 56.30666667] ; [21.30666667 46.69333333],0
a4,1,0.961589,0.002319,[25 55] ; [21 47],[24.86486486 55.13513514] ; [21.13513514 46.86486486],0
v4,1,0.989061,0.000188,[64 17] ; [53 14],[64.03378378 16.96621622] ; [52.96621622 14.03378378],0
s1,1,0.989896,0.00016,[ 6 75] ; [ 5 63],[ 5.97986577 75.02013423] ; [ 5.02013423 62.97986577],0
d1,1,0.996472,2e-05,[35 47] ; [29 39],[34.98666667 47.01333333] ; [29.01333333 38.98666667],0
p8,1,0.998093,6e-06,[25 56] ; [21 47],[25.00671141 55.99328859] ; [20.99328859 47.00671141],0
